Выборы Президента Российской Федерации																						
																						
Наименование Избирательной комиссии:    Лотошинская																						
																						
Итоги голосования 																						
																						
		Сумма	УИК №1191	УИК №1192	УИК №1193	УИК №1194	УИК №1195	УИК №1196	УИК №1197	УИК №1198	УИК №1199	УИК №1200	УИК №1201	УИК №1202	УИК №1203	УИК №1204	УИК №1205					
1	"Число избирателей, внесенных в список"	13089	1235	2270	1164	702	1113	907	924	418	377	954	431	764	186	581	1063					
2	Число полученных избирательных бюллетеней	13997	1326	2267	1157	752	1265	1025	1087	457	402	996	499	801	197	630	1136					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	7874	773	1455	746	369	763	429	570	252	223	599	128	419	141	400	607					
5	"Число избирательных бюллетеней, выданных вне помещения"	1802	63	74	46	157	38	243	186	91	94	75	250	162	24	93	206					
6	Число погашенных избирательных бюллетеней	4320	490	738	365	226	464	353	331	114	85	322	121	220	32	137	322					
7	Число избирательных бюллетеней в переносных ящиках	1802	63	74	46	157	38	243	186	91	94	75	250	162	24	93	206					
8	Число бюллетеней в стационарных ящиках для голосования	7872	773	1454	745	369	763	429	570	252	223	599	128	419	141	400	607					
9	Число недействительных избирательных бюллетеней	85	6	10	5	10	8	4	8	3	2	5	3	12	1	5	3					
10	Число действительных избирательных бюллетеней	9589	830	1518	786	516	793	668	748	340	315	669	375	569	164	488	810					
11	Число полученных открепительных  удостоверений	998	100	90	90	60	90	70	88	40	40	40	80	55	15	40	100					
12	Число выданных открепительных удостоверений	112	6	18	13	12	9	8	7	0	8	6	0	4	0	7	14					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	83	3	20	16	7	6	1	8	0	2	3	3	5	1	7	1					
14	Число неиспользованных открепительных удостоверений	886	94	72	77	48	81	62	81	40	32	34	80	51	15	33	86					
15	"Число открепительных удостоверений, выданных в ТИК"	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																						
18	. Глазьев Сергей Юрьевич	322	36	61	48	13	28	15	27	16	5	14	7	15	4	15	18					
		3.33%	4.31%	3.99%	6.07%	2.47%	3.50%	2.23%	3.57%	4.66%	1.58%	2.08%	1.85%	2.58%	2.42%	3.04%	2.21%					
19	. Малышкин Олег Александрович	237	24	39	14	15	15	16	16	5	7	24	7	8	5	19	23					
		2.45%	2.87%	2.55%	1.77%	2.85%	1.87%	2.38%	2.12%	1.46%	2.21%	3.56%	1.85%	1.38%	3.03%	3.85%	2.83%					
20	. Миронов Сергей Михайлович	50	1	9	3	4	4	3	4	1	0	6	1	4	1	4	5					
		0.52%	0.12%	0.59%	0.38%	0.76%	0.50%	0.45%	0.53%	0.29%	0.00%	0.89%	0.26%	0.69%	0.61%	0.81%	0.62%					
21	. Путин Владимир Владимирович	7188	604	1105	576	385	614	502	573	274	274	483	268	451	120	295	664					
		74.30%	72.25%	72.32%	72.82%	73.19%	76.65%	74.70%	75.79%	79.88%	86.44%	71.66%	70.90%	77.62%	72.73%	59.84%	81.67%					
22	. Хакамада Ирина Муцуовна	174	10	38	25	12	13	15	14	3	3	7	3	11	4	5	11					
		1.80%	1.20%	2.49%	3.16%	2.28%	1.62%	2.23%	1.85%	0.87%	0.95%	1.04%	0.79%	1.89%	2.42%	1.01%	1.35%					
23	. Харитонов Николай Михайлович	1346	127	203	102	80	93	99	97	34	24	117	80	73	21	122	74					
		13.91%	15.19%	13.29%	12.90%	15.21%	11.61%	14.73%	12.83%	9.91%	7.57%	17.36%	21.16%	12.56%	12.73%	24.75%	9.10%					
																						
24	Против всех	272	28	63	18	7	26	18	17	7	2	18	9	7	9	28	15					
		2.81%	3.35%	4.12%	2.28%	1.33%	3.25%	2.68%	2.25%	2.04%	0.63%	2.67%	2.38%	1.20%	5.45%	5.68%	1.85%					
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
