Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																					
Дата голосования: 02.12.2007																																					
																																					
Наименование Избирательной комиссии:    Лобненская городская																																					
																																					
Сводная таблица результатов выборов																																					
																																					
		Сумма	УИК №1182	УИК №1183	УИК №1184	УИК №1185	УИК №1186	УИК №1187	УИК №1188	УИК №1189	УИК №1190	УИК №1191	УИК №1192	УИК №1193	УИК №1194	УИК №1195	УИК №1196	УИК №1197	УИК №1198	УИК №1199	УИК №1200	УИК №1201	УИК №1202	УИК №1203	УИК №1204	УИК №1205	УИК №1206	УИК №1207	УИК №1208	УИК №1209	УИК №1210	УИК №1211					
1	"Число избирателей, внесенных в списки избирателей"	56503	1056	1118	2431	2533	1793	2560	2708	1587	2137	1705	1845	2284	1726	1781	1316	1990	1950	1964	1943	2671	2125	2146	1730	1795	2213	1544	2181	1232	2126	313					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	44100	750	900	1900	2000	1450	2000	2150	1200	1650	1250	1450	1800	1350	1400	1000	1600	1450	1600	1550	2050	1700	1700	1400	1400	1700	1200	1650	950	1650	250					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	31969	554	680	1366	1431	1030	1494	1580	777	1166	997	1013	1376	959	1070	733	1089	967	1107	992	1637	1219	1267	984	936	1236	945	1158	694	1308	204					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1395	89	16	35	35	34	47	37	61	38	23	41	30	38	32	41	53	138	32	42	46	90	45	77	38	50	48	45	11	58	25					
6	Число погашенных избирательных бюллетеней	10736	107	204	499	534	386	459	533	362	446	230	396	394	353	298	226	458	345	461	516	367	391	388	339	426	414	207	447	245	284	21					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1395	89	16	35	35	34	47	37	61	38	23	41	30	38	32	41	53	138	32	42	46	90	45	77	38	50	48	45	11	58	25					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	31962	554	680	1366	1431	1030	1492	1578	777	1166	997	1013	1374	959	1070	733	1089	967	1107	992	1637	1218	1267	984	936	1236	945	1158	694	1308	204					
9	Число недействительных избирательных бюллетеней	461	12	8	15	30	23	30	14	11	17	11	14	26	11	20	8	16	8	14	17	31	16	11	13	18	20	7	13	11	15	1					
10	Число действительных избирательных бюллетеней	32896	631	688	1386	1436	1041	1509	1601	827	1187	1009	1040	1378	986	1082	766	1126	1097	1125	1017	1652	1292	1301	1048	956	1266	986	1190	694	1351	228					
