Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																							
Дата голосования: 02.12.2007																							
																							
Наименование Избирательной комиссии:    Кочковская																							
																							
Сводная таблица результатов выборов																							
																							
		Сумма	УИК №507	УИК №508	УИК №509	УИК №510	УИК №511	УИК №512	УИК №513	УИК №514	УИК №515	УИК №516	УИК №517	УИК №518	УИК №519	УИК №520	УИК №521	УИК №522					
1	"Число избирателей, внесенных в списки избирателей"	12023	1034	1050	307	963	880	424	97	88	338	1579	877	263	213	593	2222	1095					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	12027	1020	1050	300	950	890	420	97	90	340	1590	870	250	210	600	2250	1100					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	7836	729	698	245	655	574	364	97	78	242	856	629	208	178	372	1277	634					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	891	82	49	17	63	64	18	0	10	34	249	86	21	22	56	106	14					
6	Число погашенных избирательных бюллетеней	3300	209	303	38	232	252	38	0	2	64	485	155	21	10	172	867	452					
7	Число избирательных бюллетеней в переносных ящиках для голосования	891	82	49	17	63	64	18	0	10	34	249	86	21	22	56	106	14					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	7835	729	698	245	655	574	364	97	78	242	856	629	208	177	372	1277	634					
9	Число недействительных избирательных бюллетеней	103	16	7	7	13	5	3	0	1	3	8	5	0	5	7	15	8					
10	Число действительных избирательных бюллетеней	8623	795	740	255	705	633	379	97	87	273	1097	710	229	194	421	1368	640					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	120	7	5	2	10	10	5	3	3	5	10	10	5	10	3	19	13					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	120	7	5	2	10	10	5	3	3	5	10	10	5	10	3	19	13					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	53	6	2	4	5	6	1	2	2	1	1	2	2	2	1	12	4					
14	Число погашенных неиспользованных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	30	0	0	0	3	2	0	0	0	0	0	0	0	0	2	17	6					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																							
18	1.Политическая партия «Аграрная партия России»	364	44	49	14	25	11	15	0	2	21	36	38	5	9	38	35	22					
		4.17%	5.43%	6.56%	5.34%	3.48%	1.72%	3.93%	0.00%	2.27%	7.61%	3.26%	5.31%	2.18%	4.52%	8.88%	2.53%	3.40%					
19	2.Всероссийская политическая партия «Гражданская Сила»	24	2	2	0	6	0	1	0	0	1	2	1	0	0	1	3	5					
		0.28%	0.25%	0.27%	0.00%	0.84%	0.00%	0.26%	0.00%	0.00%	0.36%	0.18%	0.14%	0.00%	0.00%	0.23%	0.22%	0.77%					
20	3.Политическая партия «Демократическая партия России»	10	0	1	1	1	1	0	0	0	2	0	1	1	0	0	1	1					
		0.11%	0.00%	0.13%	0.38%	0.14%	0.16%	0.00%	0.00%	0.00%	0.72%	0.00%	0.14%	0.44%	0.00%	0.00%	0.07%	0.15%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	1144	106	73	30	97	128	89	3	6	27	122	77	35	21	49	217	64					
		13.11%	13.07%	9.77%	11.45%	13.51%	20.06%	23.30%	3.09%	6.82%	9.78%	11.04%	10.77%	15.28%	10.55%	11.45%	15.69%	9.88%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	44	5	3	4	1	0	1	1	1	0	4	4	0	1	0	16	3					
		0.50%	0.62%	0.40%	1.53%	0.14%	0.00%	0.26%	1.03%	1.14%	0.00%	0.36%	0.56%	0.00%	0.50%	0.00%	1.16%	0.46%					
23	6.Политическая партия «Партия социальной справедливости»	11	2	1	0	0	1	0	0	0	0	1	1	0	0	1	3	1					
		0.13%	0.25%	0.13%	0.00%	0.00%	0.16%	0.00%	0.00%	0.00%	0.00%	0.09%	0.14%	0.00%	0.00%	0.23%	0.22%	0.15%					
24	7.Политическая партия «Либерально-демократическая партия России»	859	54	53	23	81	59	47	18	10	47	92	84	21	34	42	120	74					
		9.84%	6.66%	7.10%	8.78%	11.28%	9.25%	12.30%	18.56%	11.36%	17.03%	8.33%	11.75%	9.17%	17.09%	9.81%	8.68%	11.42%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	525	60	38	6	38	36	23	1	7	13	43	44	5	8	16	139	48					
		6.02%	7.40%	5.09%	2.29%	5.29%	5.64%	6.02%	1.03%	7.95%	4.71%	3.89%	6.15%	2.18%	4.02%	3.74%	10.05%	7.41%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	70	12	3	1	6	5	2	2	1	3	3	10	3	4	5	8	2					
		0.80%	1.48%	0.40%	0.38%	0.84%	0.78%	0.52%	2.06%	1.14%	1.09%	0.27%	1.40%	1.31%	2.01%	1.17%	0.58%	0.31%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	5532	506	516	174	449	389	199	72	59	159	791	449	158	116	266	812	417					
		63.40%	62.39%	69.08%	66.41%	62.53%	60.97%	52.09%	74.23%	67.05%	57.61%	71.58%	62.80%	68.99%	58.29%	62.15%	58.71%	64.35%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	40	4	1	2	1	3	2	0	1	0	3	1	1	1	3	14	3					
		0.46%	0.49%	0.13%	0.76%	0.14%	0.47%	0.52%	0.00%	1.14%	0.00%	0.27%	0.14%	0.44%	0.50%	0.70%	1.01%	0.46%					
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
