Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																						
Дата голосования: 07.12.2003 0:00:00																						
																						
Наименование Избирательной комиссии:    Дудинская																						
																						
Сводная таблица итогов голосования  по федеральному округу																						
																						
		Сумма	УИК №3	УИК №4	УИК №5	УИК №6	УИК №7	УИК №8	УИК №9	УИК №10	УИК №11	УИК №12	УИК №13	УИК №14	УИК №15	УИК №16	УИК №17					
1	"Число избирателей, внесенных в списки"	21675	311	3059	3233	3147	2997	1120	2393	1886	2018	142	237	288	363	371	110					
2	"Число бюллетеней, полученных участковыми комиссиями"	20236	280	2918	2901	2972	2833	888	2367	1759	1898	137	211	253	364	342	113					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	129	50	6	3	6	11	2	5	4	2	0	15	9	16	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	9404	87	1304	1319	1390	1314	430	1024	663	932	83	148	190	221	195	104					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	319	23	36	36	60	34	54	23	11	18	0	0	4	0	20	0					
6	Число погашенных бюллетеней	10384	120	1572	1543	1516	1474	402	1315	1081	946	54	48	50	127	127	9					
7	Число бюллетеней в переносных ящиках для голосования	447	72	42	39	66	45	56	28	15	20	0	15	13	16	20	0					
8	Число бюллетеней в стационарных ящиках для голосования	9400	87	1302	1318	1390	1313	430	1024	663	932	83	148	190	221	195	104					
9	Число недействительных бюллетеней	110	1	19	17	13	15	8	8	6	8	0	1	4	7	3	0					
10	Число действительных бюллетеней	9737	158	1325	1340	1443	1343	478	1044	672	944	83	162	199	230	212	104					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	202	7	20	20	20	20	20	20	20	20	7	7	7	5	7	2					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	53	4	13	2	7	5	4	5	5	2	2	1	2	0	0	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	64	1	7	5	29	2	1	1	3	4	4	0	3	0	4	0					
14	Число погашенных открепительных удостоверений	149	3	7	18	13	15	16	15	15	18	5	6	5	5	7	1					
15	Число открепительных удостоверений выданных ТИК	28	1	4	4	4	0	2	3	4	1	1	2	1	1	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																						
18	"1. ""ЕДИНЕНИЕ"""	113	3	8	12	8	8	9	5	8	18	1	7	2	10	13	1					
		1.14%	1.88%	0.59%	0.88%	0.54%	0.58%	1.85%	0.47%	1.17%	1.89%	1.20%	4.29%	0.98%	4.21%	6.04%	0.96%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	241	2	36	47	32	26	12	28	22	12	2	2	7	4	9	0					
		2.44%	1.25%	2.67%	3.46%	2.19%	1.91%	2.46%	2.66%	3.24%	1.26%	2.40%	1.22%	3.44%	1.68%	4.18%	0.0%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	341	5	54	44	44	51	15	37	19	26	4	6	12	10	12	2					
		3.46%	3.14%	4.01%	3.24%	3.02%	3.75%	3.08%	3.51%	2.80%	2.73%	4.81%	3.68%	5.91%	4.21%	5.58%	1.92%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	402	5	60	59	78	64	13	47	20	49	1	2	2	0	1	1					
		4.08%	3.14%	4.46%	4.34%	5.35%	4.71%	2.67%	4.46%	2.94%	5.14%	1.20%	1.22%	0.98%	0.0%	0.46%	0.96%					
22	"5. ""За Русь Святую"""	33	1	4	4	5	8	0	5	2	1	0	0	1	0	2	0					
		0.33%	0.62%	0.29%	0.29%	0.34%	0.58%	0.0%	0.47%	0.29%	0.10%	0.0%	0.0%	0.49%	0.0%	0.93%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	38	1	2	4	4	9	4	2	2	4	0	0	0	2	4	0					
		0.38%	0.62%	0.14%	0.29%	0.27%	0.66%	0.82%	0.19%	0.29%	0.42%	0.0%	0.0%	0.0%	0.84%	1.86%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	63	5	6	10	8	9	0	12	6	5	0	0	1	1	0	0					
		0.63%	3.14%	0.44%	0.73%	0.54%	0.66%	0.0%	1.14%	0.88%	0.52%	0.0%	0.0%	0.49%	0.42%	0.0%	0.0%					
25	"8. ""Народно-республиканская партия России"""	14	1	0	0	2	2	4	0	0	2	0	1	0	1	1	0					
		0.14%	0.62%	0.0%	0.0%	0.13%	0.14%	0.82%	0.0%	0.0%	0.21%	0.0%	0.61%	0.0%	0.42%	0.46%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	57	3	6	10	12	8	2	3	2	9	0	1	0	1	0	0					
		0.57%	1.88%	0.44%	0.73%	0.82%	0.58%	0.41%	0.28%	0.29%	0.94%	0.0%	0.61%	0.0%	0.42%	0.0%	0.0%					
27	"10. ""Аграрная партия России"""	149	5	18	18	32	28	6	16	10	13	0	1	0	0	2	0					
		1.51%	3.14%	1.33%	1.32%	2.19%	2.06%	1.23%	1.52%	1.47%	1.36%	0.0%	0.61%	0.0%	0.0%	0.93%	0.0%					
28	"11. ""Истинные патриоты России"""	22	0	2	2	6	2	2	4	2	0	0	0	1	1	0	0					
		0.22%	0.0%	0.14%	0.14%	0.41%	0.14%	0.41%	0.38%	0.29%	0.0%	0.0%	0.0%	0.49%	0.42%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	217	3	30	22	29	20	10	21	8	53	4	1	0	2	14	0					
		2.20%	1.88%	2.23%	1.62%	1.99%	1.47%	2.05%	1.99%	1.17%	5.56%	4.81%	0.61%	0.0%	0.84%	6.51%	0.0%					
30	"13. ""Демократическая партия России"""	24	1	3	3	3	10	1	0	2	1	0	0	0	0	0	0					
		0.24%	0.62%	0.22%	0.22%	0.20%	0.73%	0.20%	0.0%	0.29%	0.10%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	23	1	2	4	2	1	0	1	1	5	1	2	3	0	0	0					
		0.23%	0.62%	0.14%	0.29%	0.13%	0.07%	0.0%	0.09%	0.14%	0.52%	1.20%	1.22%	1.47%	0.0%	0.0%	0.0%					
32	"15. ""Партия СЛОН"""	19	0	1	0	1	7	1	2	2	2	0	1	0	2	0	0					
		0.19%	0.0%	0.07%	0.0%	0.06%	0.51%	0.20%	0.19%	0.29%	0.21%	0.0%	0.61%	0.0%	0.84%	0.0%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	655	14	79	96	119	105	22	71	35	64	2	5	12	9	4	18					
		6.65%	8.80%	5.87%	7.07%	8.17%	7.73%	4.52%	6.74%	5.16%	6.72%	2.40%	3.06%	5.91%	3.79%	1.86%	17.30%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	26	1	3	2	7	1	0	0	1	3	0	0	0	7	1	0					
		0.26%	0.62%	0.22%	0.14%	0.48%	0.07%	0.0%	0.0%	0.14%	0.31%	0.0%	0.0%	0.0%	2.95%	0.46%	0.0%					
35	"18. ""ЛДПР"""	1727	26	266	226	255	245	99	192	144	171	12	13	27	16	15	20					
		17.53%	16.35%	19.79%	16.65%	17.51%	18.04%	20.37%	18.25%	21.23%	17.96%	14.45%	7.97%	13.30%	6.75%	6.97%	19.23%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	104	0	22	13	13	17	8	10	4	2	1	2	2	5	3	2					
		1.05%	0.0%	1.63%	0.95%	0.89%	1.25%	1.64%	0.95%	0.58%	0.21%	1.20%	1.22%	0.98%	2.10%	1.39%	1.92%					
37	"20. ""Политическая партия ""Единая Россия"""	4313	58	550	619	628	576	217	448	314	384	39	89	107	131	105	48					
		43.80%	36.47%	40.92%	45.61%	43.13%	42.41%	44.65%	42.58%	46.31%	40.33%	46.98%	54.60%	52.70%	55.27%	48.83%	46.15%					
38	"21. ""Российская Конституционно-демократическая партия"""	19	0	0	3	1	3	1	3	0	3	1	2	1	1	0	0					
		0.19%	0.0%	0.0%	0.22%	0.06%	0.22%	0.20%	0.28%	0.0%	0.31%	1.20%	1.22%	0.49%	0.42%	0.0%	0.0%					
39	"22. ""Развитие предпринимательства"""	45	2	4	10	6	4	2	5	3	5	0	0	0	0	4	0					
		0.45%	1.25%	0.29%	0.73%	0.41%	0.29%	0.41%	0.47%	0.44%	0.52%	0.0%	0.0%	0.0%	0.0%	1.86%	0.0%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	478	12	79	54	71	67	17	47	21	42	8	18	11	12	8	11					
