Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																												
Дата голосования: 18.09.2016																												
																												
Наименование Избирательной комиссии:    Оленегорская																												
																												
Сводная таблица итогов голосования по федеральному избирательному округу																												
																												
		Сумма	УИК №251	УИК №252	УИК №253	УИК №254	УИК №255	УИК №256	УИК №257	УИК №258	УИК №259	УИК №260	УИК №261	УИК №262	УИК №263	УИК №264	УИК №265	УИК №752	УИК №753									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	23527	1177	2381	1160	1166	1202	1237	1150	2363	2382	1169	1156	2320	1264	636	907	581	1276									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	19390	950	1930	930	945	965	995	920	1905	1920	940	940	1870	1030	505	770	595	1280									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	9908	328	738	377	393	452	414	362	928	895	433	401	843	687	292	610	544	1211									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	206	5	30	3	2	9	23	8	16	11	9	16	9	0	2	0	1	62									
6	Число погашенных избирательных бюллетеней	9276	617	1162	550	550	504	558	550	961	1014	498	523	1018	343	211	160	50	7									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	206	5	30	3	2	9	23	8	16	11	9	16	9	0	2	0	1	62									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	9893	328	738	377	393	451	412	362	928	895	432	401	834	687	292	610	544	1209									
9	Число недействительных избирательных бюллетеней	274	11	23	12	12	14	13	20	26	27	3	9	24	25	17	20	13	5									
10	Число действительных избирательных бюллетеней	9825	322	745	368	383	446	422	350	918	879	438	408	819	662	277	590	532	1266									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	230	10	13	10	10	20	10	10	15	10	10	10	10	32	10	5	15	30									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	138	4	11	4	4	5	4	2	11	6	1	2	5	30	8	5	10	26									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	65	5	5	1	3	2	0	0	5	7	3	3	3	5	4	0	6	13									
14	Число погашенных неиспользованных открепительных удостоверений	92	6	2	6	6	15	6	8	4	4	9	8	5	2	2	0	5	4									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	165	5	18	6	9	1	7	5	11	18	3	7	16	11	4	3	21	20									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																												
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	126	4	5	5	3	4	2	2	11	13	6	2	16	16	7	11	10	9									
		1.25%	1.20%	0.65%	1.32%	0.76%	0.87%	0.46%	0.54%	1.17%	1.43%	1.36%	0.48%	1.90%	2.33%	2.38%	1.80%	1.83%	0.71%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	220	7	15	9	13	15	13	9	18	26	10	11	15	19	7	19	10	4									
		2.18%	2.10%	1.95%	2.37%	3.29%	3.26%	2.99%	2.43%	1.91%	2.87%	2.27%	2.64%	1.78%	2.77%	2.38%	3.11%	1.83%	0.31%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	255	18	29	19	10	17	16	8	24	30	24	9	20	9	5	7	5	5									
		2.53%	5.41%	3.78%	5.00%	2.53%	3.70%	3.68%	2.16%	2.54%	3.31%	5.44%	2.16%	2.37%	1.31%	1.70%	1.15%	0.92%	0.39%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	5312	141	324	152	191	226	212	169	433	436	222	210	357	329	141	342	292	1135									
		52.60%	42.34%	42.19%	40.00%	48.35%	49.13%	48.74%	45.68%	45.87%	48.12%	50.34%	50.36%	42.35%	47.89%	47.96%	56.07%	53.58%	89.30%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	80	4	8	6	3	5	5	1	7	8	3	1	5	4	5	7	6	2									
		0.79%	1.20%	1.04%	1.58%	0.76%	1.09%	1.15%	0.27%	0.74%	0.88%	0.68%	0.24%	0.59%	0.58%	1.70%	1.15%	1.10%	0.16%									
24	"6. Политическая партия ""Гражданская Платформа"""	56	4	4	1	3	2	5	1	9	4	5	1	6	0	3	4	2	2									
		0.55%	1.20%	0.52%	0.26%	0.76%	0.43%	1.15%	0.27%	0.95%	0.44%	1.13%	0.24%	0.71%	0.00%	1.02%	0.66%	0.37%	0.16%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1841	59	176	76	79	88	79	83	181	139	73	71	195	164	69	133	124	52									
		18.23%	17.72%	22.92%	20.00%	20.00%	19.13%	18.16%	22.43%	19.17%	15.34%	16.55%	17.03%	23.13%	23.87%	23.47%	21.80%	22.75%	4.09%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	61	1	8	3	3	4	3	1	5	6	4	3	3	2	0	10	3	2									
		0.60%	0.30%	1.04%	0.79%	0.76%	0.87%	0.69%	0.27%	0.53%	0.66%	0.91%	0.72%	0.36%	0.29%	0.00%	1.64%	0.55%	0.16%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	83	1	7	5	3	5	3	4	11	14	2	4	6	4	2	5	6	1									
		0.82%	0.30%	0.91%	1.32%	0.76%	1.09%	0.69%	1.08%	1.17%	1.55%	0.45%	0.96%	0.71%	0.58%	0.68%	0.82%	1.10%	0.08%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	8	0	0	0	0	0	0	0	1	1	1	0	1	1	1	0	1	1									
		0.08%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.11%	0.11%	0.23%	0.00%	0.12%	0.15%	0.34%	0.00%	0.18%	0.08%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	163	14	18	5	8	7	11	6	17	15	6	7	17	8	2	10	8	4									
		1.61%	4.20%	2.34%	1.32%	2.03%	1.52%	2.53%	1.62%	1.80%	1.66%	1.36%	1.68%	2.02%	1.16%	0.68%	1.64%	1.47%	0.31%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1095	50	105	57	48	53	44	44	126	121	49	58	121	75	24	33	48	39									
		10.84%	15.02%	13.67%	15.00%	12.15%	11.52%	10.11%	11.89%	13.35%	13.36%	11.11%	13.91%	14.35%	10.92%	8.16%	5.41%	8.81%	3.07%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	32	1	0	2	0	3	2	1	3	2	2	1	3	4	1	2	3	2									
		0.32%	0.30%	0.00%	0.53%	0.00%	0.65%	0.46%	0.27%	0.32%	0.22%	0.45%	0.24%	0.36%	0.58%	0.34%	0.33%	0.55%	0.16%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	493	18	46	28	19	17	27	21	72	64	31	30	54	27	10	7	14	8									
		4.88%	5.41%	5.99%	7.37%	4.81%	3.70%	6.21%	5.68%	7.63%	7.06%	7.03%	7.19%	6.41%	3.93%	3.40%	1.15%	2.57%	0.63%									
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
