Выборы Президента Российской Федерации																																																										
Дата голосования: 04.03.2012																																																										
																																																										
Наименование Избирательной комиссии:    Цивильская																																																										
																																																										
Сводная таблица итогов голосования																																																										
																																																										
	Число участковых избирательных комиссий	47																																																								
	Число участковых избирательных комиссий, приступивших к передаче сведений	47																																																								
																																																										
		Сумма	УИК №884	УИК №885	УИК №886	УИК №887	УИК №888	УИК №889	УИК №890	УИК №891	УИК №892	УИК №893	УИК №894	УИК №895	УИК №896	УИК №897	УИК №898	УИК №899	УИК №900	УИК №901	УИК №902	УИК №903	УИК №904	УИК №905	УИК №906	УИК №907	УИК №908	УИК №909	УИК №910	УИК №911	УИК №912	УИК №913	УИК №914	УИК №915	УИК №916	УИК №917	УИК №918	УИК №919	УИК №920	УИК №921	УИК №922	УИК №923	УИК №924	УИК №925	УИК №926	УИК №927	УИК №928	УИК №929	УИК №930									
1	Число избирателей, включенных в список избирателей	25509	587	216	91	315	774	322	336	151	222	216	718	216	332	715	258	203	456	658	377	527	1456	224	245	302	135	154	390	394	195	647	309	383	250	166	180	239	668	457	459	614	157	255	1488	2539	2525	2695	293									
2	Число избирательных бюллетеней, полученных участковой избирательной комиссией	26593	630	240	100	330	800	330	400	170	260	260	740	240	340	760	270	230	460	700	410	570	1600	260	270	310	140	160	430	430	210	660	330	430	280	180	200	270	720	500	500	650	180	250	1600	2500	2500	2500	293									
3	Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	Число избирательных бюллетеней, выданных в помещении для голосования в день голосования	18206	411	151	63	173	502	200	259	122	150	158	591	173	220	574	181	174	275	429	266	337	1109	152	158	220	85	129	292	262	132	510	188	321	189	140	137	173	483	248	272	361	118	175	1122	1721	1878	1929	293									
5	Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования	2453	67	33	12	53	59	45	41	15	27	33	37	13	44	66	38	22	78	102	38	85	82	40	62	25	20	14	47	57	22	46	28	14	38	19	23	22	82	117	98	141	15	62	151	151	77	92	0									
6	Число погашенных избирательных бюллетеней	5934	152	56	25	104	239	85	100	33	83	69	112	54	76	120	51	34	107	169	106	148	409	68	50	65	35	17	91	111	56	104	114	95	53	21	40	75	155	135	130	148	47	13	327	628	545	479	0									
