Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																									
Дата голосования: 07.12.2003 0:00:00																																									
																																									
Наименование Избирательной комиссии:    Сухобузимская																																									
																																									
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																									
																																									
		Сумма	УИК №1889	УИК №1890	УИК №1891	УИК №1892	УИК №1893	УИК №1894	УИК №1895	УИК №1896	УИК №1897	УИК №1898	УИК №1899	УИК №1900	УИК №1901	УИК №1902	УИК №1903	УИК №1904	УИК №1905	УИК №1906	УИК №1907	УИК №1908	УИК №1909	УИК №1910	УИК №1911	УИК №1912	УИК №1913	УИК №1914	УИК №1915	УИК №1916	УИК №1917	УИК №1918	УИК №1919	УИК №1920	УИК №1921	УИК №1922					
1	"Число избирателей, внесенных в списки"	15990	1636	289	362	215	439	577	202	722	223	204	266	854	98	294	1846	97	356	113	216	219	772	338	122	162	1485	653	1292	84	132	178	1188	117	111	128					
2	"Число бюллетеней, полученных участковыми комиссиями"	15792	1588	297	371	211	434	549	309	690	213	198	284	819	92	290	1780	96	359	118	215	235	776	338	127	177	1478	612	1252	83	127	176	1150	117	109	122					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	8434	771	165	214	143	219	307	182	395	137	126	137	443	79	164	857	73	219	72	126	136	441	152	61	88	742	338	637	48	65	96	565	90	68	78					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	516	82	13	7	0	13	19	20	23	22	6	0	31	0	0	25	0	17	9	15	26	42	5	0	0	40	15	20	0	5	12	39	0	0	10					
6	Число погашенных бюллетеней	6842	735	119	150	68	202	223	107	272	54	66	147	345	13	126	898	23	123	37	74	73	293	181	66	89	696	259	595	35	57	68	546	27	41	34					
7	Число бюллетеней в переносных ящиках для голосования	516	82	13	7	0	13	19	20	23	22	6	0	31	0	0	25	0	17	9	15	26	42	5	0	0	40	15	20	0	5	12	39	0	0	10					
8	Число бюллетеней в стационарных ящиках для голосования	8434	771	165	214	143	219	307	182	395	137	126	137	443	79	164	857	73	219	72	126	136	441	152	61	88	742	338	637	48	65	96	565	90	68	78					
9	Число недействительных бюллетеней	160	15	3	4	6	9	8	1	3	6	4	9	8	0	5	12	0	1	4	0	0	9	5	0	5	6	15	4	1	1	1	13	0	0	2					
10	Число действительных бюллетеней	8790	838	175	217	137	223	318	201	415	153	128	128	466	79	159	870	73	235	77	141	162	474	152	61	83	776	338	653	47	69	107	591	90	68	86					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	150	5	3	4	4	4	4	2	6	4	2	2	5	2	2	6	2	2	2	2	2	4	5	3	2	16	15	15	5	2	2	10	2	2	2					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	22	3	0	0	0	1	0	0	0	0	0	0	3	0	0	2	0	0	0	0	0	2	1	0	0	5	2	3	0	0	0	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	45	1	0	1	0	1	5	2	5	1	1	0	5	0	1	7	0	0	0	0	0	2	1	0	0	2	2	1	0	0	0	4	0	1	2					
14	Число погашенных открепительных удостоверений	128	2	3	4	4	3	4	2	6	4	2	2	2	2	2	4	2	2	2	2	2	2	4	3	2	11	13	12	5	2	2	10	2	2	2					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																									
18	"1. ""ЕДИНЕНИЕ"""	114	5	5	5	4	3	3	0	11	4	2	5	3	0	0	9	0	3	0	6	2	6	2	1	2	10	2	8	0	0	2	11	0	0	0					
		1.27%	0.58%	2.80%	2.26%	2.79%	1.29%	0.92%	0.0%	2.63%	2.51%	1.51%	3.64%	0.63%	0.0%	0.0%	1.02%	0.0%	1.27%	0.0%	4.25%	1.23%	1.24%	1.27%	1.63%	2.27%	1.27%	0.56%	1.21%	0.0%	0.0%	1.85%	1.82%	0.0%	0.0%	0.0%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	133	12	2	5	1	2	1	0	7	1	2	2	2	0	1	22	0	5	0	0	3	11	1	0	3	18	5	16	2	0	0	4	1	1	3					
		1.48%	1.40%	1.12%	2.26%	0.69%	0.86%	0.30%	0.0%	1.67%	0.62%	1.51%	1.45%	0.42%	0.0%	0.60%	2.49%	0.0%	2.11%	0.0%	0.0%	1.85%	2.27%	0.63%	0.0%	3.40%	2.30%	1.41%	2.43%	4.16%	0.0%	0.0%	0.66%	1.11%	1.47%	3.40%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	187	14	12	2	2	7	3	2	7	8	2	3	10	1	4	21	6	5	1	3	6	18	1	2	2	6	5	12	2	2	3	9	1	0	5					
		2.08%	1.64%	6.74%	0.90%	1.39%	3.01%	0.92%	0.99%	1.67%	5.03%	1.51%	2.18%	2.10%	1.26%	2.43%	2.38%	8.21%	2.11%	1.23%	2.12%	3.70%	3.72%	0.63%	3.27%	2.27%	0.76%	1.41%	1.82%	4.16%	2.85%	2.77%	1.49%	1.11%	0.0%	5.68%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	178	16	3	5	3	0	11	2	6	2	5	1	2	0	3	14	0	5	1	4	3	8	3	1	0	32	16	21	0	1	1	6	1	0	2					
		1.98%	1.87%	1.68%	2.26%	2.09%	0.0%	3.37%	0.99%	1.43%	1.25%	3.78%	0.72%	0.42%	0.0%	1.82%	1.58%	0.0%	2.11%	1.23%	2.83%	1.85%	1.65%	1.91%	1.63%	0.0%	4.09%	4.53%	3.19%	0.0%	1.42%	0.92%	0.99%	1.11%	0.0%	2.27%					
22	"5. ""За Русь Святую"""	42	3	2	0	1	0	0	2	0	0	3	0	0	0	1	2	0	0	0	1	1	3	1	0	0	4	6	5	0	1	0	4	1	0	1					
		0.46%	0.35%	1.12%	0.0%	0.69%	0.0%	0.0%	0.99%	0.0%	0.0%	2.27%	0.0%	0.0%	0.0%	0.60%	0.22%	0.0%	0.0%	0.0%	0.70%	0.61%	0.62%	0.63%	0.0%	0.0%	0.51%	1.69%	0.76%	0.0%	1.42%	0.0%	0.66%	1.11%	0.0%	1.13%					
23	"6. ""Объединенная Российская партия ""Русь"""	23	3	1	1	0	1	0	0	0	3	1	0	2	0	1	2	1	1	0	1	0	2	1	0	0	0	0	0	0	1	0	1	0	0	0					
		0.25%	0.35%	0.56%	0.45%	0.0%	0.43%	0.0%	0.0%	0.0%	1.88%	0.75%	0.0%	0.42%	0.0%	0.60%	0.22%	1.36%	0.42%	0.0%	0.70%	0.0%	0.41%	0.63%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.42%	0.0%	0.16%	0.0%	0.0%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	43	6	1	0	1	1	2	0	3	0	0	1	2	0	2	4	0	0	0	1	2	3	2	0	0	5	0	4	1	0	0	0	1	0	1					
		0.48%	0.70%	0.56%	0.0%	0.69%	0.43%	0.61%	0.0%	0.71%	0.0%	0.0%	0.72%	0.42%	0.0%	1.21%	0.45%	0.0%	0.0%	0.0%	0.70%	1.23%	0.62%	1.27%	0.0%	0.0%	0.63%	0.0%	0.60%	2.08%	0.0%	0.0%	0.0%	1.11%	0.0%	1.13%					
25	"8. ""Народно-республиканская партия России"""	19	2	1	0	0	1	0	0	0	0	1	0	2	0	1	1	0	1	0	0	1	3	0	0	0	2	0	0	0	0	0	2	0	0	1					
		0.21%	0.23%	0.56%	0.0%	0.0%	0.43%	0.0%	0.0%	0.0%	0.0%	0.75%	0.0%	0.42%	0.0%	0.60%	0.11%	0.0%	0.42%	0.0%	0.0%	0.61%	0.62%	0.0%	0.0%	0.0%	0.25%	0.0%	0.0%	0.0%	0.0%	0.0%	0.33%	0.0%	0.0%	1.13%					
26	"9. ""Российская экологическая партия ""Зеленые"""	15	0	1	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	2	0	1	0	3	0	2	1	0	1	1	0	0	0					
		0.16%	0.0%	0.56%	0.0%	0.0%	0.0%	0.30%	0.0%	0.23%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.11%	0.0%	0.0%	0.0%	0.0%	0.0%	0.41%	0.0%	1.63%	0.0%	0.38%	0.0%	0.30%	2.08%	0.0%	0.92%	0.16%	0.0%	0.0%	0.0%					
27	"10. ""Аграрная партия России"""	599	47	11	8	18	24	79	15	42	8	6	14	25	2	7	60	4	9	3	4	7	10	6	13	2	37	41	37	1	2	1	40	6	2	8					
		6.69%	5.50%	6.17%	3.61%	12.58%	10.34%	24.23%	7.42%	10.04%	5.03%	4.54%	10.21%	5.27%	2.53%	4.26%	6.80%	5.47%	3.81%	3.70%	2.83%	4.32%	2.07%	3.82%	21.31%	2.27%	4.73%	11.61%	5.63%	2.08%	2.85%	0.92%	6.62%	6.66%	2.94%	9.09%					
28	"11. ""Истинные патриоты России"""	13	1	1	4	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	2	1	0	0					
		0.14%	0.11%	0.56%	1.80%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.75%	0.72%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.63%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.42%	0.0%	0.33%	1.11%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	60	4	0	0	2	1	2	3	1	0	0	1	1	0	1	4	0	5	0	1	2	7	0	1	0	5	4	6	0	2	0	4	2	1	0					
		0.67%	0.46%	0.0%	0.0%	1.39%	0.43%	0.61%	1.48%	0.23%	0.0%	0.0%	0.72%	0.21%	0.0%	0.60%	0.45%	0.0%	2.11%	0.0%	0.70%	1.23%	1.44%	0.0%	1.63%	0.0%	0.63%	1.13%	0.91%	0.0%	2.85%	0.0%	0.66%	2.22%	1.47%	0.0%					
30	"13. ""Демократическая партия России"""	25	3	0	0	1	0	1	1	0	0	0	1	2	2	2	3	0	1	0	1	1	1	1	0	0	2	1	0	0	1	0	0	0	0	0					
		0.27%	0.35%	0.0%	0.0%	0.69%	0.0%	0.30%	0.49%	0.0%	0.0%	0.0%	0.72%	0.42%	2.53%	1.21%	0.34%	0.0%	0.42%	0.0%	0.70%	0.61%	0.20%	0.63%	0.0%	0.0%	0.25%	0.28%	0.0%	0.0%	1.42%	0.0%	0.0%	0.0%	0.0%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	15	2	0	1	0	0	1	0	0	0	3	1	0	0	0	1	0	0	0	0	0	1	0	1	0	2	0	0	0	0	0	1	0	0	1					
		0.16%	0.23%	0.0%	0.45%	0.0%	0.0%	0.30%	0.0%	0.0%	0.0%	2.27%	0.72%	0.0%	0.0%	0.0%	0.11%	0.0%	0.0%	0.0%	0.0%	0.0%	0.20%	0.0%	1.63%	0.0%	0.25%	0.0%	0.0%	0.0%	0.0%	0.0%	0.16%	0.0%	0.0%	1.13%					
32	"15. ""Партия СЛОН"""	25	1	1	2	0	0	0	0	0	14	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0					
		0.27%	0.11%	0.56%	0.90%	0.0%	0.0%	0.0%	0.0%	0.0%	8.80%	0.0%	0.0%	0.0%	0.0%	0.0%	0.34%	0.0%	0.0%	1.23%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.12%	0.28%	0.0%	0.0%	1.42%	0.0%	0.0%	0.0%	0.0%	0.0%					
