Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																											
Дата голосования: 07.12.2003 0:00:00																																											
																																											
Наименование Избирательной комиссии:    Красноярская																																											
																																											
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																											
																																											
		Сумма	УИК №221	УИК №222	УИК №223	УИК №224	УИК №225	УИК №226	УИК №227	УИК №228	УИК №229	УИК №230	УИК №231	УИК №232	УИК №233	УИК №234	УИК №235	УИК №236	УИК №237	УИК №238	УИК №239	УИК №240	УИК №241	УИК №242	УИК №243	УИК №244	УИК №245	УИК №246	УИК №247	УИК №248	УИК №249	УИК №250	УИК №251	УИК №252	УИК №253	УИК №254	УИК №255	УИК №256					
1	"Число избирателей, внесенных в списки"	26410	165	258	342	359	762	1809	731	712	1112	807	750	329	165	903	97	1188	143	604	396	1280	1792	805	1678	1129	1348	1041	764	662	820	402	739	351	1055	292	201	419					
2	"Число бюллетеней, полученных участковыми комиссиями"	25491	149	250	321	347	743	1565	720	702	1090	816	762	322	158	898	89	1180	151	604	396	1224	1735	755	1585	1017	1281	924	600	625	823	376	741	629	1072	309	169	363					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	35	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	14378	125	179	258	245	440	1017	325	451	671	431	398	147	103	524	75	650	98	379	293	634	880	478	778	525	672	517	341	363	415	206	467	350	434	180	114	215					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	740	7	7	3	14	26	3	36	27	35	31	13	10	0	31	5	40	3	45	18	49	34	18	19	7	26	14	89	10	49	24	17	1	2	9	15	3					
6	Число погашенных бюллетеней	10338	17	64	60	88	277	545	359	224	349	354	351	165	55	343	9	490	50	180	85	541	821	259	788	485	583	393	170	252	359	146	257	278	636	120	40	145					
7	Число бюллетеней в переносных ящиках для голосования	775	7	7	3	14	26	3	36	27	70	31	13	10	0	31	5	40	3	45	18	49	34	18	19	7	26	14	89	10	49	24	17	1	2	9	15	3					
8	Число бюллетеней в стационарных ящиках для голосования	14370	125	179	258	245	440	1017	325	451	664	431	398	147	103	524	75	650	98	379	293	634	880	478	778	525	672	516	341	363	415	206	467	350	434	180	114	215					
9	Число недействительных бюллетеней	503	5	3	18	18	23	12	18	17	38	12	17	7	0	22	7	22	2	11	11	15	17	14	22	11	13	12	6	7	16	24	38	7	10	9	9	10					
10	Число действительных бюллетеней	14642	127	183	243	241	443	1008	343	461	696	450	394	150	103	533	73	668	99	413	300	668	897	482	775	521	685	518	424	366	448	206	446	344	426	180	120	208					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	450	2	2	7	4	10	36	5	5	20	10	10	7	2	14	2	20	7	10	7	25	32	15	30	22	18	20	15	15	12	5	10	14	20	4	5	8					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	181	0	0	2	4	6	36	1	0	13	10	4	0	0	5	0	13	4	2	2	3	10	3	7	2	13	3	1	3	0	0	7	5	12	1	5	4					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	435	0	0	4	1	1	282	10	10	3	3	3	2	3	0	0	3	0	3	1	3	3	0	1	3	2	1	5	2	2	0	1	45	15	1	9	13					
14	Число погашенных открепительных удостоверений	274	2	2	5	0	4	0	4	10	7	0	6	7	2	9	2	7	3	8	5	22	22	12	23	20	5	17	14	12	12	5	3	9	8	3	0	4					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																											
18	"1. ""ЕДИНЕНИЕ"""	492	4	10	23	20	14	16	14	17	24	14	19	4	4	21	3	25	7	20	17	23	21	7	8	12	14	16	7	11	18	14	25	6	13	12	2	7					
		3.24%	3.03%	5.37%	8.81%	7.72%	3.00%	1.56%	3.87%	3.55%	3.26%	3.03%	4.62%	2.54%	3.88%	3.78%	3.75%	3.62%	6.93%	4.71%	5.46%	3.36%	2.29%	1.41%	1.00%	2.25%	2.00%	3.01%	1.62%	2.94%	3.87%	6.08%	5.16%	1.70%	2.98%	6.34%	1.55%	3.21%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	236	2	3	1	5	9	17	2	6	14	5	4	1	0	4	0	14	2	3	7	8	17	2	13	9	7	10	15	6	4	2	13	17	6	2	2	4					
		1.55%	1.51%	1.61%	0.38%	1.93%	1.93%	1.66%	0.55%	1.25%	1.90%	1.08%	0.97%	0.63%	0.0%	0.72%	0.0%	2.02%	1.98%	0.70%	2.25%	1.17%	1.85%	0.40%	1.63%	1.69%	1.00%	1.88%	3.48%	1.60%	0.86%	0.86%	2.68%	4.84%	1.37%	1.05%	1.55%	1.83%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	278	2	2	4	2	10	20	13	5	10	5	14	3	1	5	2	17	2	10	12	14	20	8	7	11	12	8	4	4	6	5	6	6	9	4	5	10					
		1.83%	1.51%	1.07%	1.53%	0.77%	2.14%	1.96%	3.60%	1.04%	1.36%	1.08%	3.40%	1.91%	0.97%	0.90%	2.5%	2.46%	1.98%	2.35%	3.85%	2.04%	2.18%	1.61%	0.87%	2.06%	1.71%	1.50%	0.93%	1.07%	1.29%	2.17%	1.23%	1.70%	2.06%	2.11%	3.87%	4.58%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	181	0	0	3	5	0	39	4	4	10	3	4	0	1	3	0	7	2	4	5	12	13	3	4	7	11	4	2	5	5	1	2	6	4	1	3	4					
		1.19%	0.0%	0.0%	1.14%	1.93%	0.0%	3.82%	1.10%	0.83%	1.36%	0.64%	0.97%	0.0%	0.97%	0.54%	0.0%	1.01%	1.98%	0.94%	1.60%	1.75%	1.42%	0.60%	0.50%	1.31%	1.57%	0.75%	0.46%	1.34%	1.07%	0.43%	0.41%	1.70%	0.91%	0.52%	2.32%	1.83%					
22	"5. ""За Русь Святую"""	47	0	1	1	0	1	4	0	4	1	1	2	0	0	1	0	3	0	0	1	3	6	2	4	3	1	3	2	0	1	0	0	1	1	0	0	0					
		0.31%	0.0%	0.53%	0.38%	0.0%	0.21%	0.39%	0.0%	0.83%	0.13%	0.21%	0.48%	0.0%	0.0%	0.18%	0.0%	0.43%	0.0%	0.0%	0.32%	0.43%	0.65%	0.40%	0.50%	0.56%	0.14%	0.56%	0.46%	0.0%	0.21%	0.0%	0.0%	0.28%	0.22%	0.0%	0.0%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	43	0	0	0	1	1	6	0	0	1	0	1	1	2	1	0	2	0	3	0	2	3	0	6	2	1	1	2	1	2	1	0	1	1	1	0	0					
