Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																												
Дата голосования: 07.12.2003 0:00:00																																												
																																												
Наименование Избирательной комиссии:    Ейская городская																																												
																																												
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																												
																																												
		Сумма	УИК №1401	УИК №1402	УИК №1403	УИК №1404	УИК №1405	УИК №1406	УИК №1407	УИК №1408	УИК №1409	УИК №1410	УИК №1411	УИК №1412	УИК №1413	УИК №1414	УИК №1415	УИК №1416	УИК №1417	УИК №1418	УИК №1419	УИК №1420	УИК №1421	УИК №1422	УИК №1423	УИК №1424	УИК №1425	УИК №1426	УИК №1427	УИК №1428	УИК №1429	УИК №1430	УИК №1431	УИК №1432	УИК №1433	УИК №1434	УИК №1435	УИК №1436	УИК №1499					
1	"Число избирателей, внесенных в списки"	75639	1705	1810	2651	2543	2118	1963	2359	2209	1800	1817	1541	2028	1253	2653	2004	1775	2311	1747	2333	1709	1489	2124	2320	2742	2990	2980	2794	1724	2548	2633	356	2642	2764	1751	2058	1115	280					
2	"Число бюллетеней, полученных участковыми комиссиями"	75745	1665	1779	2555	2496	2072	1902	2308	2242	1744	1744	1474	2105	1286	2575	1955	1727	2317	1745	2230	1678	1435	2051	2258	2808	2911	2905	2623	1796	2516	2507	357	2816	2732	2408	2291	1032	700					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	37671	913	991	1324	1293	972	973	1060	1272	739	754	743	1014	549	1179	860	864	1017	894	1240	794	735	1078	1001	1687	1447	1406	1432	812	1333	1136	212	1326	1255	1396	1362	577	31					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	2831	49	16	24	83	87	99	45	64	43	61	114	115	75	71	79	32	96	75	81	51	50	42	82	88	48	103	48	69	121	255	50	63	108	36	26	35	247					
6	Число погашенных бюллетеней	35243	703	772	1207	1120	1013	830	1203	906	962	929	617	976	662	1325	1016	831	1204	776	909	833	650	931	1175	1033	1416	1396	1143	915	1062	1116	95	1427	1369	976	903	420	422					
7	Число бюллетеней в переносных ящиках для голосования	2831	49	16	24	83	87	99	45	64	43	61	114	115	75	71	79	32	96	75	81	51	50	42	82	88	48	103	48	69	121	255	50	63	108	36	26	35	247					
8	Число бюллетеней в стационарных ящиках для голосования	37615	911	990	1324	1292	972	973	1060	1272	739	754	743	1014	549	1179	860	864	1017	894	1240	794	734	1078	1001	1687	1408	1406	1431	812	1333	1125	212	1326	1255	1396	1362	577	31					
9	Число недействительных бюллетеней	346	6	24	11	14	16	6	10	12	8	11	3	17	6	13	9	7	13	11	13	6	7	2	8	10	9	8	9	4	15	11	4	4	5	8	18	4	4					
10	Число действительных бюллетеней	40100	954	982	1337	1361	1043	1066	1095	1324	774	804	854	1112	618	1237	930	889	1100	958	1308	839	777	1118	1075	1765	1447	1501	1470	877	1439	1369	258	1385	1358	1424	1370	608	274					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	897	20	20	30	18	25	20	25	25	20	20	10	20	10	30	20	20	25	20	25	20	10	20	25	30	30	30	30	20	30	25	4	30	30	32	120	8	0					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	467	17	18	24	12	8	12	8	13	5	10	4	8	4	7	4	13	11	10	8	5	4	14	8	16	22	8	17	4	5	10	3	12	10	27	101	5	0					
