Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																														
Дата голосования: 07.12.2003 0:00:00																																														
																																														
Наименование Избирательной комиссии:    Краснокамская																																														
																																														
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																														
																																														
		Сумма	УИК №2603	УИК №2604	УИК №2605	УИК №2606	УИК №2607	УИК №2608	УИК №2609	УИК №2610	УИК №2611	УИК №2612	УИК №2613	УИК №2614	УИК №2615	УИК №2616	УИК №2617	УИК №2618	УИК №2619	УИК №2620	УИК №2621	УИК №2622	УИК №2623	УИК №2624	УИК №2625	УИК №2626	УИК №2627	УИК №2628	УИК №2629	УИК №2630	УИК №2631	УИК №2632	УИК №2633	УИК №2634	УИК №2635	УИК №2636	УИК №2637	УИК №2638	УИК №2639	УИК №2640	УИК №2641					
1	"Число избирателей, внесенных в списки"	19803	685	212	503	184	608	197	693	279	117	149	838	252	412	275	405	191	222	298	582	402	1349	1276	488	314	224	239	511	889	434	241	304	642	233	342	112	274	1462	1368	1597					
2	"Число бюллетеней, полученных участковыми комиссиями"	18840	672	208	482	179	610	187	660	251	109	142	820	245	391	261	387	170	200	302	579	385	1316	1292	470	301	200	227	506	862	400	230	270	543	200	305	108	260	1386	1290	1434					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	14685	468	130	350	103	420	111	405	231	83	118	565	195	315	206	346	140	152	224	408	266	1070	1058	365	249	162	175	380	648	292	182	239	507	187	257	101	210	1112	1058	1197					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	936	41	40	26	15	27	13	172	5	9	11	36	23	18	22	9	6	17	27	11	50	15	14	31	15	21	21	35	5	31	20	12	26	11	24	6	14	20	15	22					
6	Число погашенных бюллетеней	3219	163	38	108	61	163	63	83	15	17	13	216	27	58	33	32	24	31	51	160	70	231	220	74	37	17	31	91	209	77	28	19	10	2	24	1	36	254	217	215					
7	Число бюллетеней в переносных ящиках для голосования	936	41	40	26	15	27	13	172	5	9	11	36	23	18	22	9	6	17	27	11	50	15	14	31	15	21	21	35	5	31	20	12	26	11	24	6	14	20	15	22					
8	Число бюллетеней в стационарных ящиках для голосования	14684	468	130	350	103	420	111	405	231	83	118	565	195	315	206	346	140	152	224	408	266	1069	1058	365	249	162	175	380	648	292	182	239	507	187	257	101	210	1112	1058	1197					
9	Число недействительных бюллетеней	997	34	22	18	10	47	8	26	13	2	18	44	18	28	24	55	11	13	14	42	14	50	23	50	16	22	30	37	27	22	28	29	47	25	19	8	12	37	23	31					
10	Число действительных бюллетеней	14623	475	148	358	108	400	116	551	223	90	111	557	200	305	204	300	135	156	237	377	302	1034	1049	346	248	161	166	378	626	301	174	222	486	173	262	99	212	1095	1050	1188					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	297	5	5	5	5	9	5	5	0	0	0	6	5	5	1	6	5	5	5	5	5	15	20	6	2	0	0	6	6	5	5	5	6	5	5	5	5	25	49	40					
