Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																		
Дата голосования: 04.12.2011																																																		
																																																		
Наименование Избирательной комиссии:    Чистоозерная 																																																		
																																																		
Сводная таблица результатов выборов																																																		
																																																		
		Сумма	УИК №1275	УИК №1276	УИК №1277	УИК №1278	УИК №1279	УИК №1280	УИК №1281	УИК №1282	УИК №1283	УИК №1284	УИК №1285	УИК №1286	УИК №1287	УИК №1288	УИК №1289	УИК №1290	УИК №1291	УИК №1292	УИК №1293	УИК №1294	УИК №1295	УИК №1296	УИК №1297	УИК №1298	УИК №1299	УИК №1300	УИК №1301	УИК №1302	УИК №1303	УИК №1304	УИК №1305	УИК №1306	УИК №1307	УИК №1308	УИК №1309	УИК №1310	УИК №1311	УИК №1312	УИК №1313	УИК №1314	УИК №1315	УИК №1316	УИК №1317					
1	"Число избирателей, внесенных в список избирателей"	14858	973	1177	726	1078	1245	133	41	400	50	229	810	380	375	148	136	515	70	187	371	362	84	394	109	57	453	29	416	548	325	66	313	109	219	51	334	487	68	33	213	33	85	375	651					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	15442	1012	1204	731	1119	1265	132	44	414	54	245	859	396	386	148	138	536	72	186	382	374	100	423	110	57	487	29	460	580	332	67	325	113	223	54	362	507	70	33	231	43	87	388	664					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	8466	472	568	355	454	642	75	20	235	31	170	390	276	238	125	105	322	57	123	176	242	51	245	80	52	295	24	271	313	203	56	210	77	145	39	241	282	41	28	123	29	56	204	325					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	940	33	67	17	54	39	7	3	34	5	29	76	25	29	0	12	43	4	20	24	21	17	22	3	0	32	0	18	65	21	0	20	10	19	0	14	33	12	0	16	0	11	28	57					
6	Число погашенных избирательных бюллетеней	6036	507	569	359	611	584	50	21	145	18	46	393	95	119	23	21	171	11	43	182	111	32	156	27	5	160	5	171	202	108	11	95	26	59	15	107	192	17	5	92	14	20	156	282					
7	Число избирательных бюллетеней в переносных ящиках для голосования	940	33	67	17	54	39	7	3	34	5	29	76	25	29	0	12	43	4	20	24	21	17	22	3	0	32	0	18	65	21	0	20	10	19	0	14	33	12	0	16	0	11	28	57					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	8465	472	568	355	453	642	75	20	235	31	170	390	276	238	125	105	322	57	123	176	242	51	245	80	52	295	24	271	313	203	56	210	77	145	39	241	282	41	28	123	29	56	204	325					
9	Число недействительных избирательных бюллетеней	138	9	8	9	5	13	3	0	3	0	4	7	4	1	1	0	4	0	1	3	5	1	3	0	1	2	0	8	10	6	0	6	1	3	0	1	3	0	0	2	1	2	2	6					
10	Число действительных избирательных бюллетеней	9267	496	627	363	502	668	79	23	266	36	195	459	297	266	124	117	361	61	142	197	258	67	264	83	51	325	24	281	368	218	56	224	86	161	39	254	312	53	28	137	28	65	230	376					
