Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																											
Дата голосования: 02.12.2007																											
																											
Наименование Избирательной комиссии:    Мегионская городская																											
																											
Сводная таблица результатов выборов																											
																											
		Сумма	УИК №478	УИК №479	УИК №480	УИК №481	УИК №482	УИК №483	УИК №484	УИК №485	УИК №486	УИК №487	УИК №488	УИК №489	УИК №490	УИК №491	УИК №492	УИК №493	УИК №494	УИК №495	УИК №496	УИК №497					
1	"Число избирателей, внесенных в списки избирателей"	33106	1720	1945	1579	1380	1882	1438	1591	1421	1678	1868	1920	2141	2248	1960	2185	1995	643	548	2113	851					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	32720	1590	1640	1610	1420	1900	1430	1590	1420	1670	1850	1910	2140	2240	1960	2180	1990	650	580	2100	850					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	23247	1288	1163	1094	1061	1441	933	1127	968	1203	1296	1269	1585	1611	1283	1627	1247	540	447	1503	561					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	411	19	24	16	15	36	20	22	15	14	24	18	17	20	39	27	15	7	4	10	49					
6	Число погашенных избирательных бюллетеней	9062	283	453	500	344	423	477	441	437	453	530	623	538	609	638	526	728	103	129	587	240					
7	Число избирательных бюллетеней в переносных ящиках для голосования	411	19	24	16	15	36	20	22	15	14	24	18	17	20	39	27	15	7	4	10	49					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	23243	1288	1161	1094	1061	1441	933	1127	968	1202	1296	1269	1585	1611	1283	1626	1247	540	447	1503	561					
9	Число недействительных избирательных бюллетеней	306	25	13	18	9	20	15	10	8	11	29	14	26	25	25	10	8	3	13	17	7					
10	Число действительных избирательных бюллетеней	23348	1282	1172	1092	1067	1457	938	1139	975	1205	1291	1273	1576	1606	1297	1643	1254	544	438	1496	603					
