Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																					
Дата голосования: 18.09.2016																																					
																																					
Наименование Избирательной комиссии:    Пошехонская																																					
																																					
Сводная таблица итогов голосования по федеральному избирательному округу																																					
																																					
		Сумма	УИК №644	УИК №645	УИК №646	УИК №647	УИК №648	УИК №649	УИК №650	УИК №651	УИК №652	УИК №653	УИК №654	УИК №655	УИК №656	УИК №657	УИК №658	УИК №659	УИК №660	УИК №661	УИК №662	УИК №663	УИК №664	УИК №665	УИК №666	УИК №667	УИК №668	УИК №669									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	11745	532	104	159	294	416	539	503	185	201	204	244	379	269	365	715	283	302	253	195	363	181	1403	232	1155	1153	1116									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	11610	530	100	150	290	420	530	500	180	190	200	240	380	260	360	710	280	300	250	190	360	180	1400	220	1150	1130	1110									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	4050	168	40	40	120	142	112	155	37	54	58	62	123	90	121	209	81	82	76	69	86	50	551	126	433	466	499									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	2150	144	22	42	74	61	187	157	89	49	66	63	72	76	114	194	99	89	59	27	132	41	69	19	107	51	47									
6	Число погашенных избирательных бюллетеней	5410	218	38	68	96	217	231	188	54	87	76	115	185	94	125	307	100	129	115	94	142	89	780	75	610	613	564									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	2150	144	22	42	74	61	187	157	89	49	66	63	72	76	114	194	99	89	59	27	132	41	69	19	107	51	47									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	4048	168	40	40	120	142	112	155	37	54	58	62	123	90	121	209	81	82	76	69	86	50	549	126	433	466	499									
9	Число недействительных избирательных бюллетеней	119	6	0	2	1	4	2	1	0	1	2	4	1	1	4	8	1	8	0	5	2	2	16	4	15	12	17									
10	Число действительных избирательных бюллетеней	6079	306	62	80	193	199	297	311	126	102	122	121	194	165	231	395	179	163	135	91	216	89	602	141	525	505	529									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	190	10	5	5	7	7	10	7	5	5	5	5	10	5	7	10	8	5	5	8	5	5	10	5	10	10	16									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	78	6	3	0	1	4	2	0	0	1	2	2	5	1	5	3	2	1	0	2	0	3	10	0	4	9	12									
