Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																										
Дата голосования: 07.12.2003 0:00:00																										
																										
Наименование Избирательной комиссии:    Оршанская																										
																										
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																										
																										
		Сумма	УИК №412	УИК №413	УИК №414	УИК №415	УИК №416	УИК №417	УИК №418	УИК №419	УИК №420	УИК №421	УИК №422	УИК №423	УИК №424	УИК №425	УИК №426	УИК №427	УИК №428	УИК №429	УИК №430					
1	"Число избирателей, внесенных в списки"	11534	2266	373	1904	405	488	422	486	447	268	444	912	394	598	458	340	148	445	585	151					
2	"Число бюллетеней, полученных участковыми комиссиями"	11261	2166	328	1810	382	491	428	489	443	271	442	891	398	601	442	322	162	435	605	155					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	6503	1415	210	1114	244	272	252	223	249	177	230	423	219	293	255	202	62	241	338	84					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	787	31	18	54	22	43	40	50	39	16	69	100	59	27	45	24	36	50	50	14					
6	Число погашенных бюллетеней	3971	720	100	642	116	176	136	216	155	78	143	368	120	281	142	96	64	144	217	57					
7	Число бюллетеней в переносных ящиках для голосования	787	31	18	54	22	43	40	50	39	16	69	100	59	27	45	24	36	50	50	14					
8	Число бюллетеней в стационарных ящиках для голосования	6503	1415	210	1114	244	272	252	223	249	177	230	423	219	293	255	202	62	241	338	84					
9	Число недействительных бюллетеней	154	17	1	20	4	7	6	9	6	10	5	7	8	11	7	6	4	15	9	2					
10	Число действительных бюллетеней	7136	1429	227	1148	262	308	286	264	282	183	294	516	270	309	293	220	94	276	379	96					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	247	80	20	18	18	5	5	5	5	5	5	20	5	8	8	5	5	5	20	5					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	121	33	2	18	1	4	0	1	3	2	2	12	2	7	6	2	3	0	20	3					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	96	16	10	13	2	5	1	2	5	4	6	5	5	4	1	8	3	1	2	3					
14	Число погашенных открепительных удостоверений	126	47	18	0	17	1	5	4	2	3	3	8	3	1	2	3	2	5	0	2					
15	Число открепительных удостоверений выданных ТИК	9	2	0	0	1	1	0	2	0	0	0	0	0	1	1	0	0	1	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																										
18	"1. ""ЕДИНЕНИЕ"""	117	27	3	15	4	8	2	7	5	3	8	5	2	4	2	1	1	7	8	5					
		1.60%	1.86%	1.31%	1.28%	1.50%	2.53%	0.68%	2.56%	1.73%	1.55%	2.67%	0.95%	0.71%	1.25%	0.66%	0.44%	1.02%	2.40%	2.06%	5.10%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	85	34	2	20	1	0	1	3	5	1	1	3	2	1	4	1	1	0	4	1					
		1.16%	2.35%	0.87%	1.71%	0.37%	0.0%	0.34%	1.09%	1.73%	0.51%	0.33%	0.57%	0.71%	0.31%	1.33%	0.44%	1.02%	0.0%	1.03%	1.02%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	120	23	7	17	5	3	3	6	5	0	2	9	2	5	3	5	4	5	14	2					
		1.64%	1.59%	3.07%	1.45%	1.87%	0.95%	1.02%	2.19%	1.73%	0.0%	0.66%	1.72%	0.71%	1.56%	1.0%	2.21%	4.08%	1.71%	3.60%	2.04%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	75	24	4	17	2	2	0	1	0	0	0	4	4	3	4	1	3	2	2	2					
		1.02%	1.65%	1.75%	1.45%	0.75%	0.63%	0.0%	0.36%	0.0%	0.0%	0.0%	0.76%	1.43%	0.93%	1.33%	0.44%	3.06%	0.68%	0.51%	2.04%					
22	"5. ""За Русь Святую"""	33	8	2	8	1	3	1	0	0	1	0	2	0	2	1	1	1	2	0	0					
		0.45%	0.55%	0.87%	0.68%	0.37%	0.95%	0.34%	0.0%	0.0%	0.51%	0.0%	0.38%	0.0%	0.62%	0.33%	0.44%	1.02%	0.68%	0.0%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	23	7	0	1	4	0	2	0	0	0	1	2	2	1	1	0	1	1	0	0					
		0.31%	0.48%	0.0%	0.08%	1.50%	0.0%	0.68%	0.0%	0.0%	0.0%	0.33%	0.38%	0.71%	0.31%	0.33%	0.0%	1.02%	0.34%	0.0%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	84	69	0	3	0	2	1	0	0	0	0	1	1	0	1	6	0	0	0	0					
		1.15%	4.77%	0.0%	0.25%	0.0%	0.63%	0.34%	0.0%	0.0%	0.0%	0.0%	0.19%	0.35%	0.0%	0.33%	2.65%	0.0%	0.0%	0.0%	0.0%					
25	"8. ""Народно-республиканская партия России"""	13	3	0	1	0	1	0	1	0	0	1	1	0	1	1	1	0	1	1	0					
		0.17%	0.20%	0.0%	0.08%	0.0%	0.31%	0.0%	0.36%	0.0%	0.0%	0.33%	0.19%	0.0%	0.31%	0.33%	0.44%	0.0%	0.34%	0.25%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	18	4	2	3	0	1	1	0	0	0	2	0	0	0	0	1	0	0	2	2					
		0.24%	0.27%	0.87%	0.25%	0.0%	0.31%	0.34%	0.0%	0.0%	0.0%	0.66%	0.0%	0.0%	0.0%	0.0%	0.44%	0.0%	0.0%	0.51%	2.04%					
27	"10. ""Аграрная партия России"""	628	9	10	60	21	30	66	46	17	28	67	46	16	68	23	19	6	37	47	12					
		8.61%	0.62%	4.38%	5.13%	7.89%	9.52%	22.60%	16.84%	5.90%	14.50%	22.40%	8.79%	5.75%	21.25%	7.66%	8.40%	6.12%	12.71%	12.11%	12.24%					
28	"11. ""Истинные патриоты России"""	6	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	1	1	1					
		0.08%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.36%	0.34%	0.0%	0.0%	0.19%	0.0%	0.0%	0.0%	0.0%	0.0%	0.34%	0.25%	1.02%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	88	13	2	3	7	3	4	7	3	2	2	11	3	4	4	5	4	4	7	0					
		1.20%	0.89%	0.87%	0.25%	2.63%	0.95%	1.36%	2.56%	1.04%	1.03%	0.66%	2.10%	1.07%	1.25%	1.33%	2.21%	4.08%	1.37%	1.80%	0.0%					
30	"13. ""Демократическая партия России"""	30	7	1	2	0	0	2	1	1	0	0	1	0	7	0	2	0	6	0	0					
		0.41%	0.48%	0.43%	0.17%	0.0%	0.0%	0.68%	0.36%	0.34%	0.0%	0.0%	0.19%	0.0%	2.18%	0.0%	0.88%	0.0%	2.06%	0.0%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	27	7	1	3	0	2	1	4	0	0	0	2	1	0	1	3	0	0	2	0					
		0.37%	0.48%	0.43%	0.25%	0.0%	0.63%	0.34%	1.46%	0.0%	0.0%	0.0%	0.38%	0.35%	0.0%	0.33%	1.32%	0.0%	0.0%	0.51%	0.0%					
32	"15. ""Партия СЛОН"""	22	4	0	5	3	1	1	1	0	0	0	0	3	1	0	1	0	2	0	0					
		0.30%	0.27%	0.0%	0.42%	1.12%	0.31%	0.34%	0.36%	0.0%	0.0%	0.0%	0.0%	1.07%	0.31%	0.0%	0.44%	0.0%	0.68%	0.0%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	239	62	14	33	12	4	16	9	3	2	2	14	11	10	12	6	0	3	21	5					
		3.27%	4.28%	6.14%	2.82%	4.51%	1.26%	5.47%	3.29%	1.04%	1.03%	0.66%	2.67%	3.95%	3.12%	4.0%	2.65%	0.0%	1.03%	5.41%	5.10%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	20	2	1	4	0	0	1	4	1	0	0	2	0	0	2	1	0	1	0	1					
		0.27%	0.13%	0.43%	0.34%	0.0%	0.0%	0.34%	1.46%	0.34%	0.0%	0.0%	0.38%	0.0%	0.0%	0.66%	0.44%	0.0%	0.34%	0.0%	1.02%					
35	"18. ""ЛДПР"""	727	158	28	182	22	29	23	17	15	14	14	66	24	22	42	20	7	13	20	11					
		9.97%	10.92%	12.28%	15.58%	8.27%	9.20%	7.87%	6.22%	5.20%	7.25%	4.68%	12.61%	8.63%	6.87%	14.0%	8.84%	7.14%	4.46%	5.15%	11.22%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	189	48	8	35	2	8	6	3	8	7	1	19	6	5	14	3	1	6	9	0					
		2.59%	3.31%	3.50%	2.99%	0.75%	2.53%	2.05%	1.09%	2.77%	3.62%	0.33%	3.63%	2.15%	1.56%	4.66%	1.32%	1.02%	2.06%	2.31%	0.0%					
37	"20. ""Политическая партия ""Единая Россия"""	3348	662	103	531	138	171	120	109	185	89	114	224	158	114	110	98	49	144	185	44					
		45.92%	45.78%	45.17%	45.46%	51.87%	54.28%	41.09%	39.92%	64.23%	46.11%	38.12%	42.82%	56.83%	35.62%	36.66%	43.36%	50.0%	49.48%	47.68%	44.89%					
38	"21. ""Российская Конституционно-демократическая партия"""	18	3	0	4	1	1	0	1	1	0	0	2	2	0	0	0	0	0	3	0					
		0.24%	0.20%	0.0%	0.34%	0.37%	0.31%	0.0%	0.36%	0.34%	0.0%	0.0%	0.38%	0.71%	0.0%	0.0%	0.0%	0.0%	0.0%	0.77%	0.0%					
39	"22. ""Развитие предпринимательства"""	11	1	0	2	0	1	1	0	1	0	0	1	0	2	0	1	1	0	0	0					
		0.15%	0.06%	0.0%	0.17%	0.0%	0.31%	0.34%	0.0%	0.34%	0.0%	0.0%	0.19%	0.0%	0.62%	0.0%	0.44%	1.02%	0.0%	0.0%	0.0%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	826	163	24	132	26	26	26	32	21	29	64	79	14	47	36	28	14	28	31	6					
		11.33%	11.27%	10.52%	11.30%	9.77%	8.25%	8.90%	11.72%	7.29%	15.02%	21.40%	15.10%	5.03%	14.68%	12.0%	12.38%	14.28%	9.62%	7.98%	6.12%					
																										
41	Против всех	389	91	15	67	13	12	8	11	10	7	15	21	19	12	32	16	1	13	22	4					
		5.33%	6.29%	6.57%	5.73%	4.88%	3.80%	2.73%	4.02%	3.47%	3.62%	5.01%	4.01%	6.83%	3.75%	10.66%	7.07%	1.02%	4.46%	5.67%	4.08%					
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
