Выборы Президента Российской Федерации																																																																																																	
Дата голосования: 18.03.2018																																																																																																	
																																																																																																	
Наименование Избирательной комиссии:    Раменская № 2																																																																																																	
																																																																																																	
Сводная таблица итогов голосования																																																																																																	
																																																																																																	
	Число участковых избирательных комиссий	86																																																																																															
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	86																																																																																															
																																																																																																	
		Сумма	УИК №2550	УИК №2551	УИК №2552	УИК №2553	УИК №2554	УИК №2555	УИК №2556	УИК №2557	УИК №2558	УИК №2559	УИК №2560	УИК №2561	УИК №2562	УИК №2563	УИК №2564	УИК №2565	УИК №2566	УИК №2567	УИК №2568	УИК №2569	УИК №2570	УИК №2571	УИК №2572	УИК №2573	УИК №2574	УИК №2575	УИК №2576	УИК №2577	УИК №2578	УИК №2579	УИК №2580	УИК №2581	УИК №2582	УИК №2583	УИК №2584	УИК №2585	УИК №2586	УИК №2587	УИК №2588	УИК №2589	УИК №2590	УИК №2591	УИК №2592	УИК №2593	УИК №2594	УИК №2595	УИК №2596	УИК №2597	УИК №2598	УИК №2599	УИК №2600	УИК №2601	УИК №2602	УИК №2603	УИК №2604	УИК №2605	УИК №2606	УИК №2607	УИК №2608	УИК №2609	УИК №2610	УИК №2611	УИК №2612	УИК №2613	УИК №2614	УИК №2615	УИК №2616	УИК №2617	УИК №2618	УИК №2619	УИК №2620	УИК №2621	УИК №2622	УИК №2623	УИК №2624	УИК №2625	УИК №2626	УИК №2627	УИК №2628	УИК №2629	УИК №2630	УИК №2631	УИК №2632	УИК №2633	УИК №2634	УИК №2635									
1	"Число избирателей, включенных в список избирателей"	110967	1751	1303	2056	2024	1309	1370	1066	2028	1131	1329	950	923	1551	1002	370	465	599	1245	982	1137	1650	1090	1646	2221	1215	1529	1981	1023	777	1828	2600	976	1815	621	474	1576	779	1746	534	1222	1613	1381	1502	1668	978	1341	403	1454	1676	861	710	1923	1413	1767	1286	301	353	1152	1377	1773	1456	1237	976	798	711	1614	2229	1306	682	461	818	1168	1058	1283	1678	1279	2156	890	1348	2424	1069	1418	1355	2077	1701	949									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	92300	1450	1150	1650	1600	900	1050	850	1600	850	1050	800	750	1150	850	300	400	450	900	850	950	1500	950	1400	1900	1150	1250	1750	950	700	1350	1700	750	1500	600	420	1250	570	1600	450	1050	1450	1200	1250	1500	850	1150	350	1150	1500	650	520	1400	1200	1550	1150	270	320	900	1350	1450	1250	1150	850	700	600	1350	1700	1100	500	400	800	1050	900	1100	1500	1200	1850	700	1050	1800	900	1250	1100	1750	1400	850									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	67486	996	708	1102	1153	767	832	620	1172	634	784	628	536	946	668	246	335	374	757	571	644	974	622	1130	1433	699	861	1140	615	461	1022	1512	519	977	346	341	890	463	1042	433	791	1060	922	887	1055	551	844	202	860	1046	542	444	1187	789	1023	748	195	253	671	1100	1161	1024	850	703	516	415	1182	1295	727	398	283	525	736	623	965	964	832	1394	596	758	1349	671	721	907	1170	1039	559									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	2985	16	21	53	37	22	16	7	22	25	39	16	26	30	45	22	20	23	27	14	11	29	25	44	32	22	19	100	35	41	17	30	54	33	39	30	55	44	67	10	33	45	23	32	26	7	45	25	34	31	59	33	29	17	40	27	10	17	43	28	66	15	22	67	57	12	23	11	16	12	52	56	41	76	41	30	14	26	40	52	45	73	150	77	17	29	43									
6	Число погашенных избирательных бюллетеней	21829	438	421	495	410	111	202	223	406	191	227	156	188	174	137	32	45	53	116	265	295	497	303	226	435	429	370	510	300	198	311	158	177	490	215	49	305	63	491	7	226	345	255	331	419	292	261	123	256	423	49	43	184	394	487	375	65	50	186	222	223	211	278	80	127	173	145	394	357	90	65	219	273	201	94	506	354	430	64	240	406	156	379	116	563	332	248									
7	Число избирательных бюллетеней в переносных ящиках для голосования	2985	16	21	53	37	22	16	7	22	25	39	16	26	30	45	22	20	23	27	14	11	29	25	44	32	22	19	100	35	41	17	30	54	33	39	30	55	44	67	10	33	45	23	32	26	7	45	25	34	31	59	33	29	17	40	27	10	17	43	28	66	15	22	67	57	12	23	11	16	12	52	56	41	76	41	30	14	26	40	52	45	73	150	77	17	29	43									
8	Число бюллетеней в стационарных ящиках для голосования	67419	996	706	1102	1153	767	831	620	1172	634	784	628	536	945	668	246	315	374	757	571	644	974	622	1130	1433	699	860	1140	615	461	1022	1512	519	977	346	341	890	463	1042	433	791	1060	922	887	1041	550	844	202	859	1046	542	444	1187	789	1023	748	195	252	670	1100	1159	1024	850	703	515	415	1182	1295	727	398	283	525	736	623	965	952	832	1394	596	756	1342	671	721	907	1170	1039	559									
9	Число недействительных избирательных бюллетеней	747	13	9	15	19	9	15	7	12	5	7	2	1	9	8	1	0	7	8	6	7	10	6	5	11	4	6	12	9	6	17	11	1	17	9	4	13	0	14	7	11	11	8	10	15	11	13	5	12	11	22	8	17	7	22	6	1	1	3	6	8	2	13	5	6	3	6	27	13	3	0	4	7	11	11	18	11	16	5	10	8	6	8	11	3	2	8									
10	Число действительных избирательных бюллетеней	69657	999	718	1140	1171	780	832	620	1182	654	816	642	561	966	705	267	335	390	776	579	648	993	641	1169	1454	717	873	1228	641	496	1022	1531	572	993	376	367	932	507	1095	436	813	1094	937	909	1052	546	876	222	881	1066	579	469	1199	799	1041	769	204	268	710	1122	1217	1037	859	765	566	424	1199	1279	730	407	335	577	770	688	995	964	835	1404	631	798	1379	738	863	973	1184	1066	594									
11	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
12	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																																																																	
13	Бабурин Сергей Николаевич	492	8	6	6	22	8	4	3	12	7	7	2	5	14	1	4	0	3	3	8	5	6	4	5	15	7	7	5	4	5	8	9	1	6	2	3	7	3	5	3	4	1	7	9	9	6	6	1	4	4	10	4	8	4	4	6	1	3	7	7	6	9	9	9	4	2	6	13	5	2	1	5	5	6	11	10	3	15	5	4	4	2	2	2	4	5	5									
		0.70%	0.79%	0.83%	0.52%	1.85%	1.01%	0.47%	0.48%	1.01%	1.06%	0.85%	0.31%	0.89%	1.44%	0.14%	1.49%	0.00%	0.76%	0.38%	1.37%	0.76%	0.60%	0.62%	0.43%	1.02%	0.97%	0.80%	0.40%	0.62%	0.99%	0.77%	0.58%	0.17%	0.59%	0.52%	0.81%	0.74%	0.59%	0.45%	0.68%	0.49%	0.09%	0.74%	0.98%	0.84%	1.08%	0.67%	0.44%	0.45%	0.37%	1.66%	0.84%	0.66%	0.50%	0.38%	0.77%	0.49%	1.12%	0.98%	0.62%	0.49%	0.87%	1.03%	1.17%	0.70%	0.47%	0.50%	0.99%	0.67%	0.49%	0.30%	0.86%	0.64%	0.86%	1.09%	1.02%	0.35%	1.06%	0.79%	0.50%	0.29%	0.27%	0.23%	0.20%	0.34%	0.47%	0.83%									
14	Грудинин Павел Николаевич	9130	147	79	128	143	111	104	99	144	78	108	51	87	131	84	27	22	62	118	109	126	117	78	144	191	86	137	169	61	70	136	187	110	133	60	37	135	73	126	32	95	112	144	107	113	86	134	35	143	231	66	63	141	83	136	96	28	32	96	146	138	75	44	48	69	62	194	177	93	56	55	90	126	62	106	142	78	175	61	116	235	93	115	121	197	176	99									
		12.97%	14.53%	10.87%	11.08%	12.02%	14.07%	12.28%	15.79%	12.06%	11.84%	13.12%	7.92%	15.48%	13.44%	11.78%	10.07%	6.57%	15.62%	15.05%	18.63%	19.24%	11.67%	12.06%	12.27%	13.04%	11.93%	15.59%	13.63%	9.38%	13.94%	13.09%	12.13%	19.20%	13.17%	15.58%	9.97%	14.29%	14.40%	11.36%	7.22%	11.53%	10.14%	15.24%	11.64%	10.59%	15.44%	15.07%	15.42%	16.01%	21.45%	10.98%	13.21%	11.60%	10.30%	12.79%	12.39%	13.66%	11.90%	13.46%	12.94%	11.27%	7.22%	5.05%	6.23%	12.06%	14.52%	16.10%	13.55%	12.52%	13.66%	16.42%	15.49%	16.22%	8.87%	10.54%	14.46%	9.22%	12.32%	9.59%	14.36%	16.94%	12.50%	13.20%	12.30%	16.60%	16.48%	16.45%									
15	Жириновский Владимир Вольфович	3826	58	50	45	61	32	44	35	41	24	47	15	20	43	43	18	17	17	31	31	26	46	39	30	90	32	42	63	55	17	40	87	39	54	28	20	54	28	80	21	50	65	46	65	64	28	61	11	52	59	27	29	83	72	64	48	15	7	49	61	62	31	51	64	45	20	71	85	30	23	17	23	59	47	50	65	46	81	34	56	61	41	55	53	63	49	25									
