Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																															
Дата голосования: 02.12.2007																																															
																																															
Наименование Избирательной комиссии:    ТИК Куединского МР																																															
																																															
Сводная таблица результатов выборов																																															
																																															
		Сумма	УИК №1801	УИК №1802	УИК №1803	УИК №1804	УИК №1805	УИК №1806	УИК №1807	УИК №1808	УИК №1809	УИК №1810	УИК №1811	УИК №1812	УИК №1813	УИК №1814	УИК №1815	УИК №1816	УИК №1817	УИК №1818	УИК №1819	УИК №1820	УИК №1821	УИК №1822	УИК №1823	УИК №1824	УИК №1825	УИК №1826	УИК №1827	УИК №1828	УИК №1829	УИК №1830	УИК №1831	УИК №1832	УИК №1833	УИК №1834	УИК №1835	УИК №1836	УИК №1837	УИК №1838	УИК №1839	УИК №1840					
1	"Число избирателей, внесенных в списки избирателей"	23018	744	810	1242	1053	927	343	343	233	507	463	370	150	422	171	467	469	729	169	118	1218	190	464	304	408	969	487	710	129	674	1436	291	327	614	317	356	778	167	364	2113	972					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	21465	700	750	1100	900	800	320	320	220	480	450	340	145	400	165	450	450	700	165	115	1100	185	450	290	400	920	470	700	130	650	1300	290	310	600	310	350	750	170	360	1900	860					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	11518	379	356	614	515	455	139	178	107	234	228	164	77	173	99	257	209	346	101	73	645	111	249	150	270	511	271	378	74	321	675	126	184	327	185	181	389	83	207	1017	460					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1334	14	17	27	67	29	36	17	15	19	31	62	14	50	22	26	51	45	6	5	83	6	4	31	11	43	15	35	7	63	67	46	35	73	23	27	61	26	45	43	37					
6	Число погашенных избирательных бюллетеней	8613	307	377	459	318	316	145	125	98	227	191	114	54	177	44	167	190	309	58	37	372	68	197	109	119	366	184	287	49	266	558	118	91	200	102	142	300	61	108	840	363					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1334	14	17	27	67	29	36	17	15	19	31	62	14	50	22	26	51	45	6	5	83	6	4	31	11	43	15	35	7	63	67	46	35	73	23	27	61	26	45	43	37					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	11516	379	356	614	515	455	139	178	107	234	228	164	77	173	99	257	209	346	101	73	645	111	249	150	270	511	271	378	74	321	675	126	184	327	185	181	389	83	207	1015	460					
9	Число недействительных избирательных бюллетеней	171	4	4	6	13	16	2	9	1	5	4	5	0	1	1	2	0	4	1	1	8	1	12	2	6	10	2	3	0	2	10	1	6	2	3	3	4	1	6	9	1					
10	Число действительных избирательных бюллетеней	12679	389	369	635	569	468	173	186	121	248	255	221	91	222	120	281	260	387	106	77	720	116	241	179	275	544	284	410	81	382	732	171	213	398	205	205	446	108	246	1049	496					
