Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																		
Дата голосования: 04.12.2011																																		
																																		
Наименование Избирательной комиссии:    Сунженская																																		
																																		
Сводная таблица результатов выборов																																		
																																		
		Сумма	УИК №102	УИК №103	УИК №104	УИК №105	УИК №106	УИК №107	УИК №108	УИК №109	УИК №110	УИК №111	УИК №112	УИК №113	УИК №114	УИК №115	УИК №116	УИК №117	УИК №118	УИК №119	УИК №120	УИК №121	УИК №122	УИК №123	УИК №124	УИК №125	УИК №126	УИК №127	УИК №128					
1	"Число избирателей, внесенных в список избирателей"	37483	2167	1239	1698	1382	1385	1749	2256	2203	879	1990	2719	2646	485	1934	1815	2283	1835	1262	836	984	830	494	50	106	243	657	1356					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	36058	1852	1245	1706	1389	1392	1758	2044	1993	879	2000	2460	2395	487	1944	1799	2063	1843	1268	840	983	833	475	50	106	244	618	1392					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	538	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	30	343	65	0	0	0	57	0	0	0	42	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	31919	1704	1071	1521	1204	1308	1570	1860	1786	795	1783	2326	2274	418	1744	1547	1800	1275	1093	646	856	716	396	50	106	214	530	1326					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	185	13	0	0	80	0	0	0	0	3	0	0	17	0	0	0	0	0	14	4	0	12	4	0	0	0	8	30					
6	Число погашенных избирательных бюллетеней	3416	135	174	185	105	84	188	184	207	81	217	134	103	69	200	252	233	225	96	190	127	105	18	0	0	30	38	36					
7	Число избирательных бюллетеней в переносных ящиках для голосования	722	13	0	0	80	0	0	0	0	3	0	0	17	0	0	0	30	343	79	4	0	12	61	0	0	0	50	30					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	31864	1691	1071	1521	1204	1308	1570	1860	1786	795	1783	2326	2274	418	1744	1547	1800	1275	1093	646	856	716	396	50	106	214	488	1326					
9	Число недействительных избирательных бюллетеней	117	18	0	43	0	0	0	0	2	11	0	0	0	0	0	9	9	0	12	8	0	0	0	0	0	0	0	5					
10	Число действительных избирательных бюллетеней	32469	1686	1071	1478	1284	1308	1570	1860	1784	787	1783	2326	2291	418	1744	1538	1821	1618	1160	642	856	728	457	50	106	214	538	1351					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	197	10	6	9	7	7	8	10	10	7	10	15	15	5	10	10	10	10	7	5	5	5	5	1	2	3	5	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	47	4	6	4	1	0	5	2	0	3	1	1	6	0	2	2	1	2	3	1	1	2	0	0	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0					
14	Число погашенных неиспользованных открепительных удостоверений	150	6	0	5	6	7	3	8	10	4	9	14	9	5	8	8	9	8	4	4	4	3	5	1	2	3	5	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	3	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																		
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	646	51	14	121	17	18	23	26	26	11	26	52	31	5	24	21	26	23	26	22	12	10	8	1	4	3	9	36					
		1.98%	2.99%	1.31%	7.96%	1.32%	1.38%	1.46%	1.40%	1.46%	1.38%	1.46%	2.24%	1.35%	1.20%	1.38%	1.36%	1.42%	1.42%	2.22%	3.38%	1.40%	1.37%	1.75%	2.00%	3.77%	1.40%	1.67%	2.65%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	176	10	1	35	1	1	1	9	1	1	1	1	3	1	1	2	1	15	32	4	1	1	1	0	0	0	0	52					
		0.54%	0.59%	0.09%	2.30%	0.08%	0.08%	0.06%	0.48%	0.06%	0.13%	0.06%	0.04%	0.13%	0.24%	0.06%	0.13%	0.05%	0.93%	2.73%	0.62%	0.12%	0.14%	0.22%	0.00%	0.00%	0.00%	0.00%	3.83%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	66	1	1	12	1	1	2	10	2	1	2	2	5	1	1	1	2	2	8	1	1	1	1	0	2	1	1	3					
		0.20%	0.06%	0.09%	0.79%	0.08%	0.08%	0.13%	0.54%	0.11%	0.13%	0.11%	0.09%	0.22%	0.24%	0.06%	0.06%	0.11%	0.12%	0.68%	0.15%	0.12%	0.14%	0.22%	0.00%	1.89%	0.47%	0.19%	0.22%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	918	60	27	118	28	31	36	47	41	18	41	82	50	9	39	37	42	37	42	37	20	7	13	2	6	5	12	31					
		2.82%	3.52%	2.52%	7.76%	2.18%	2.37%	2.29%	2.53%	2.30%	2.26%	2.30%	3.53%	2.18%	2.15%	2.24%	2.39%	2.30%	2.29%	3.58%	5.69%	2.34%	0.96%	2.84%	4.00%	5.66%	2.34%	2.23%	2.29%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	158	39	1	44	1	1	1	8	1	1	1	1	11	1	1	1	1	1	22	7	1	3	1	0	1	1	0	7					
		0.48%	2.29%	0.09%	2.89%	0.08%	0.08%	0.06%	0.43%	0.06%	0.13%	0.06%	0.04%	0.48%	0.24%	0.06%	0.06%	0.05%	0.06%	1.88%	1.08%	0.12%	0.41%	0.22%	0.00%	0.94%	0.47%	0.00%	0.52%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	30079	1502	1014	1117	1221	1241	1488	1731	1691	745	1690	2162	2164	395	1657	1457	1727	1521	998	559	811	698	427	47	90	202	510	1214					
		92.31%	88.15%	94.68%	73.44%	95.09%	94.88%	94.78%	93.06%	94.68%	93.36%	94.78%	92.95%	94.46%	94.50%	95.01%	94.18%	94.37%	94.00%	85.15%	86.00%	94.74%	95.88%	93.44%	94.00%	84.91%	94.39%	94.80%	89.53%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	426	23	13	31	15	15	19	29	22	10	22	26	27	6	21	19	22	19	32	12	10	8	6	0	3	2	6	8					
		1.31%	1.35%	1.21%	2.04%	1.17%	1.15%	1.21%	1.56%	1.23%	1.25%	1.23%	1.12%	1.18%	1.44%	1.20%	1.23%	1.20%	1.17%	2.73%	1.85%	1.17%	1.10%	1.31%	0.00%	2.83%	0.93%	1.12%	0.59%					
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
