Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																		
Дата голосования: 02.12.2007																																		
																																		
Наименование Избирательной комиссии:    Сунженская																																		
																																		
Сводная таблица результатов выборов																																		
																																		
		Сумма	УИК №99	УИК №100	УИК №101	УИК №102	УИК №103	УИК №104	УИК №105	УИК №106	УИК №107	УИК №108	УИК №109	УИК №110	УИК №111	УИК №112	УИК №113	УИК №114	УИК №115	УИК №116	УИК №117	УИК №118	УИК №119	УИК №120	УИК №121	УИК №122	УИК №123	УИК №124	УИК №125					
1	"Число избирателей, внесенных в списки избирателей"	33033	1852	1037	1470	1194	1219	1480	1922	2008	729	1732	2093	2082	441	1658	1418	2137	2020	1205	821	801	734	364	43	100	220	559	1694					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	33396	1750	1040	1470	1200	1220	1480	1920	2010	730	1770	2147	2082	457	1660	1440	2380	2020	1170	825	805	730	365	45	100	220	560	1800					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	30958	1743	987	1432	1061	1201	1332	1865	1944	714	1702	2093	1949	438	1620	1387	1806	1345	1104	805	785	703	351	43	96	211	547	1694					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1103	7	2	20	68	0	0	4	8	0	0	0	15	0	0	5	256	655	27	0	5	6	10	0	0	7	8	0					
6	Число погашенных избирательных бюллетеней	1335	0	51	18	71	19	148	51	58	16	68	54	118	19	40	48	318	20	39	20	15	21	4	2	4	2	5	106					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1103	7	2	20	68	0	0	4	8	0	0	0	15	0	0	5	256	655	27	0	5	6	10	0	0	7	8	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	30958	1743	987	1432	1061	1201	1332	1865	1944	714	1702	2093	1949	438	1620	1387	1806	1345	1104	805	785	703	351	43	96	211	547	1694					
9	Число недействительных избирательных бюллетеней	62	7	0	0	0	0	0	2	17	13	0	0	3	0	0	7	0	0	7	6	0	0	0	0	0	0	0	0					
10	Число действительных избирательных бюллетеней	31999	1743	989	1452	1129	1201	1332	1867	1935	701	1702	2093	1961	438	1620	1385	2062	2000	1124	799	790	709	361	43	96	218	555	1694					
