Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																														
Дата голосования: 18.09.2016																														
																														
Наименование Избирательной комиссии:    Краснощековская																														
																														
Сводная таблица итогов голосования по федеральному избирательному округу																														
																														
		Сумма	УИК №1008	УИК №1009	УИК №1010	УИК №1011	УИК №1012	УИК №1013	УИК №1014	УИК №1015	УИК №1016	УИК №1017	УИК №1018	УИК №1019	УИК №1020	УИК №1021	УИК №1022	УИК №1023	УИК №1024	УИК №1025	УИК №1026									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	14828	1536	1462	1430	484	538	237	1038	198	1004	1098	599	569	1010	758	1385	585	310	467	120									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	14725	1540	1470	1400	475	525	235	1000	200	1000	1100	600	560	1000	770	1400	590	300	450	110									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	5585	577	547	521	175	180	102	448	79	373	465	213	154	304	292	596	199	162	152	46									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	983	56	59	54	40	58	15	60	24	76	65	29	65	171	24	121	38	8	19	1									
6	Число погашенных избирательных бюллетеней	8123	907	864	825	260	287	118	492	97	551	570	358	341	525	454	683	353	130	245	63									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	1017	56	59	54	40	58	15	60	24	76	65	29	65	171	24	121	38	8	53	1									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	5582	577	547	518	175	180	102	448	79	373	465	213	154	304	292	596	199	162	152	46									
9	Число недействительных избирательных бюллетеней	176	20	15	7	3	13	2	9	2	11	24	3	14	9	4	21	3	6	9	1									
10	Число действительных избирательных бюллетеней	6423	613	591	565	212	225	115	499	101	438	506	239	205	466	312	696	234	164	196	46									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	116	15	15	21	3	3	3	8	3	5	5	4	4	5	3	6	3	3	5	2									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	69	15	13	17	3	0	0	1	3	2	3	3	2	1	1	4	0	0	1	0									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	75	11	8	10	2	3	1	6	0	4	6	2	3	4	0	3	6	2	2	2									
14	Число погашенных неиспользованных открепительных удостоверений	47	0	2	4	0	3	3	7	0	3	2	1	2	4	2	2	3	3	4	2									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	11	1	3	3	0	1	0	0	0	0	1	0	0	1	0	0	1	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																														
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	42	4	4	4	1	2	1	2	1	3	5	1	3	3	2	2	0	1	3	0									
		0.64%	0.63%	0.66%	0.70%	0.47%	0.84%	0.85%	0.39%	0.97%	0.67%	0.94%	0.41%	1.37%	0.63%	0.63%	0.28%	0.00%	0.59%	1.46%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	356	26	26	26	7	15	5	26	5	26	28	25	21	31	19	24	17	14	15	0									
		5.39%	4.11%	4.29%	4.55%	3.26%	6.30%	4.27%	5.12%	4.85%	5.79%	5.28%	10.33%	9.59%	6.53%	6.01%	3.35%	7.17%	8.24%	7.32%	0.00%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	145	1	11	10	5	5	7	14	2	9	11	3	18	10	7	21	2	4	5	0									
		2.20%	0.16%	1.82%	1.75%	2.33%	2.10%	5.98%	2.76%	1.94%	2.00%	2.08%	1.24%	8.22%	2.11%	2.22%	2.93%	0.84%	2.35%	2.44%	0.00%									
