Выборы Президента Российской Федерации																																		
Дата голосования: 18.03.2018																																		
																																		
Наименование Избирательной комиссии:    район Лианозово																																		
																																		
Сводная таблица итогов голосования																																		
																																		
	Число участковых избирательных комиссий	23																																
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	23																																
																																		
		Сумма	УИК №599	УИК №600	УИК №601	УИК №602	УИК №603	УИК №604	УИК №605	УИК №606	УИК №607	УИК №608	УИК №609	УИК №610	УИК №611	УИК №612	УИК №613	УИК №614	УИК №615	УИК №616	УИК №617	УИК №618	УИК №619	УИК №620	УИК №621									
1	"Число избирателей, включенных в список избирателей"	55042	2750	2366	2576	2751	2261	2012	2004	2069	2540	2679	2402	2525	1873	1881	2129	2404	2684	2483	2410	2598	2687	2577	2381									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	43330	2010	1910	2020	2150	1700	1550	1550	1610	1980	2080	1940	2020	1470	1440	1700	1960	2180	2020	1960	2070	2170	1910	1930									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	32777	1644	1521	1522	1752	1330	1263	1224	1284	1470	1632	1482	1557	1096	1060	1218	1402	1578	1487	1424	1441	1564	1468	1358									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	1294	22	57	19	53	51	57	62	43	74	53	50	91	53	75	63	40	64	70	63	50	53	56	75									
6	Число погашенных избирательных бюллетеней	9259	344	332	479	345	319	230	264	283	436	395	408	372	321	305	419	518	538	463	473	579	553	386	497									
7	Число избирательных бюллетеней в переносных ящиках для голосования	1294	22	57	19	53	51	57	62	43	74	53	50	91	53	75	63	40	64	70	63	50	53	56	75									
8	Число бюллетеней в стационарных ящиках для голосования	32752	1644	1521	1516	1747	1330	1262	1224	1284	1470	1630	1479	1553	1096	1060	1218	1400	1578	1487	1423	1440	1564	1468	1358									
