Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																
Дата голосования: 18.09.2016																																
																																
Наименование Избирательной комиссии:    Донской район																																
																																
Сводная таблица итогов голосования по федеральному избирательному округу																																
																																
		Сумма	УИК №1771	УИК №1772	УИК №1773	УИК №1774	УИК №1775	УИК №1776	УИК №1777	УИК №1778	УИК №1779	УИК №1780	УИК №1781	УИК №1782	УИК №1783	УИК №1784	УИК №1785	УИК №1786	УИК №1787	УИК №3718	УИК №3719	УИК №3720	УИК №3721									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	28243	1573	1569	1298	275	1180	1695	794	1564	1753	1643	2026	2349	2170	2058	1192	2370	1814	47	15	108	750									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	22229	1200	1200	1000	200	900	1300	600	1200	1400	1300	1600	1800	1700	1600	900	1900	1500	49	16	110	754									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	10197	569	603	494	183	430	685	232	577	586	494	708	746	839	620	479	685	504	47	0	97	619									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	446	14	18	28	3	16	15	11	18	17	21	19	20	33	29	14	19	11	0	13	0	127									
6	Число погашенных избирательных бюллетеней	11586	617	579	478	14	454	600	357	605	797	785	873	1034	828	951	407	1196	985	2	3	13	8									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	446	14	18	28	3	16	15	11	18	17	21	19	20	33	29	14	19	11	0	13	0	127									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	10158	569	603	466	183	430	685	232	577	586	494	708	743	839	615	477	685	503	47	0	97	619									
9	Число недействительных избирательных бюллетеней	183	8	13	10	2	6	8	7	13	16	3	11	19	8	8	10	7	12	0	0	2	20									
10	Число действительных избирательных бюллетеней	10421	575	608	484	184	440	692	236	582	587	512	716	744	864	636	481	697	502	47	13	95	726									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	220	15	10	20	10	20	10	10	15	10	10	10	20	10	10	10	20	10	0	0	0	0									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	147	9	3	12	5	12	9	4	10	7	7	9	14	10	8	6	13	9	0	0	0	0									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	305	12	1	31	16	23	60	12	18	7	14	14	19	27	11	6	21	12	0	1	0	0									
14	Число погашенных неиспользованных открепительных удостоверений	73	6	7	8	5	8	1	6	5	3	3	1	6	0	2	4	7	1	0	0	0	0									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	17	2	0	2	0	0	0	0	1	2	1	0	2	0	1	0	1	5	0	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	383	26	33	17	10	17	33	7	19	20	22	19	28	27	19	14	27	15	2	1	3	24									
		3.61%	4.46%	5.31%	3.44%	5.38%	3.81%	4.71%	2.88%	3.19%	3.32%	4.27%	2.61%	3.67%	3.10%	2.95%	2.85%	3.84%	2.92%	4.26%	7.69%	3.09%	3.22%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	190	13	7	14	0	3	9	4	11	18	8	12	12	13	14	3	17	9	1	0	1	21									
		1.79%	2.23%	1.13%	2.83%	0.00%	0.67%	1.29%	1.65%	1.85%	2.99%	1.55%	1.65%	1.57%	1.49%	2.17%	0.61%	2.41%	1.75%	2.13%	0.00%	1.03%	2.82%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	335	25	18	15	2	12	15	15	25	16	18	24	21	28	21	8	30	11	2	0	3	26									
		3.16%	4.29%	2.90%	3.04%	1.08%	2.69%	2.14%	6.17%	4.20%	2.65%	3.50%	3.30%	2.75%	3.21%	3.26%	1.63%	4.26%	2.14%	4.26%	0.00%	3.09%	3.49%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	4036	137	198	148	88	178	191	81	248	208	206	304	250	444	228	242	276	183	19	6	55	346									
		38.06%	23.50%	31.88%	29.96%	47.31%	39.91%	27.29%	33.33%	41.68%	34.49%	40.00%	41.82%	32.77%	50.92%	35.40%	49.29%	39.20%	35.60%	40.43%	46.15%	56.70%	46.38%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	190	8	8	9	3	9	8	6	13	9	10	10	13	17	12	11	12	14	0	0	0	18									
		1.79%	1.37%	1.29%	1.82%	1.61%	2.02%	1.14%	2.47%	2.18%	1.49%	1.94%	1.38%	1.70%	1.95%	1.86%	2.24%	1.70%	2.72%	0.00%	0.00%	0.00%	2.41%									
24	"6. Политическая партия ""Гражданская Платформа"""	32	2	1	0	0	0	3	0	1	2	4	5	1	3	1	0	2	1	0	0	0	6									
		0.30%	0.34%	0.16%	0.00%	0.00%	0.00%	0.43%	0.00%	0.17%	0.33%	0.78%	0.69%	0.13%	0.34%	0.16%	0.00%	0.28%	0.19%	0.00%	0.00%	0.00%	0.80%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1280	49	49	63	10	38	67	39	52	84	81	88	92	98	107	63	97	51	9	1	7	135									
		12.07%	8.40%	7.89%	12.75%	5.38%	8.52%	9.57%	16.05%	8.74%	13.93%	15.73%	12.10%	12.06%	11.24%	16.61%	12.83%	13.78%	9.92%	19.15%	7.69%	7.22%	18.10%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	289	22	26	8	6	22	26	6	13	22	11	22	20	9	15	15	19	12	0	1	0	14									
		2.73%	3.77%	4.19%	1.62%	3.23%	4.93%	3.71%	2.47%	2.18%	3.65%	2.14%	3.03%	2.62%	1.03%	2.33%	3.05%	2.70%	2.33%	0.00%	7.69%	0.00%	1.88%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	409	32	42	26	5	19	36	5	25	20	22	31	21	24	20	13	21	30	2	0	2	13									
		3.86%	5.49%	6.76%	5.26%	2.69%	4.26%	5.14%	2.06%	4.20%	3.32%	4.27%	4.26%	2.75%	2.75%	3.11%	2.65%	2.98%	5.84%	4.26%	0.00%	2.06%	1.74%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	39	2	4	0	1	2	2	0	1	0	3	1	6	3	1	2	2	3	0	0	0	6									
		0.37%	0.34%	0.64%	0.00%	0.54%	0.45%	0.29%	0.00%	0.17%	0.00%	0.58%	0.14%	0.79%	0.34%	0.16%	0.41%	0.28%	0.58%	0.00%	0.00%	0.00%	0.80%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	1198	97	114	81	29	48	118	22	65	76	45	73	78	61	64	41	67	85	0	1	6	27									
