Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																			
Дата голосования: 02.12.2007																																			
																																			
Наименование Избирательной комиссии:    Озерская																																			
																																			
Сводная таблица результатов выборов																																			
																																			
		Сумма	УИК №1917	УИК №1918	УИК №1919	УИК №1920	УИК №1921	УИК №1922	УИК №1923	УИК №1924	УИК №1925	УИК №1926	УИК №1927	УИК №1928	УИК №1929	УИК №1930	УИК №1931	УИК №1932	УИК №1933	УИК №1934	УИК №1935	УИК №1936	УИК №1937	УИК №1938	УИК №1939	УИК №1940	УИК №1941	УИК №1942	УИК №1943	УИК №1944					
1	"Число избирателей, внесенных в списки избирателей"	30675	751	500	1768	482	1853	1748	1408	1923	1004	1250	716	1583	1783	668	2097	651	508	1261	1073	1828	1220	982	301	959	344	302	943	769					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	21900	450	350	1250	350	1300	1250	1000	1350	700	900	500	1100	1250	500	1450	500	400	900	800	1300	900	700	250	700	250	250	700	550					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	13470	365	237	804	237	847	734	664	927	405	620	292	656	803	311	1071	261	156	553	460	847	443	449	92	333	173	101	341	288					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1103	65	19	17	12	32	30	23	16	38	14	26	18	13	7	18	31	19	63	29	31	172	53	59	101	41	58	57	41					
6	Число погашенных избирательных бюллетеней	7327	20	94	429	101	421	486	313	407	257	266	182	426	434	182	361	208	225	284	311	422	285	198	99	266	36	91	302	221					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1103	65	19	17	12	32	30	23	16	38	14	26	18	13	7	18	31	19	63	29	31	172	53	59	101	41	58	57	41					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	13468	365	237	804	237	847	734	664	927	405	620	292	656	803	311	1071	261	156	553	460	847	443	449	92	333	171	101	341	288					
9	Число недействительных избирательных бюллетеней	148	1	2	10	1	13	6	7	12	1	7	3	9	13	2	10	2	3	6	6	10	7	1	1	6	0	1	7	1					
10	Число действительных избирательных бюллетеней	14423	429	254	811	248	866	758	680	931	442	627	315	665	803	316	1079	290	172	610	483	868	608	501	150	428	212	158	391	328					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	752	16	14	43	14	45	46	36	35	26	32	20	42	46	16	25	16	14	32	28	40	32	26	8	26	10	8	36	20					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	353	12	6	14	5	14	13	12	21	2	15	14	26	17	4	16	8	8	13	21	10	21	9	6	15	3	0	35	13					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	299	138	5	5	3	2	3	4	10	2	10	3	10	14	6	12	7	7	11	6	8	7	3	3	6	7	1	5	1					
14	Число погашенных неиспользованных открепительных удостоверений	399	4	8	29	9	31	33	24	14	24	17	6	16	29	12	9	8	6	19	7	30	11	17	2	11	7	8	1	7					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	40	2	0	4	1	3	1	0	1	2	0	1	0	5	0	2	4	1	4	2	3	2	0	0	1	0	0	1	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																			
18	1.Политическая партия «Аграрная партия России»	310	15	1	15	6	21	25	9	19	9	8	6	12	23	8	26	6	3	5	9	11	6	17	4	11	8	4	15	8					
		2.13%	3.49%	0.39%	1.83%	2.41%	2.39%	3.27%	1.31%	2.01%	2.03%	1.26%	1.89%	1.78%	2.82%	2.52%	2.39%	2.05%	1.71%	0.81%	1.84%	1.25%	0.98%	3.39%	2.65%	2.53%	3.77%	2.52%	3.77%	2.43%					
19	2.Всероссийская политическая партия «Гражданская Сила»	150	2	3	2	2	8	6	9	10	6	12	4	8	15	6	17	4	2	5	8	8	7	1	0	1	2	0	2	0					
		1.03%	0.47%	1.17%	0.24%	0.80%	0.91%	0.79%	1.31%	1.06%	1.35%	1.89%	1.26%	1.19%	1.84%	1.89%	1.56%	1.37%	1.14%	0.81%	1.64%	0.91%	1.14%	0.20%	0.00%	0.23%	0.94%	0.00%	0.50%	0.00%					
20	3.Политическая партия «Демократическая партия России»	21	1	0	4	1	1	2	2	0	0	1	1	0	0	0	3	0	0	0	0	3	1	0	0	0	0	0	1	0					
		0.14%	0.23%	0.00%	0.49%	0.40%	0.11%	0.26%	0.29%	0.00%	0.00%	0.16%	0.31%	0.00%	0.00%	0.00%	0.28%	0.00%	0.00%	0.00%	0.00%	0.34%	0.16%	0.00%	0.00%	0.00%	0.00%	0.00%	0.25%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	2042	100	47	100	41	102	128	126	129	61	83	40	76	83	53	135	53	23	127	64	131	71	91	8	51	22	15	44	38					
		14.01%	23.26%	18.36%	12.18%	16.47%	11.60%	16.75%	18.34%	13.68%	13.77%	13.09%	12.58%	11.28%	10.17%	16.67%	12.40%	18.15%	13.14%	20.62%	13.09%	14.92%	11.54%	18.13%	5.30%	11.75%	10.38%	9.43%	11.06%	11.55%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	205	5	2	9	5	7	11	6	20	2	11	4	7	13	7	21	1	0	18	4	7	11	6	0	5	0	1	2	20					
		1.41%	1.16%	0.78%	1.10%	2.01%	0.80%	1.44%	0.87%	2.12%	0.45%	1.74%	1.26%	1.04%	1.59%	2.20%	1.93%	0.34%	0.00%	2.92%	0.82%	0.80%	1.79%	1.20%	0.00%	1.15%	0.00%	0.63%	0.50%	6.08%					
23	6.Политическая партия «Партия социальной справедливости»	29	0	0	3	1	1	2	3	3	1	2	1	0	3	3	1	0	0	1	0	1	0	0	0	0	0	0	2	1					
		0.20%	0.00%	0.00%	0.37%	0.40%	0.11%	0.26%	0.44%	0.32%	0.23%	0.32%	0.31%	0.00%	0.37%	0.94%	0.09%	0.00%	0.00%	0.16%	0.00%	0.11%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.50%	0.30%					
24	7.Политическая партия «Либерально-демократическая партия России»	1132	21	17	58	24	66	69	39	86	31	35	31	70	77	33	72	18	12	51	47	58	46	43	15	41	18	6	24	24					
		7.77%	4.88%	6.64%	7.06%	9.64%	7.51%	9.03%	5.68%	9.12%	6.99%	5.52%	9.75%	10.39%	9.44%	10.38%	6.61%	6.16%	6.86%	8.28%	9.61%	6.61%	7.48%	8.57%	9.93%	9.45%	8.49%	3.77%	6.03%	7.29%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	1674	42	30	109	27	133	102	88	121	71	77	50	62	121	33	131	30	14	78	57	84	62	18	9	42	11	2	27	43					
		11.49%	9.77%	11.72%	13.28%	10.84%	15.13%	13.35%	12.81%	12.83%	16.03%	12.15%	15.72%	9.20%	14.83%	10.38%	12.03%	10.27%	8.00%	12.66%	11.66%	9.57%	10.08%	3.59%	5.96%	9.68%	5.19%	1.26%	6.78%	13.07%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	142	4	4	6	3	6	12	6	10	2	5	2	9	7	2	18	1	0	2	4	9	12	3	0	0	1	0	6	8					
		0.97%	0.93%	1.56%	0.73%	1.20%	0.68%	1.57%	0.87%	1.06%	0.45%	0.79%	0.63%	1.34%	0.86%	0.63%	1.65%	0.34%	0.00%	0.32%	0.82%	1.03%	1.95%	0.60%	0.00%	0.00%	0.47%	0.00%	1.51%	2.43%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	8526	230	140	493	135	504	390	385	520	254	380	171	414	448	171	638	171	116	315	289	549	385	320	110	276	148	128	264	182					
		58.51%	53.49%	54.69%	60.05%	54.22%	57.34%	51.05%	56.04%	55.14%	57.34%	59.94%	53.77%	61.42%	54.90%	53.77%	58.59%	58.56%	66.29%	51.14%	59.10%	62.53%	62.60%	63.75%	72.85%	63.59%	69.81%	80.50%	66.33%	55.32%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	192	9	10	12	3	17	11	7	13	5	13	5	7	13	0	17	6	2	8	1	7	7	2	4	1	2	2	4	4					
		1.32%	2.09%	3.91%	1.46%	1.20%	1.93%	1.44%	1.02%	1.38%	1.13%	2.05%	1.57%	1.04%	1.59%	0.00%	1.56%	2.05%	1.14%	1.30%	0.20%	0.80%	1.14%	0.40%	2.65%	0.23%	0.94%	1.26%	1.01%	1.22%					
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
