Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																						
Дата голосования: 02.12.2007																						
																						
Наименование Избирательной комиссии:    Белокурихинская городская																						
																						
Сводная таблица результатов выборов																						
																						
		Сумма	УИК №252	УИК №253	УИК №254	УИК №255	УИК №256	УИК №257	УИК №258	УИК №259	УИК №260	УИК №261	УИК №262	УИК №263	УИК №264	УИК №265	УИК №266					
1	"Число избирателей, внесенных в списки избирателей"	12886	1640	1446	1635	1556	773	1611	1551	1492	214	96	158	245	88	125	256					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	11600	1400	1200	1400	1300	700	1400	1400	1300	200	200	200	250	200	200	250					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	6954	827	675	883	801	407	779	782	703	190	96	145	220	88	124	234					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	229	31	33	28	32	9	38	29	29	0	0	0	0	0	0	0					
6	Число погашенных избирательных бюллетеней	4417	542	492	489	467	284	583	589	568	10	104	55	30	112	76	16					
7	Число избирательных бюллетеней в переносных ящиках для голосования	229	31	33	28	32	9	38	29	29	0	0	0	0	0	0	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	6954	827	675	883	801	407	779	782	703	190	96	145	220	88	124	234					
9	Число недействительных избирательных бюллетеней	76	9	6	14	16	6	4	8	9	1	1	0	1	0	0	1					
10	Число действительных избирательных бюллетеней	7107	849	702	897	817	410	813	803	723	189	95	145	219	88	124	233					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	90	10	10	20	10	10	10	10	10	0	0	0	0	0	0	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	58	7	3	18	3	6	5	9	7	0	0	0	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	630	10	12	17	2	8	18	2	2	101	48	94	98	45	43	130					
14	Число погашенных неиспользованных открепительных удостоверений	32	3	7	2	7	4	5	1	3	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																						
18	1.Политическая партия «Аграрная партия России»	227	34	19	16	33	10	28	33	25	6	2	4	4	2	9	2					
		3.16%	3.96%	2.68%	1.76%	3.96%	2.40%	3.43%	4.07%	3.42%	3.16%	2.08%	2.76%	1.82%	2.27%	7.26%	0.85%					
19	2.Всероссийская политическая партия «Гражданская Сила»	51	5	8	8	5	2	2	3	8	2	1	2	2	0	2	1					
		0.71%	0.58%	1.13%	0.88%	0.60%	0.48%	0.24%	0.37%	1.09%	1.05%	1.04%	1.38%	0.91%	0.00%	1.61%	0.43%					
20	3.Политическая партия «Демократическая партия России»	12	1	2	4	0	0	1	2	0	1	0	0	0	0	1	0					
		0.17%	0.12%	0.28%	0.44%	0.00%	0.00%	0.12%	0.25%	0.00%	0.53%	0.00%	0.00%	0.00%	0.00%	0.81%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	878	89	91	127	129	45	89	95	67	29	8	17	22	14	15	41					
		12.22%	10.37%	12.85%	13.94%	15.49%	10.82%	10.89%	11.71%	9.15%	15.26%	8.33%	11.72%	10.00%	15.91%	12.10%	17.52%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	55	6	6	5	6	5	10	4	10	0	0	2	0	0	1	0					
		0.77%	0.70%	0.85%	0.55%	0.72%	1.20%	1.22%	0.49%	1.37%	0.00%	0.00%	1.38%	0.00%	0.00%	0.81%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	28	4	3	3	4	0	7	2	1	1	0	1	1	0	0	1					
