Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																														
Дата голосования: 18.09.2016																																														
																																														
"Наименование Избирательной комиссии:    Прокопьевск, Центральная"																																														
																																														
Сводная таблица итогов голосования по федеральному избирательному округу																																														
																																														
		Сумма	УИК №848	УИК №849	УИК №850	УИК №851	УИК №852	УИК №853	УИК №854	УИК №855	УИК №856	УИК №857	УИК №858	УИК №859	УИК №860	УИК №861	УИК №862	УИК №863	УИК №864	УИК №865	УИК №866	УИК №867	УИК №868	УИК №869	УИК №870	УИК №871	УИК №872	УИК №873	УИК №874	УИК №875	УИК №876	УИК №878	УИК №879	УИК №880	УИК №881	УИК №882	УИК №883									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	51248	2078	1873	1628	2106	2231	627	1826	2208	2194	1293	1010	1973	2011	1530	598	1464	1706	2488	2028	1790	2515	2655	1541	815	1799	2450	1251	1695	960	164	34	267	125	75	240									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	51470	2117	1892	1624	2115	2246	632	1824	2225	2213	1299	1011	1984	2035	1525	604	1478	1700	2510	2052	1775	2550	2679	1534	813	1788	2455	1245	1680	960	164	34	267	125	75	240									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	48595	2006	1787	1523	1869	2011	614	1726	2137	2124	1171	983	1904	1918	1430	551	1434	1674	2414	1969	1714	2401	2428	1478	767	1650	2251	1190	1606	960	164	34	267	125	75	240									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	1959	32	76	101	197	190	10	95	45	54	119	17	54	81	91	41	19	0	59	39	60	76	68	56	44	117	118	30	70	0	0	0	0	0	0	0									
6	Число погашенных избирательных бюллетеней	916	79	29	0	49	45	8	3	43	35	9	11	26	36	4	12	25	26	37	44	1	73	183	0	2	21	86	25	4	0	0	0	0	0	0	0									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	1953	32	76	101	197	190	10	95	45	52	119	17	54	79	91	41	19	0	59	39	60	76	68	56	44	117	116	30	70	0	0	0	0	0	0	0									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	48466	2003	1787	1523	1868	2009	614	1722	2133	2124	1169	983	1904	1917	1428	551	1434	1673	2404	1968	1714	2395	2425	1472	767	1647	2174	1189	1604	960	164	34	267	125	75	240									
9	Число недействительных избирательных бюллетеней	223	9	0	0	9	2	2	7	7	23	3	0	5	13	2	0	0	13	26	11	2	9	16	3	2	2	20	10	27	0	0	0	0	0	0	0									
10	Число действительных избирательных бюллетеней	50196	2026	1863	1624	2056	2197	622	1810	2171	2153	1285	1000	1953	1983	1517	592	1453	1660	2437	1996	1772	2462	2477	1525	809	1762	2270	1209	1647	960	164	34	267	125	75	240									
