Выборы Президента Российской Федерации																																																																																							
Дата голосования: 04.03.2012																																																																																							
																																																																																							
Наименование Избирательной комиссии:    Тюмень, Калининская																																																																																							
																																																																																							
Сводная таблица итогов голосования																																																																																							
																																																																																							
	Число участковых избирательных комиссий	76																																																																																					
	Число участковых избирательных комиссий, приступивших к передаче сведений	76																																																																																					
																																																																																							
		Сумма	УИК №762	УИК №763	УИК №764	УИК №765	УИК №766	УИК №767	УИК №768	УИК №769	УИК №770	УИК №771	УИК №772	УИК №773	УИК №774	УИК №775	УИК №776	УИК №777	УИК №778	УИК №779	УИК №780	УИК №781	УИК №782	УИК №783	УИК №784	УИК №785	УИК №786	УИК №787	УИК №788	УИК №789	УИК №790	УИК №791	УИК №792	УИК №793	УИК №794	УИК №795	УИК №796	УИК №797	УИК №798	УИК №799	УИК №800	УИК №801	УИК №802	УИК №803	УИК №804	УИК №805	УИК №806	УИК №807	УИК №808	УИК №809	УИК №810	УИК №811	УИК №812	УИК №813	УИК №814	УИК №815	УИК №816	УИК №817	УИК №818	УИК №819	УИК №820	УИК №821	УИК №822	УИК №823	УИК №824	УИК №825	УИК №826	УИК №827	УИК №828	УИК №829	УИК №830	УИК №831	УИК №832	УИК №833	УИК №834	УИК №835	УИК №836	УИК №837									
1	Число избирателей, включенных в список избирателей	142152	2236	939	1907	1806	1107	2112	2200	1551	2194	2180	2297	1134	2555	1520	1635	1912	2137	2369	1513	2674	2261	2388	350	2146	744	1561	2413	2001	997	2565	2017	1704	1296	1253	1694	2692	2529	1098	1872	1770	2057	1757	2056	1842	1841	2395	1778	2302	1967	2558	1177	2647	2802	2304	2468	2526	2016	2370	1379	2157	1560	1398	1148	2369	2434	2290	2081	2074	2175	1271	918	673	2019	1624	1073	1317									
2	Число избирательных бюллетеней, полученных участковой избирательной комиссией	136100	2200	1000	1800	1500	1100	1800	2100	1300	2100	2200	2200	1100	2500	1500	1600	1900	2100	2400	1200	2600	2200	2400	350	2000	700	1500	2300	1900	900	2500	2000	1600	1200	1200	1600	2600	2400	1000	1800	1700	2000	1700	2000	1800	1800	2300	1700	2300	2000	2500	1100	2600	2600	2200	2300	2500	2000	2300	1300	2000	1500	1300	1300	2100	2400	2200	2100	1900	2100	1100	900	600	1900	1500	1100	1050									
3	Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	Число избирательных бюллетеней, выданных в помещении для голосования в день голосования	110908	1857	939	1577	1381	899	1628	1630	776	1576	1549	1693	986	2203	1213	1280	1567	1660	1769	1185	2250	1683	1896	227	1809	494	1316	1879	1721	721	1924	1393	1392	1087	924	1357	2264	1822	813	1563	1281	1610	1503	1642	1516	1519	1923	1331	2045	1574	1979	865	1939	2090	1770	2018	1919	1459	1941	1056	1761	1217	1142	1062	1927	1713	1813	1458	1407	1764	821	706	429	1725	1150	925	1005									
5	Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования	1870	26	0	27	7	4	13	11	15	18	35	21	23	19	9	15	31	17	17	11	25	17	20	86	80	8	14	30	40	33	14	33	34	25	15	30	30	38	32	9	8	18	20	115	117	26	25	7	51	17	26	17	36	33	27	26	30	13	11	23	12	7	9	10	18	14	25	13	14	16	6	12	33	23	30	22	28									
6	Число погашенных избирательных бюллетеней	23322	317	61	196	112	197	159	459	509	506	616	486	91	278	278	305	302	423	614	4	325	500	484	37	111	198	170	391	139	146	562	574	174	88	261	213	306	540	155	228	411	372	177	243	167	255	352	362	204	409	495	218	625	477	403	256	551	528	348	221	227	276	149	228	155	673	362	629	479	320	273	182	138	152	320	153	17									
7	Число избирательных бюллетеней в переносных ящиках для голосования	1870	26	0	27	7	4	13	11	15	18	35	21	23	19	9	15	31	17	17	11	25	17	20	86	80	8	14	30	40	33	14	33	34	25	15	30	30	38	32	9	8	18	20	115	117	26	25	7	51	17	26	17	36	33	27	26	30	13	11	23	12	7	9	10	18	14	25	13	14	16	6	12	33	23	30	22	28									
8	Число бюллетеней в стационарных ящиках для голосования	110847	1857	939	1577	1374	897	1628	1630	776	1576	1549	1693	986	2203	1213	1280	1567	1660	1768	1185	2248	1683	1893	227	1809	494	1315	1879	1721	721	1924	1393	1392	1087	924	1357	2264	1822	813	1561	1281	1610	1503	1639	1516	1519	1923	1330	2044	1573	1979	865	1939	2090	1770	2018	1919	1459	1917	1056	1761	1217	1142	1062	1927	1713	1813	1445	1407	1764	821	706	429	1725	1150	925	1005									
9	Число недействительных избирательных бюллетеней	1022	29	0	6	11	6	15	6	13	2	20	8	6	25	19	21	14	17	22	7	32	0	19	3	0	11	8	20	10	9	38	8	3	13	4	21	27	3	11	23	9	0	5	19	13	22	13	5	2	28	44	6	28	22	12	14	0	19	11	34	29	16	13	0	25	24	6	9	20	0	4	13	9	11	12	4	11									
10	Число действительных избирательных бюллетеней	111695	1854	939	1598	1370	895	1626	1635	778	1592	1564	1706	1003	2197	1203	1274	1584	1660	1763	1189	2241	1700	1894	310	1889	491	1321	1889	1751	745	1900	1418	1423	1099	935	1366	2267	1857	834	1547	1280	1628	1518	1735	1620	1523	1935	1332	2093	1562	1961	876	1947	2101	1785	2030	1949	1453	1917	1045	1744	1208	1138	1072	1920	1703	1832	1449	1401	1780	823	705	453	1737	1168	943	1022									
11	Число полученных открепительных  удостоверений	1749	37	0	29	20	13	20	30	9	30	23	38	10	47	20	20	20	20	35	17	53	20	30	0	12	7	10	25	20	12	30	27	15	20	20	30	20	30	15	22	33	25	20	24	20	25	35	17	47	30	25	6	26	40	33	33	40	20	25	12	30	15	12	24	41	27	27	24	19	16	15	10	10	35	12	20	20									
12	Число открепительных удостоверений, выданных избирателям на избирательном участке	1649	34	0	29	19	13	20	30	6	30	23	38	9	47	14	19	19	18	34	16	50	20	28	0	12	4	10	18	12	12	29	27	12	19	19	30	20	30	14	22	26	25	20	23	17	25	34	17	47	30	22	6	24	40	32	33	39	18	23	12	26	14	12	22	40	26	25	24	18	16	15	6	9	32	11	16	18									
13	Число избирателей, проголосовавших по открепительным удостоверениям	3737	76	185	67	101	22	271	37	118	49	32	31	52	61	27	38	50	40	34	36	62	30	42	33	79	10	29	53	23	15	38	33	27	28	22	57	56	43	58	41	25	38	42	28	26	33	43	41	24	37	20	51	41	119	54	64	30	52	33	22	33	28	16	23	67	47	32	46	25	33	102	16	7	24	16	59	234									
14	Число неиспользованных открепительных удостоверений	100	3	0	0	1	0	0	0	3	0	0	0	1	0	6	1	1	2	1	1	3	0	2	0	0	3	0	7	8	0	1	0	3	1	1	0	0	0	1	0	7	0	0	1	3	0	1	0	0	0	3	0	2	0	1	0	1	2	2	0	4	1	0	2	1	1	2	0	1	0	0	4	1	3	1	4	2									
15	Число открепительных удостоверений, выданных избирателям ТИК	179	1	0	3	0	1	2	4	0	7	0	5	0	3	1	0	2	2	6	0	7	1	4	0	0	1	3	2	1	0	4	3	1	0	1	4	2	2	2	1	3	0	1	0	4	12	7	2	1	3	4	0	3	4	5	7	0	1	1	1	7	2	1	0	5	4	3	2	3	1	3	2	4	6	0	0	1									
