Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																													
Дата голосования: 04.12.2011																													
																													
Наименование Избирательной комиссии:    Гайская городская																													
																													
Сводная таблица результатов выборов																													
																													
		Сумма	УИК №417	УИК №418	УИК №419	УИК №420	УИК №421	УИК №422	УИК №423	УИК №424	УИК №425	УИК №426	УИК №427	УИК №428	УИК №429	УИК №1817	УИК №1818	УИК №1819	УИК №1820	УИК №1840	УИК №1841	УИК №1842	УИК №1843	УИК №1844					
1	"Число избирателей, внесенных в список избирателей"	32429	1058	1355	1601	1450	1494	1436	1392	1773	1296	1346	1722	1630	546	1475	1715	1678	1804	1671	1413	1481	1472	1621					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	32378	1056	1343	1614	1440	1469	1431	1394	1773	1298	1361	1718	1630	547	1474	1713	1671	1817	1660	1374	1478	1481	1636					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	14220	499	565	701	596	550	695	673	924	611	648	738	655	262	642	820	780	757	609	535	666	703	591					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	438	26	30	32	24	37	24	15	13	8	15	3	40	12	19	13	12	9	28	43	9	12	14					
6	Число погашенных избирательных бюллетеней	17720	531	748	881	820	882	712	706	836	679	698	977	935	273	813	880	879	1051	1023	796	803	766	1031					
7	Число избирательных бюллетеней в переносных ящиках для голосования	438	26	30	32	24	37	24	15	13	8	15	3	40	12	19	13	12	9	28	43	9	12	14					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	14220	499	565	701	596	550	695	673	924	611	648	738	655	262	642	820	780	757	609	535	666	703	591					
9	Число недействительных избирательных бюллетеней	141	5	5	2	8	4	5	6	11	7	7	7	6	1	11	6	8	7	10	8	8	3	6					
10	Число действительных избирательных бюллетеней	14517	520	590	731	612	583	714	682	926	612	656	734	689	273	650	827	784	759	627	570	667	712	599					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	86	1	5	3	2	2	3	7	7	2	12	6	5	0	1	4	4	2	3	4	4	7	2					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	86	1	5	3	2	2	3	7	7	2	12	6	5	0	1	4	4	2	3	4	4	7	2					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	27	0	0	0	2	0	1	1	0	3	3	2	0	0	0	1	1	2	4	2	2	1	2					
14	Число погашенных неиспользованных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	14	2	0	1	0	1	1	1	0	0	0	0	0	0	1	3	0	1	0	1	2	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																													
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	2893	85	131	109	130	108	141	125	213	143	118	144	121	33	146	207	159	161	109	93	137	157	123					
		19.74%	16.19%	22.02%	14.87%	20.97%	18.40%	19.61%	18.17%	22.73%	23.10%	17.80%	19.43%	17.41%	12.04%	22.09%	24.85%	20.08%	21.02%	17.11%	16.09%	20.30%	21.96%	20.33%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	2745	101	101	138	112	112	122	117	197	106	115	144	146	51	113	147	138	172	127	106	128	136	116					
