Выборы Президента Российской Федерации																					
																					
Наименование Избирательной комиссии:    Кронштадтская №15																					
																					
Итоги голосования 																					
																					
		Сумма	УИК №956	УИК №957	УИК №958	УИК №959	УИК №960	УИК №961	УИК №962	УИК №963	УИК №964	УИК №965	УИК №966	УИК №967	УИК №968	УИК №969					
1	"Число избирателей, внесенных в список"	35927	2625	2808	2431	2319	2173	2762	2986	2663	2601	2199	2813	2537	2591	2419					
2	Число полученных избирательных бюллетеней	33000	2400	2600	2200	2100	2000	2500	2800	2500	2400	2000	2600	2400	2400	2100					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	20275	1445	1522	1422	1462	1376	1516	1763	1456	1405	1297	1589	1440	1379	1203					
5	"Число избирательных бюллетеней, выданных вне помещения"	636	29	50	40	131	46	62	49	37	48	32	36	26	19	31					
6	Число погашенных избирательных бюллетеней	12089	926	1028	738	507	578	922	988	1007	947	671	975	934	1002	866					
7	Число избирательных бюллетеней в переносных ящиках	636	29	50	40	131	46	62	49	37	48	32	36	26	19	31					
8	Число бюллетеней в стационарных ящиках для голосования	20252	1443	1518	1422	1462	1376	1509	1763	1453	1403	1295	1588	1440	1378	1202					
9	Число недействительных избирательных бюллетеней	101	7	13	10	6	5	7	3	2	7	10	9	6	12	4					
10	Число действительных избирательных бюллетеней	20787	1465	1555	1452	1587	1417	1564	1809	1488	1444	1317	1615	1460	1385	1229					
11	Число полученных открепительных  удостоверений	1989	149	140	140	150	150	140	140	140	140	140	140	140	140	140					
12	Число выданных открепительных удостоверений	401	14	32	18	35	65	26	36	25	19	24	31	39	25	12					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	197	14	16	13	10	26	30	8	11	18	11	10	7	9	14					
14	Число неиспользованных открепительных удостоверений	1588	135	108	122	115	85	114	104	115	121	116	109	101	115	128					
15	"Число открепительных удостоверений, выданных в ТИК"	11	1	0	1	0	0	2	0	2	1	1	0	0	2	1					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																					
18	. Глазьев Сергей Юрьевич	763	77	53	77	26	33	54	82	59	46	52	72	46	52	34					
		3.65%	5.23%	3.38%	5.27%	1.63%	2.32%	3.44%	4.53%	3.96%	3.17%	3.92%	4.43%	3.14%	3.72%	2.76%					
19	. Малышкин Олег Александрович	213	17	17	18	21	17	13	17	14	15	12	17	14	11	10					
		1.02%	1.15%	1.08%	1.23%	1.32%	1.20%	0.83%	0.94%	0.94%	1.03%	0.90%	1.05%	0.95%	0.79%	0.81%					
20	. Миронов Сергей Михайлович	213	14	18	19	9	10	16	24	25	13	14	15	12	14	10					
		1.02%	0.95%	1.15%	1.30%	0.56%	0.70%	1.02%	1.32%	1.68%	0.90%	1.06%	0.92%	0.82%	1.00%	0.81%					
21	. Путин Владимир Владимирович	16190	1101	1258	1084	1324	1145	1220	1354	1135	1098	1010	1224	1178	1097	962					
		77.51%	74.80%	80.23%	74.15%	83.11%	80.52%	77.66%	74.72%	76.17%	75.67%	76.11%	75.37%	80.35%	78.53%	78.02%					
22	. Хакамада Ирина Муцуовна	969	64	47	62	65	62	59	95	62	72	68	87	85	67	74					
		4.64%	4.35%	3.00%	4.24%	4.08%	4.36%	3.76%	5.24%	4.16%	4.96%	5.12%	5.36%	5.80%	4.80%	6.00%					
23	. Харитонов Николай Михайлович	1787	143	110	150	82	84	153	195	158	160	127	140	85	99	101					
		8.56%	9.71%	7.02%	10.26%	5.15%	5.91%	9.74%	10.76%	10.60%	11.03%	9.57%	8.62%	5.80%	7.09%	8.19%					
																					
24	Против всех	652	49	52	42	60	66	49	42	35	40	34	60	40	45	38					
		3.12%	3.33%	3.32%	2.87%	3.77%	4.64%	3.12%	2.32%	2.35%	2.76%	2.56%	3.69%	2.73%	3.22%	3.08%					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
