Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																
Дата голосования: 18.09.2016																																
																																
Наименование Избирательной комиссии:    Туркменская																																
																																
Сводная таблица итогов голосования по федеральному избирательному округу																																
																																
		Сумма	УИК №1198	УИК №1199	УИК №1200	УИК №1201	УИК №1202	УИК №1203	УИК №1204	УИК №1205	УИК №1206	УИК №1207	УИК №1208	УИК №1209	УИК №1210	УИК №1211	УИК №1212	УИК №1213	УИК №1214	УИК №1215	УИК №1216	УИК №1217	УИК №1218									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	19082	2214	1460	575	269	197	1770	271	1697	1409	1476	687	97	1000	769	642	944	1141	134	1003	206	1121									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	17230	2000	1300	500	250	180	1600	260	1600	1300	1300	600	80	900	700	600	850	1000	120	900	190	1000									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	9078	935	675	352	109	72	683	128	678	620	565	276	31	381	430	483	438	908	70	654	92	498									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	826	48	30	27	12	8	45	10	123	56	107	51	22	50	30	25	36	28	0	61	15	42									
6	Число погашенных избирательных бюллетеней	7326	1017	595	121	129	100	872	122	799	624	628	273	27	469	240	92	376	64	50	185	83	460									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	826	48	30	27	12	8	45	10	123	56	107	51	22	50	30	25	36	28	0	61	15	42									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	9072	935	675	352	109	72	683	128	672	620	565	276	31	381	430	483	438	908	70	654	92	498									
9	Число недействительных избирательных бюллетеней	227	43	21	31	0	4	22	6	26	16	25	1	0	5	5	0	0	0	4	0	0	18									
10	Число действительных избирательных бюллетеней	9671	940	684	348	121	76	706	132	769	660	647	326	53	426	455	508	474	936	66	715	107	522									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	165	15	10	5	5	5	10	5	10	10	10	5	5	10	5	5	10	10	5	10	5	10									
