Выборы Президента Российской Федерации																																			
																																			
Наименование Избирательной комиссии:    район Фили-Давыдково																																			
																																			
Итоги голосования 																																			
																																			
		Сумма	УИК №2658	УИК №2659	УИК №2660	УИК №2661	УИК №2662	УИК №2663	УИК №2664	УИК №2665	УИК №2666	УИК №2667	УИК №2668	УИК №2669	УИК №2670	УИК №2671	УИК №2672	УИК №2673	УИК №2674	УИК №2675	УИК №2676	УИК №2677	УИК №2678	УИК №2679	УИК №2680	УИК №2681	УИК №2682	УИК №2683	УИК №2684	УИК №2685					
1	"Число избирателей, внесенных в список"	64932	2548	455	2008	2152	2108	2084	2668	2803	2585	2519	2116	2397	2314	2363	2096	2673	2286	2447	2080	2300	2127	2542	2113	2819	2520	2426	2724	2659					
2	Число полученных избирательных бюллетеней	59055	2300	455	1800	1900	1900	1900	2500	2500	2300	2200	1900	2200	2200	2200	2000	2400	2100	2200	1900	2100	2000	2300	1900	2500	2300	2200	2500	2400					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	40720	1559	455	1399	1146	1090	1143	1422	1561	1692	1602	1110	1308	1565	1698	1074	1953	1590	1425	1102	1219	1181	1282	1595	2074	2050	1850	1638	1937					
5	"Число избирательных бюллетеней, выданных вне помещения"	1223	45	0	30	55	33	42	39	52	64	58	41	57	38	46	74	39	46	37	36	45	36	41	45	50	60	32	33	49					
6	Число погашенных избирательных бюллетеней	17112	696	0	371	699	777	715	1039	887	544	540	749	835	597	456	852	408	464	738	762	836	783	977	260	376	190	318	829	414					
7	Число избирательных бюллетеней в переносных ящиках	1223	45	0	30	55	33	42	39	52	64	58	41	57	38	46	74	39	46	37	36	45	36	41	45	50	60	32	33	49					
8	Число бюллетеней в стационарных ящиках для голосования	40566	1545	455	1392	1141	1087	1132	1422	1561	1688	1597	1103	1307	1565	1698	1074	1950	1590	1420	1095	1215	1176	1271	1588	2074	2050	1850	1605	1915					
9	Число недействительных избирательных бюллетеней	302	11	0	18	8	9	12	21	17	6	17	2	11	22	11	0	13	5	12	9	6	11	12	14	19	13	0	9	14					
10	Число действительных избирательных бюллетеней	41487	1579	455	1404	1188	1111	1162	1440	1596	1746	1638	1142	1353	1581	1733	1148	1976	1631	1445	1122	1254	1201	1300	1619	2105	2097	1882	1629	1950					
11	Число полученных открепительных  удостоверений	1887	92	0	70	70	70	70	70	70	70	70	65	70	70	70	65	65	70	70	65	70	70	70	65	70	70	70	70	70					
12	Число выданных открепительных удостоверений	988	42	0	27	33	27	27	37	37	43	27	29	58	21	44	42	42	38	42	30	41	30	39	43	35	37	42	33	42					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	655	25	0	19	35	12	25	29	23	23	31	18	27	27	18	41	13	14	18	16	19	17	23	26	38	15	26	16	61					
14	Число неиспользованных открепительных удостоверений	899	50	0	43	37	43	43	33	33	27	43	36	12	49	26	23	23	32	28	35	29	40	31	22	35	33	28	37	28					
15	"Число открепительных удостоверений, выданных в ТИК"	13	0	0	0	0	1	1	0	0	1	4	0	1	0	0	0	3	0	0	1	0	1	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																			
18	. Глазьев Сергей Юрьевич	2477	172	0	81	87	95	72	105	74	98	125	88	75	65	98	42	118	91	146	89	94	88	64	105	91	86	76	74	78					
