Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																																
Дата голосования: 04.12.2011																																																																
																																																																
Наименование Избирательной комиссии:    Алексинская																																																																
																																																																
Сводная таблица результатов выборов																																																																
																																																																
		Сумма	УИК №1	УИК №2	УИК №3	УИК №4	УИК №5	УИК №6	УИК №7	УИК №8	УИК №9	УИК №10	УИК №11	УИК №12	УИК №13	УИК №14	УИК №15	УИК №16	УИК №17	УИК №18	УИК №19	УИК №20	УИК №21	УИК №22	УИК №23	УИК №24	УИК №25	УИК №26	УИК №27	УИК №28	УИК №29	УИК №30	УИК №31	УИК №32	УИК №33	УИК №34	УИК №35	УИК №36	УИК №37	УИК №38	УИК №39	УИК №40	УИК №41	УИК №42	УИК №43	УИК №44	УИК №45	УИК №46	УИК №47	УИК №48	УИК №49	УИК №50	УИК №51	УИК №52	УИК №53	УИК №54	УИК №55	УИК №56	УИК №57					
1	"Число избирателей, внесенных в список избирателей"	62038	1420	1266	1391	1009	1686	1449	1562	1355	1085	1460	1406	1162	1216	1681	1714	1589	1447	1287	945	996	1264	1274	1342	1260	1544	1153	1812	1027	1757	1107	1106	949	1001	1238	1181	771	1216	1519	1289	1420	629	407	457	726	234	444	333	373	340	591	688	619	381	294	318	1504	1344					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	62650	1440	1280	1420	1020	1720	1460	1570	1350	1080	1480	1430	1170	1200	1700	1730	1610	1450	1290	950	1000	1240	1300	1360	1260	1560	1160	1800	1040	1770	1120	1130	960	1010	1330	1180	750	1240	1550	1320	1490	650	420	460	730	230	440	300	380	340	590	680	630	390	280	320	1520	1370					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	50846	1196	1077	1065	936	1420	1061	1241	1035	854	1129	1160	1028	978	1473	1476	1247	1234	1067	787	824	1094	1207	1110	995	1304	969	1547	835	1524	916	889	761	814	1209	1001	592	1117	1298	1043	1190	367	325	339	526	178	381	261	267	290	334	524	301	304	158	180	1311	1097					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	2928	25	10	46	11	11	63	21	104	88	33	54	31	105	27	29	46	31	25	31	49	42	44	28	40	41	19	34	20	37	28	21	19	39	29	13	62	15	68	28	24	151	38	77	134	52	34	26	69	33	207	97	84	75	107	93	90	70					
6	Число погашенных избирательных бюллетеней	8876	219	193	309	73	289	336	308	211	138	318	216	111	117	200	225	317	185	198	132	127	104	49	222	225	215	172	219	185	209	176	220	180	157	92	166	96	108	184	249	276	132	57	44	70	0	25	13	44	17	49	59	245	11	15	47	119	203					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2928	25	10	46	11	11	63	21	104	88	33	54	31	105	27	29	46	31	25	31	49	42	44	28	40	41	19	34	20	37	28	21	19	39	29	13	62	15	68	28	24	151	38	77	134	52	34	26	69	33	207	97	84	75	107	93	90	70					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	50814	1195	1077	1065	935	1420	1061	1241	1035	854	1129	1160	1028	975	1473	1476	1247	1234	1067	787	823	1094	1207	1085	995	1304	969	1547	835	1524	916	889	761	814	1209	1001	592	1117	1297	1043	1190	367	325	339	526	178	381	261	267	290	334	524	301	304	158	180	1311	1097					
9	Число недействительных избирательных бюллетеней	391	7	3	10	11	25	14	11	6	5	6	10	9	0	1	0	9	6	3	12	0	6	12	15	16	19	0	0	5	11	7	7	5	2	23	16	6	19	21	0	10	7	5	0	6	0	0	0	3	6	0	1	0	3	1	1	0	10					
10	Число действительных избирательных бюллетеней	53351	1213	1084	1101	935	1406	1110	1251	1133	937	1156	1204	1050	1080	1499	1505	1284	1259	1089	806	872	1130	1239	1098	1019	1326	988	1581	850	1550	937	903	775	851	1215	998	648	1113	1344	1071	1204	511	358	416	654	230	415	287	333	317	541	620	385	376	264	272	1401	1157					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	607	8	8	26	3	23	16	13	12	13	18	18	13	13	16	12	13	18	8	13	11	8	11	14	11	22	9	8	11	8	6	13	3	11	8	3	3	8	3	3	19	23	13	8	8	3	3	3	3	6	6	3	8	7	3	8	25	20					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	607	8	8	26	3	23	16	13	12	13	18	18	13	13	16	12	13	18	8	13	11	8	11	14	11	22	9	8	11	8	6	13	3	11	8	3	3	8	3	3	19	23	13	8	8	3	3	3	3	6	6	3	8	7	3	8	25	20					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	761	13	12	8	18	17	15	15	23	6	15	15	13	19	18	23	16	14	17	26	11	13	17	11	8	17	15	17	11	13	7	12	11	15	13	8	12	10	11	9	14	9	5	5	7	5	9	91	4	5	10	6	4	5	10	6	7	15					
14	Число погашенных неиспользованных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	590	16	9	10	10	18	7	7	7	11	8	10	11	17	19	17	20	11	17	13	9	16	17	7	13	14	7	17	15	22	14	13	16	9	26	17	5	15	27	28	22	2	0	0	1	0	1	4	0	0	4	5	2	1	0	0	1	2					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	2063	83	47	52	43	65	6	76	57	47	1	23	77	57	61	30	90	51	75	15	17	58	77	24	11	65	49	81	14	90	13	28	30	56	39	24	19	30	78	11	47	35	8	26	10	2	10	4	3	3	6	13	10	26	1	18	6	65					
		3.84%	6.80%	4.32%	4.68%	4.55%	4.54%	0.53%	6.02%	5.00%	4.99%	0.09%	1.89%	7.27%	5.28%	4.07%	1.99%	6.96%	4.03%	6.87%	1.83%	1.95%	5.11%	6.16%	2.16%	1.06%	4.83%	4.96%	5.12%	1.64%	5.77%	1.38%	3.08%	3.85%	6.57%	3.15%	2.37%	2.91%	2.65%	5.71%	1.03%	3.87%	6.76%	2.20%	6.25%	1.52%	0.87%	2.41%	1.39%	0.89%	0.93%	1.11%	2.09%	2.60%	6.86%	0.38%	6.59%	0.43%	5.57%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	3002	81	50	52	41	112	47	73	57	52	70	70	51	39	106	94	90	114	71	14	61	65	18	100	76	90	99	68	16	107	47	36	20	22	79	52	9	47	61	30	64	41	18	13	15	20	10	2	15	17	38	14	19	24	2	20	139	144					
		5.59%	6.64%	4.60%	4.68%	4.33%	7.83%	4.18%	5.78%	5.00%	5.52%	6.02%	5.77%	4.82%	3.61%	7.07%	6.25%	6.96%	9.01%	6.50%	1.71%	6.99%	5.72%	1.44%	8.98%	7.34%	6.69%	10.02%	4.30%	1.87%	6.85%	4.98%	3.96%	2.56%	2.58%	6.38%	5.13%	1.38%	4.15%	4.47%	2.80%	5.27%	7.92%	4.96%	3.13%	2.27%	8.70%	2.41%	0.70%	4.46%	5.26%	7.02%	2.25%	4.94%	6.33%	0.75%	7.33%	9.92%	12.34%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	216	4	2	3	4	5	2	2	6	0	0	0	2	8	3	0	1	5	3	3	1	0	3	7	4	13	0	4	0	13	5	2	6	7	9	7	3	7	2	2	11	4	0	0	16	0	0	0	4	7	5	3	4	4	1	0	2	7					
		0.40%	0.33%	0.18%	0.27%	0.42%	0.35%	0.18%	0.16%	0.53%	0.00%	0.00%	0.00%	0.19%	0.74%	0.20%	0.00%	0.08%	0.40%	0.27%	0.37%	0.11%	0.00%	0.24%	0.63%	0.39%	0.97%	0.00%	0.25%	0.00%	0.83%	0.53%	0.22%	0.77%	0.82%	0.73%	0.69%	0.46%	0.62%	0.15%	0.19%	0.91%	0.77%	0.00%	0.00%	2.42%	0.00%	0.00%	0.00%	1.19%	2.17%	0.92%	0.48%	1.04%	1.06%	0.38%	0.00%	0.14%	0.60%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	7410	138	146	161	126	132	224	169	182	121	237	176	135	157	200	249	155	143	131	139	134	135	187	107	139	155	99	235	163	149	144	128	131	97	135	133	120	161	189	232	150	107	36	37	54	21	55	46	32	41	38	62	36	53	24	23	300	201					
		13.79%	11.31%	13.43%	14.49%	13.32%	9.22%	19.93%	13.39%	15.98%	12.85%	20.40%	14.50%	12.75%	14.54%	13.33%	16.54%	11.99%	11.30%	11.99%	16.99%	15.37%	11.88%	14.95%	9.61%	13.43%	11.52%	10.02%	14.86%	19.06%	9.55%	15.25%	14.07%	16.79%	11.37%	10.90%	13.12%	18.35%	14.22%	13.85%	21.66%	12.36%	20.66%	9.92%	8.89%	8.18%	9.13%	13.25%	16.03%	9.52%	12.69%	7.02%	9.98%	9.35%	13.98%	9.06%	8.42%	21.41%	17.22%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	435	7	5	15	0	14	1	5	0	3	0	27	10	2	3	2	4	8	11	5	2	18	13	21	5	33	0	34	0	5	15	8	4	2	5	5	3	25	3	3	10	9	4	7	14	0	7	0	9	6	9	8	8	3	1	0	3	11					
		0.81%	0.57%	0.46%	1.35%	0.00%	0.98%	0.09%	0.40%	0.00%	0.32%	0.00%	2.22%	0.94%	0.19%	0.20%	0.13%	0.31%	0.63%	1.01%	0.61%	0.23%	1.58%	1.04%	1.89%	0.48%	2.45%	0.00%	2.15%	0.00%	0.32%	1.59%	0.88%	0.51%	0.23%	0.40%	0.49%	0.46%	2.21%	0.22%	0.28%	0.82%	1.74%	1.10%	1.68%	2.12%	0.00%	1.69%	0.00%	2.68%	1.86%	1.66%	1.29%	2.08%	0.79%	0.38%	0.00%	0.21%	0.94%					
