Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																						
Дата голосования: 02.12.2007																																						
																																						
Наименование Избирательной комиссии:    ТИК Чердынского МР																																						
																																						
Сводная таблица результатов выборов																																						
																																						
		Сумма	УИК №4201	УИК №4202	УИК №4203	УИК №4204	УИК №4205	УИК №4206	УИК №4207	УИК №4208	УИК №4209	УИК №4210	УИК №4211	УИК №4212	УИК №4213	УИК №4214	УИК №4215	УИК №4216	УИК №4217	УИК №4218	УИК №4219	УИК №4220	УИК №4221	УИК №4222	УИК №4223	УИК №4224	УИК №4225	УИК №4226	УИК №4227	УИК №4228	УИК №4229	УИК №4230	УИК №4231					
1	"Число избирателей, внесенных в списки избирателей"	18493	1694	1127	1203	799	203	113	141	2199	227	130	175	1179	1413	215	141	631	1321	424	403	436	772	436	233	181	185	440	424	756	372	234	286					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	16750	1400	1050	1050	700	200	100	120	1950	230	120	160	1050	1300	220	140	570	1150	430	350	430	700	400	230	170	180	400	380	700	370	220	280					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	221	0	0	0	0	0	0	0	0	0	15	7	0	0	0	0	65	0	0	50	0	37	32	0	0	0	15	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	9188	870	555	758	447	136	88	96	989	133	51	85	516	692	114	31	273	627	278	246	228	285	245	116	101	110	113	262	328	140	112	163					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1346	69	22	30	20	0	3	5	119	10	12	19	58	54	8	48	119	22	22	1	18	137	12	20	25	10	159	22	143	84	37	38					
6	Число погашенных избирательных бюллетеней	5995	461	473	262	233	64	9	19	842	87	42	49	476	554	98	61	113	501	130	53	184	241	111	94	44	60	113	96	229	146	71	79					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1567	69	22	30	20	0	3	5	119	10	27	26	58	54	8	48	184	22	22	51	18	174	44	20	25	10	174	22	143	84	37	38					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	9188	870	555	758	447	136	88	96	989	133	51	85	516	692	114	31	273	627	278	246	228	285	245	116	101	110	113	262	328	140	112	163					
9	Число недействительных избирательных бюллетеней	70	7	3	6	5	2	0	5	10	0	0	2	2	3	5	0	2	2	0	3	1	1	2	0	0	1	5	1	1	1	0	0					
10	Число действительных избирательных бюллетеней	10685	932	574	782	462	134	91	96	1098	143	78	109	572	743	117	79	455	647	300	294	245	458	287	136	126	119	282	283	470	223	149	201					
