Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																
Дата голосования: 07.12.2003 0:00:00																																
																																
Наименование Избирательной комиссии:    Райчихинская городская																																
																																
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																
																																
		Сумма	УИК №489	УИК №490	УИК №491	УИК №492	УИК №493	УИК №494	УИК №495	УИК №496	УИК №497	УИК №498	УИК №499	УИК №500	УИК №501	УИК №502	УИК №503	УИК №504	УИК №505	УИК №506	УИК №507	УИК №508	УИК №509	УИК №510	УИК №511	УИК №512	УИК №513					
1	"Число избирателей, внесенных в списки"	36201	1974	2298	1681	2933	2919	1497	1826	1678	885	576	1270	647	550	540	1158	350	417	1932	2589	2722	2434	888	452	745	1240					
2	"Число бюллетеней, полученных участковыми комиссиями"	36142	2000	2230	1650	2985	2929	1400	1800	1550	860	560	1260	650	550	1200	1200	345	406	1862	2500	2600	2400	860	460	685	1200					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	15762	714	974	611	1243	1118	772	774	671	289	204	442	229	157	506	519	137	173	878	1275	1395	1273	286	219	339	564					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	683	41	35	32	48	45	81	14	17	25	12	37	7	24	34	67	16	1	5	41	33	20	3	6	22	17					
6	Число погашенных бюллетеней	19697	1245	1221	1007	1694	1766	547	1012	862	546	344	781	414	369	660	614	192	232	979	1184	1172	1107	571	235	324	619					
7	Число бюллетеней в переносных ящиках для голосования	683	41	35	32	48	45	81	14	17	25	12	37	7	24	34	67	16	1	5	41	33	20	3	6	22	17					
8	Число бюллетеней в стационарных ящиках для голосования	15757	714	974	611	1243	1118	772	773	671	289	204	442	229	157	506	519	137	173	878	1275	1391	1273	286	219	339	564					
9	Число недействительных бюллетеней	193	19	12	8	11	9	10	3	7	0	0	6	8	4	13	7	0	4	12	11	16	7	3	5	7	11					
10	Число действительных бюллетеней	16247	736	997	635	1280	1154	843	784	681	314	216	473	228	177	527	579	153	170	871	1305	1408	1286	286	220	354	570					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	250	10	10	10	20	10	20	10	10	10	5	10	5	5	10	10	5	5	10	15	15	15	10	5	5	10					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	104	6	8	0	11	6	10	3	8	0	0	2	0	1	3	1	2	4	2	10	15	7	0	1	0	4					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	54	1	4	1	4	10	0	1	5	1	0	1	0	0	3	2	2	1	3	6	4	3	0	0	0	2					
14	Число погашенных открепительных удостоверений	146	4	2	10	9	4	10	7	2	10	5	8	5	4	7	9	3	1	8	5	0	8	10	4	5	6					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
