Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																
Дата голосования: 18.09.2016																																																
																																																
Наименование Избирательной комиссии:    Кезская																																																
																																																
Сводная таблица итогов голосования по федеральному избирательному округу																																																
																																																
		Сумма	УИК №2101	УИК №2102	УИК №2103	УИК №2104	УИК №2105	УИК №2106	УИК №2107	УИК №2108	УИК №2109	УИК №2110	УИК №2111	УИК №2112	УИК №2113	УИК №2114	УИК №2115	УИК №2116	УИК №2117	УИК №2118	УИК №2119	УИК №2120	УИК №2121	УИК №2122	УИК №2123	УИК №2124	УИК №2125	УИК №2126	УИК №2127	УИК №2128	УИК №2129	УИК №2130	УИК №2131	УИК №2132	УИК №2133	УИК №2134	УИК №2135	УИК №2136	УИК №2137									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	18710	354	187	498	477	257	351	109	118	113	309	481	362	409	298	184	223	315	138	462	276	195	381	644	791	141	162	316	247	358	471	1402	1267	1409	1255	1171	1346	1233									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	16710	360	200	500	450	320	360	100	120	100	300	500	350	450	300	170	200	300	140	450	250	190	350	650	750	130	150	320	250	350	450	1000	1000	1100	1000	1000	1100	1000									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	8196	197	103	224	187	163	187	66	67	54	184	192	159	220	151	88	88	141	63	203	148	118	169	272	298	82	65	151	130	144	179	627	478	621	547	420	572	438									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	1051	60	26	67	45	57	27	2	0	8	29	55	28	15	32	17	15	37	14	71	6	2	35	45	92	8	14	25	7	18	38	22	15	16	32	14	39	18									
6	Число погашенных избирательных бюллетеней	7462	103	71	209	218	99	146	32	53	38	87	253	163	215	117	65	97	122	63	176	96	70	146	333	360	40	71	144	113	188	233	351	507	463	421	566	489	544									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	1051	60	26	67	45	57	27	2	0	8	29	55	28	15	32	17	15	37	14	71	6	2	35	45	92	8	14	25	7	18	38	22	15	16	32	14	39	18									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	8176	197	103	224	187	163	187	66	67	54	184	192	159	220	151	88	88	141	63	203	148	118	169	272	298	82	65	151	130	144	179	627	478	619	529	420	572	438									
9	Число недействительных избирательных бюллетеней	388	8	5	18	15	2	6	4	2	6	13	41	10	7	2	7	5	8	3	10	12	5	6	2	13	3	5	6	18	7	4	23	34	15	0	20	27	16									
10	Число действительных избирательных бюллетеней	8839	249	124	273	217	218	208	64	65	56	200	206	177	228	181	98	98	170	74	264	142	115	198	315	377	87	74	170	119	155	213	626	459	620	561	414	584	440									
