Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																										
Дата голосования: 02.12.2007																										
																										
Наименование Избирательной комиссии:    Красноуральская городская																										
																										
Сводная таблица результатов выборов																										
																										
		Сумма	УИК №2031	УИК №2032	УИК №2033	УИК №2034	УИК №2035	УИК №2036	УИК №2037	УИК №2038	УИК №2039	УИК №2040	УИК №2041	УИК №2042	УИК №2043	УИК №2044	УИК №2045	УИК №2046	УИК №2047	УИК №2048	УИК №2049					
1	"Число избирателей, внесенных в списки избирателей"	23403	780	1166	721	1212	1825	2195	1585	1792	2106	2312	1094	1296	1900	2119	643	56	183	339	79					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	22480	700	1100	650	1100	1750	2150	1600	1750	2050	2250	1050	1200	1800	2050	650	50	150	350	80					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	14185	395	748	403	762	1225	1427	1083	1112	1388	1530	571	579	990	1260	338	19	117	207	31					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	562	26	23	5	30	20	35	24	28	34	41	24	56	64	30	44	31	5	22	20					
6	Число погашенных избирательных бюллетеней	7733	279	329	242	308	505	688	493	610	628	679	455	565	746	760	268	0	28	121	29					
7	Число избирательных бюллетеней в переносных ящиках для голосования	562	26	23	5	30	20	35	24	28	34	41	24	56	64	30	44	31	5	22	20					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	14185	395	748	403	762	1225	1427	1083	1112	1388	1530	571	579	990	1260	338	19	117	207	31					
9	Число недействительных избирательных бюллетеней	121	2	5	4	4	13	19	6	9	16	19	1	8	3	8	2	1	1	0	0					
10	Число действительных избирательных бюллетеней	14626	419	766	404	788	1232	1443	1101	1131	1406	1552	594	627	1051	1282	380	49	121	229	51					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	165	2	6	6	8	13	23	7	8	15	19	7	3	10	15	11	0	5	2	5					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	165	2	6	6	8	13	23	7	8	15	19	7	3	10	15	11	0	5	2	5					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	141	7	23	4	19	11	5	6	9	7	7	7	4	4	12	2	2	2	3	7					
14	Число погашенных неиспользованных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	35	3	3	0	2	1	4	2	3	8	2	0	1	2	3	0	0	0	0	1					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																										
18	1.Политическая партия «Аграрная партия России»	272	7	14	6	13	22	35	19	19	27	30	8	5	15	26	13	0	5	8	0					
		1.84%	1.66%	1.82%	1.47%	1.64%	1.77%	2.39%	1.72%	1.67%	1.90%	1.91%	1.34%	0.79%	1.42%	2.02%	3.40%	0.00%	4.10%	3.49%	0.00%					
19	2.Всероссийская политическая партия «Гражданская Сила»	210	6	12	8	7	20	15	16	12	18	24	6	6	10	25	18	1	0	6	0					
		1.42%	1.43%	1.56%	1.96%	0.88%	1.61%	1.03%	1.45%	1.05%	1.27%	1.53%	1.01%	0.94%	0.95%	1.94%	4.71%	2.00%	0.00%	2.62%	0.00%					
