Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																										
Дата голосования: 04.12.2011																										
																										
Наименование Избирательной комиссии:    Красноуральская городская																										
																										
Сводная таблица результатов выборов																										
																										
		Сумма	УИК №2031	УИК №2032	УИК №2033	УИК №2034	УИК №2035	УИК №2036	УИК №2037	УИК №2038	УИК №2039	УИК №2040	УИК №2041	УИК №2042	УИК №2043	УИК №2044	УИК №2045	УИК №2046	УИК №2047	УИК №2048	УИК №2049					
1	"Число избирателей, внесенных в список избирателей"	22194	840	1129	671	1217	1655	2029	1555	1652	1964	2207	1051	1283	1655	1965	690	61	188	306	76					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	21230	800	1100	600	1050	1600	2000	1500	1600	1900	2200	1000	1200	1600	1900	600	60	150	300	70					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	12168	375	619	326	647	1046	1224	949	980	1188	1379	506	468	746	1069	319	38	106	159	24					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	586	17	16	3	113	18	47	28	33	22	41	48	48	18	37	31	22	10	18	16					
6	Число погашенных избирательных бюллетеней	8476	408	465	271	290	536	729	523	587	690	780	446	684	836	794	250	0	34	123	30					
7	Число избирательных бюллетеней в переносных ящиках для голосования	586	17	16	3	113	18	47	28	33	22	41	48	48	18	37	31	22	10	18	16					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	12168	375	619	326	647	1046	1224	949	980	1188	1379	506	468	746	1069	319	38	106	159	24					
9	Число недействительных избирательных бюллетеней	362	8	19	9	24	23	42	33	24	31	40	15	15	19	36	11	4	3	5	1					
10	Число действительных избирательных бюллетеней	12392	384	616	320	736	1041	1229	944	989	1179	1380	539	501	745	1070	339	56	113	172	39					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	245	10	9	5	13	12	30	24	18	21	33	5	11	19	20	5	0	5	5	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	244	10	9	5	13	12	30	23	18	21	33	5	11	19	20	5	0	5	5	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	128	2	7	2	11	9	8	6	8	6	22	12	14	3	5	1	2	3	0	7					
14	Число погашенных неиспользованных открепительных удостоверений	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	25	1	2	1	1	1	3	1	3	2	2	1	2	2	3	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																										
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	2499	59	99	64	159	233	258	211	236	221	298	84	84	156	234	60	12	11	15	5					
		19.59%	15.05%	15.59%	19.45%	20.92%	21.90%	20.30%	21.60%	23.30%	18.26%	20.99%	15.16%	16.28%	20.42%	21.16%	17.14%	20.00%	9.48%	8.47%	12.50%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	2804	98	169	67	168	200	262	194	196	263	295	149	121	194	252	94	12	21	38	11					
		21.99%	25.00%	26.61%	20.36%	22.11%	18.80%	20.61%	19.86%	19.35%	21.74%	20.77%	26.90%	23.45%	25.39%	22.78%	26.86%	20.00%	18.10%	21.47%	27.50%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	110	5	5	0	5	7	9	7	6	11	23	4	2	5	12	3	0	1	4	1					
		0.86%	1.28%	0.79%	0.00%	0.66%	0.66%	0.71%	0.72%	0.59%	0.91%	1.62%	0.72%	0.39%	0.65%	1.08%	0.86%	0.00%	0.86%	2.26%	2.50%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	2138	82	109	56	103	143	201	178	175	231	217	91	86	119	234	57	10	11	22	13					
		16.76%	20.92%	17.17%	17.02%	13.55%	13.44%	15.81%	18.22%	17.28%	19.09%	15.28%	16.43%	16.67%	15.58%	21.16%	16.29%	16.67%	9.48%	12.43%	32.50%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	206	5	13	6	10	22	16	13	13	18	31	5	7	11	27	5	2	0	2	0					
