Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																
Дата голосования: 07.12.2003 0:00:00																																																
																																																
Наименование Избирательной комиссии:    Амурская																																																
																																																
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																
																																																
		Сумма	УИК №411	УИК №412	УИК №413	УИК №414	УИК №415	УИК №416	УИК №417	УИК №418	УИК №419	УИК №420	УИК №421	УИК №422	УИК №423	УИК №424	УИК №425	УИК №426	УИК №427	УИК №428	УИК №429	УИК №430	УИК №431	УИК №432	УИК №433	УИК №434	УИК №435	УИК №436	УИК №437	УИК №438	УИК №439	УИК №440	УИК №441	УИК №442	УИК №443	УИК №444	УИК №445	УИК №446	УИК №447	УИК №448	УИК №449	УИК №450	УИК №451					
1	"Число избирателей, внесенных в списки"	56713	1909	1938	1903	1688	1463	1542	1696	1705	1748	1821	1678	2101	1937	1840	2046	2038	1941	2027	2069	1833	192	439	1287	1499	1195	1368	1341	1322	1855	633	276	1581	1786	346	925	327	914	1805	274	288	137					
2	"Число бюллетеней, полученных участковыми комиссиями"	52895	1800	1800	1800	1600	1400	1500	1600	1600	1600	1700	1600	1900	1800	1700	1900	1900	1800	1900	1900	1700	200	400	1200	1400	1100	1300	1200	1200	1700	600	250	1500	1700	350	850	300	900	1600	250	260	135					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	27337	1078	1043	1002	783	776	872	858	810	938	867	737	978	1052	865	1040	987	957	1063	1050	921	192	230	604	706	575	673	587	577	769	506	141	694	703	123	275	163	312	491	132	133	74					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1138	20	20	28	48	25	35	41	36	32	18	16	34	27	27	26	23	25	10	19	16	0	4	73	10	27	16	49	9	26	0	0	47	90	11	113	6	55	76	0	0	0					
6	Число погашенных бюллетеней	24420	702	737	770	769	599	593	701	754	630	815	847	888	721	808	834	890	818	827	831	763	8	166	523	684	498	611	564	614	905	94	109	759	907	216	462	131	533	1033	118	127	61					
7	Число бюллетеней в переносных ящиках для голосования	1138	20	20	28	48	25	35	41	36	32	18	16	34	27	27	26	23	25	10	19	16	0	4	73	10	27	16	49	9	26	0	0	47	90	11	113	6	55	76	0	0	0					
8	Число бюллетеней в стационарных ящиках для голосования	27312	1078	1042	1002	783	776	872	858	807	938	867	737	976	1043	864	1040	987	956	1062	1047	919	192	230	604	706	575	673	586	577	769	506	141	693	703	123	275	163	312	491	132	133	74					
9	Число недействительных бюллетеней	239	1	4	8	14	6	5	5	7	6	7	8	9	10	4	7	10	4	6	3	3	3	3	6	12	15	10	4	4	9	3	2	2	17	0	3	1	4	10	2	2	0					
10	Число действительных бюллетеней	28211	1097	1058	1022	817	795	902	894	836	964	878	745	1001	1060	887	1059	1000	977	1066	1063	932	189	231	671	704	587	679	631	582	786	503	139	738	776	134	385	168	363	557	130	131	74					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	670	20	20	20	20	20	20	20	20	20	20	20	15	20	20	20	15	20	20	20	20	0	10	30	15	15	15	15	15	15	10	10	15	15	10	15	10	15	20	10	10	10					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	233	16	13	15	7	8	13	7	11	10	7	5	5	8	6	12	11	3	8	14	12	0	1	4	0	11	3	2	8	2	5	0	3	2	0	1	0	0	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	170	7	9	12	9	2	5	7	3	4	4	1	7	3	5	5	6	7	7	5	6	9	10	3	2	1	3	3	2	1	0	3	5	1	0	2	0	2	9	0	0	0					
14	Число погашенных открепительных удостоверений	437	4	7	5	13	12	7	13	9	10	13	15	10	12	14	8	4	17	12	6	8	0	9	26	15	4	12	13	7	13	5	10	12	13	10	14	10	15	20	10	10	10					
15	Число открепительных удостоверений выданных ТИК	12	1	0	1	2	0	0	1	0	0	0	2	0	0	0	1	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
