Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																															
Дата голосования: 18.09.2016																																															
																																															
Наименование Избирательной комиссии:    Белоярская																																															
																																															
Сводная таблица итогов голосования по федеральному избирательному округу																																															
																																															
		Сумма	УИК №210	УИК №211	УИК №212	УИК №213	УИК №214	УИК №215	УИК №216	УИК №217	УИК №218	УИК №219	УИК №220	УИК №221	УИК №222	УИК №223	УИК №224	УИК №225	УИК №226	УИК №227	УИК №228	УИК №229	УИК №230	УИК №231	УИК №232	УИК №233	УИК №234	УИК №235	УИК №236	УИК №237	УИК №238	УИК №239	УИК №240	УИК №241	УИК №242	УИК №243	УИК №2707	УИК №2708									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	29426	1205	1495	1578	1553	1339	670	673	202	267	104	1145	335	588	1482	1035	432	728	334	227	1314	1418	1427	721	143	218	1104	523	1095	262	752	486	1325	274	1548	642	782									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	29000	1200	1500	1500	1500	1300	700	800	300	300	100	1000	350	600	1500	950	400	700	300	200	1300	1300	1500	800	150	200	1050	500	1100	300	700	500	1350	300	1550	600	600									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	11994	570	692	740	360	584	271	321	115	93	44	542	144	289	658	252	131	161	126	77	406	751	615	281	40	103	560	253	491	131	337	147	443	67	589	249	361									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	509	23	12	15	0	22	16	15	12	21	0	21	29	15	15	5	4	6	9	12	20	12	34	21	10	1	16	1	33	17	30	7	29	2	10	7	7									
6	Число погашенных избирательных бюллетеней	16497	607	796	745	1140	694	413	464	173	186	56	437	177	296	827	693	265	533	165	111	874	537	851	498	100	96	474	246	576	152	333	346	878	231	951	344	232									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	509	23	12	15	0	22	16	15	12	21	0	21	29	15	15	5	4	6	9	12	20	12	34	21	10	1	16	1	33	17	30	7	29	2	10	7	7									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	11989	569	691	740	360	584	271	321	115	93	44	542	144	289	658	252	131	161	126	77	406	751	615	281	40	103	560	253	488	131	337	147	443	67	589	249	361									
9	Число недействительных избирательных бюллетеней	700	29	42	47	15	20	16	24	20	6	7	34	7	16	40	14	11	5	8	3	19	39	35	13	0	7	40	16	41	4	12	9	33	3	45	7	13									
10	Число действительных избирательных бюллетеней	11798	563	661	708	345	586	271	312	107	108	37	529	166	288	633	243	124	162	127	86	407	724	614	289	50	97	536	238	480	144	355	145	439	66	554	249	355									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	595	20	20	20	40	20	15	15	10	10	5	20	15	15	40	45	15	15	15	5	20	20	20	15	5	10	20	15	20	5	10	10	20	5	20	10	10									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	216	6	6	11	24	3	0	2	1	4	4	2	3	1	37	32	3	5	2	1	9	6	2	10	0	1	8	4	0	1	2	2	8	2	5	1	8									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	241	9	6	3	4	0	0	2	1	2	3	7	2	7	21	7	9	6	5	5	2	35	27	7	5	1	4	0	17	4	25	4	2	3	1	2	3									
14	Число погашенных неиспользованных открепительных удостоверений	379	14	14	9	16	17	15	13	9	6	1	18	12	14	3	13	12	10	13	4	11	14	18	5	5	9	12	11	20	4	8	8	12	3	15	9	2									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	21	0	1	0	1	0	1	1	1	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	7	1	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																															
