Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																										
Дата голосования: 07.12.2003 0:00:00																										
																										
Наименование Избирательной комиссии:    Воскресенская																										
																										
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																										
																										
		Сумма	УИК №206	УИК №207	УИК №208	УИК №209	УИК №210	УИК №211	УИК №212	УИК №213	УИК №214	УИК №215	УИК №216	УИК №217	УИК №218	УИК №219	УИК №220	УИК №221	УИК №222	УИК №223	УИК №224					
1	"Число избирателей, внесенных в списки"	8715	321	495	1582	181	366	311	229	623	338	307	190	288	316	55	93	230	242	1485	1063					
2	"Число бюллетеней, полученных участковыми комиссиями"	8506	323	455	1529	178	337	300	217	593	334	310	186	286	318	55	93	269	238	1460	1025					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	5987	287	378	964	164	229	213	177	441	240	209	139	229	290	55	85	223	161	832	671					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	531	13	25	50	0	64	22	20	61	51	38	23	24	12	0	8	7	49	37	27					
6	Число погашенных бюллетеней	1988	23	52	515	14	44	65	20	91	43	63	24	33	16	0	0	39	28	591	327					
7	Число бюллетеней в переносных ящиках для голосования	531	13	25	50	0	64	22	20	61	51	38	23	24	12	0	8	7	49	37	27					
8	Число бюллетеней в стационарных ящиках для голосования	5987	287	378	964	164	229	213	177	441	240	209	139	229	290	55	85	223	161	832	671					
9	Число недействительных бюллетеней	81	1	0	9	3	1	2	1	11	1	0	1	4	4	4	3	3	4	11	18					
10	Число действительных бюллетеней	6437	299	403	1005	161	292	233	196	491	290	247	161	249	298	51	90	227	206	858	680					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	498	13	25	90	10	20	15	20	30	20	15	10	15	15	5	5	20	5	95	70					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	59	3	8	5	1	0	2	2	4	2	7	0	4	1	0	0	4	0	13	3					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	61	0	17	6	4	5	3	1	1	7	1	3	1	1	0	0	2	0	2	7					
14	Число погашенных открепительных удостоверений	439	10	17	85	9	20	13	18	26	18	8	10	11	14	5	5	16	5	82	67					
15	Число открепительных удостоверений выданных ТИК	9	0	0	0	0	1	0	0	0	0	0	0	0	0	5	0	0	0	0	3					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																										
18	"1. ""ЕДИНЕНИЕ"""	99	6	4	18	0	5	3	2	4	7	6	4	9	4	0	0	6	2	14	5					
		1.51%	2.0%	0.99%	1.77%	0.0%	1.70%	1.27%	1.01%	0.79%	2.40%	2.42%	2.46%	3.55%	1.32%	0.0%	0.0%	2.60%	0.95%	1.61%	0.71%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	69	0	2	10	0	2	1	0	5	4	1	2	4	3	0	0	8	3	11	13					
		1.05%	0.0%	0.49%	0.98%	0.0%	0.68%	0.42%	0.0%	0.99%	1.37%	0.40%	1.23%	1.58%	0.99%	0.0%	0.0%	3.47%	1.42%	1.26%	1.86%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	149	6	7	42	8	7	7	3	8	4	2	7	8	1	0	0	5	0	20	14					
		2.28%	2.0%	1.73%	4.14%	4.87%	2.38%	2.97%	1.52%	1.59%	1.37%	0.80%	4.32%	3.16%	0.33%	0.0%	0.0%	2.17%	0.0%	2.30%	2.00%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	80	2	4	24	0	5	0	0	2	2	2	2	3	2	0	2	0	4	14	12					
