Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																		
Дата голосования: 04.12.2011																																		
																																		
Наименование Избирательной комиссии:    Кумертауская городская																																		
																																		
Сводная таблица результатов выборов																																		
																																		
		Сумма	УИК №426	УИК №427	УИК №428	УИК №429	УИК №430	УИК №431	УИК №432	УИК №433	УИК №434	УИК №435	УИК №436	УИК №437	УИК №438	УИК №439	УИК №440	УИК №441	УИК №442	УИК №443	УИК №444	УИК №445	УИК №446	УИК №447	УИК №448	УИК №449	УИК №450	УИК №451	УИК №452					
1	"Число избирателей, внесенных в список избирателей"	52964	1343	1296	2563	2575	2645	2448	2478	989	1875	1533	1398	2426	2372	2438	2582	1318	1499	2660	2796	2713	2588	2402	976	1832	1010	1979	230					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	48100	1200	1200	2350	2300	2400	2200	2250	950	1650	1350	1150	2200	2150	2150	2400	1200	1350	2550	2500	2450	2450	2150	900	1600	950	1800	300					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	36688	914	921	1672	1845	1908	1676	1831	576	1161	1177	903	1688	1466	1231	1824	916	1065	1868	2083	1926	1884	1589	647	1317	651	1721	228					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1225	50	20	53	65	26	60	64	67	38	23	45	72	34	29	51	40	29	62	35	20	25	24	56	138	62	37	0					
6	Число погашенных избирательных бюллетеней	10187	236	259	625	390	466	464	355	307	451	150	202	440	650	890	525	244	256	620	382	504	541	537	197	145	237	42	72					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1225	50	20	53	65	26	60	64	67	38	23	45	72	34	29	51	40	29	62	35	20	25	24	56	138	62	37	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	36680	914	921	1672	1845	1908	1676	1831	576	1161	1177	902	1688	1466	1226	1824	914	1065	1868	2083	1926	1884	1589	647	1317	651	1721	228					
9	Число недействительных избирательных бюллетеней	339	4	4	28	73	5	0	2	12	1	10	10	9	12	16	3	6	0	10	4	25	0	12	6	8	11	2	66					
10	Число действительных избирательных бюллетеней	37566	960	937	1697	1837	1929	1736	1893	631	1198	1190	937	1751	1488	1239	1872	948	1094	1920	2114	1921	1909	1601	697	1447	702	1756	162					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	745	23	25	43	38	35	22	35	12	30	25	15	35	30	34	45	20	17	30	40	44	45	37	15	20	10	20	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	694	21	25	42	37	35	20	35	11	25	20	12	34	30	34	45	13	17	28	40	43	44	36	10	9	10	18	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	447	8	7	11	13	8	20	20	11	38	16	99	8	11	14	3	15	12	18	17	20	5	16	14	10	5	13	15					
14	Число погашенных неиспользованных открепительных удостоверений	51	2	0	1	1	0	2	0	1	5	5	3	1	0	0	0	7	0	2	0	1	1	1	5	11	0	2	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	50	4	1	3	0	4	2	2	0	5	1	1	3	2	1	2	1	1	0	2	1	7	1	0	1	0	5	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																		
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1544	50	43	19	155	16	29	95	90	54	30	27	87	88	150	57	96	41	12	78	25	16	30	27	40	99	87	3					
		4.07%	5.19%	4.57%	1.10%	8.12%	0.83%	1.67%	5.01%	13.99%	4.50%	2.50%	2.85%	4.94%	5.87%	11.95%	3.04%	10.06%	3.75%	0.62%	3.68%	1.28%	0.84%	1.86%	3.84%	2.75%	13.88%	4.95%	1.32%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	1547	31	52	18	73	60	70	137	56	100	10	17	47	98	140	47	92	28	21	56	59	83	13	32	46	105	51	5					
		4.08%	3.22%	5.53%	1.04%	3.82%	3.10%	4.03%	7.23%	8.71%	8.34%	0.83%	1.80%	2.67%	6.53%	11.16%	2.51%	9.64%	2.56%	1.09%	2.64%	3.03%	4.35%	0.81%	4.55%	3.16%	14.73%	2.90%	2.19%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	185	7	2	3	13	4	5	13	11	6	3	4	8	21	15	1	8	5	10	8	4	10	5	4	5	3	6	1					
		0.49%	0.73%	0.21%	0.17%	0.68%	0.21%	0.29%	0.69%	1.71%	0.50%	0.25%	0.42%	0.45%	1.40%	1.20%	0.05%	0.84%	0.46%	0.52%	0.38%	0.21%	0.52%	0.31%	0.57%	0.34%	0.42%	0.34%	0.44%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	7008	132	213	426	396	450	311	255	197	207	165	167	288	331	329	328	254	191	303	370	321	334	238	139	253	204	195	11					
		18.49%	13.69%	22.64%	24.70%	20.73%	23.27%	17.91%	13.46%	30.64%	17.26%	13.75%	17.63%	16.36%	22.07%	26.22%	17.49%	26.62%	17.46%	15.70%	17.47%	16.50%	17.50%	14.76%	19.77%	17.39%	28.61%	11.09%	4.82%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	232	13	2	5	18	6	0	19	21	9	3	1	12	27	18	2	16	3	11	4	9	7	6	7	3	6	2	2					
		0.61%	1.35%	0.21%	0.29%	0.94%	0.31%	0.00%	1.00%	3.27%	0.75%	0.25%	0.11%	0.68%	1.80%	1.43%	0.11%	1.68%	0.27%	0.57%	0.19%	0.46%	0.37%	0.37%	0.99%	0.21%	0.84%	0.11%	0.88%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	26965	724	622	1224	1180	1390	1319	1369	255	817	977	719	1304	921	583	1436	481	826	1548	1592	1501	1453	1306	487	1098	280	1413	140					
		71.14%	75.10%	66.10%	70.96%	61.78%	71.87%	75.98%	72.24%	39.66%	68.14%	81.42%	75.92%	74.09%	61.40%	46.45%	76.59%	50.42%	75.50%	80.21%	75.17%	77.13%	76.11%	80.97%	69.27%	75.46%	39.27%	80.38%	61.40%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	85	3	3	2	2	3	2	5	1	5	2	2	5	2	4	1	1	0	15	6	2	6	3	1	2	5	2	0					
		0.22%	0.31%	0.32%	0.12%	0.10%	0.16%	0.12%	0.26%	0.16%	0.42%	0.17%	0.21%	0.28%	0.13%	0.32%	0.05%	0.10%	0.00%	0.78%	0.28%	0.10%	0.31%	0.19%	0.14%	0.14%	0.70%	0.11%	0.00%					
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
