Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																		
Дата голосования: 02.12.2007																																		
																																		
Наименование Избирательной комиссии:    Кумертауская городская																																		
																																		
Сводная таблица результатов выборов																																		
																																		
		Сумма	УИК №423	УИК №424	УИК №425	УИК №426	УИК №427	УИК №428	УИК №429	УИК №430	УИК №431	УИК №432	УИК №433	УИК №434	УИК №435	УИК №436	УИК №437	УИК №438	УИК №439	УИК №440	УИК №441	УИК №442	УИК №443	УИК №444	УИК №445	УИК №446	УИК №447	УИК №448	УИК №449					
1	"Число избирателей, внесенных в списки избирателей"	54626	1738	1365	2864	2742	2870	2427	2510	998	1894	1748	1047	2519	2519	2549	2474	2709	1184	1620	2525	2837	2822	2660	1242	1704	944	1897	218					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	51900	1650	1300	2800	2550	2700	2400	2350	950	1750	1650	1000	2350	2300	2350	2350	2450	1100	1550	2450	2700	2700	2450	1250	1800	850	1850	300					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	47815	1525	1210	2665	2452	2623	2153	2231	785	1659	1537	960	2154	2221	2296	2261	2339	1034	1413	2298	1896	2578	2349	895	1613	749	1701	218					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1888	84	45	90	74	32	86	96	134	91	61	16	140	70	46	44	106	52	83	33	31	21	47	249	45	68	44	0					
6	Число погашенных избирательных бюллетеней	2197	41	45	45	24	45	161	23	31	0	52	24	56	9	8	45	5	14	54	119	773	101	54	106	142	33	105	82					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1888	84	45	90	74	32	86	96	134	91	61	16	140	70	46	44	106	52	83	33	31	21	47	249	45	68	44	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	47815	1525	1210	2665	2452	2623	2153	2231	785	1659	1537	960	2154	2221	2296	2261	2339	1034	1413	2298	1896	2578	2349	895	1613	749	1701	218					
9	Число недействительных избирательных бюллетеней	79	0	5	3	2	0	4	0	0	4	0	3	3	2	0	7	3	0	8	0	15	0	11	3	0	4	0	2					
10	Число действительных избирательных бюллетеней	49624	1609	1250	2752	2524	2655	2235	2327	919	1746	1598	973	2291	2289	2342	2298	2442	1086	1488	2331	1912	2599	2385	1141	1658	813	1745	216					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	753	20	20	38	41	38	35	35	12	25	25	20	35	30	33	35	36	15	20	34	46	50	35	20	20	10	25	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	664	15	17	36	38	31	31	35	11	9	25	15	33	30	32	33	29	14	13	29	46	49	34	17	18	4	20	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	339	24	1	7	5	9	6	7	4	1	12	7	11	6	6	145	11	5	3	8	9	6	8	1	9	5	14	9					
14	Число погашенных неиспользованных открепительных удостоверений	89	5	3	2	3	7	4	0	1	16	0	5	2	0	1	2	7	1	7	5	0	1	1	3	2	6	5	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	30	2	2	0	2	0	4	0	0	1	1	0	3	2	2	0	2	0	2	1	0	0	0	0	1	0	5	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																		
18	1.Политическая партия «Аграрная партия России»	83	1	4	1	2	1	2	3	0	2	5	0	2	6	2	6	0	0	4	0	10	0	22	2	3	3	0	2					
		0.17%	0.06%	0.32%	0.04%	0.08%	0.04%	0.09%	0.13%	0.00%	0.11%	0.31%	0.00%	0.09%	0.26%	0.09%	0.26%	0.00%	0.00%	0.27%	0.00%	0.52%	0.00%	0.92%	0.17%	0.18%	0.37%	0.00%	0.92%					
19	2.Всероссийская политическая партия «Гражданская Сила»	23	2	0	0	0	0	3	2	0	0	1	0	3	0	2	5	0	0	0	0	2	0	2	1	0	0	0	0					
		0.05%	0.12%	0.00%	0.00%	0.00%	0.00%	0.13%	0.09%	0.00%	0.00%	0.06%	0.00%	0.13%	0.00%	0.09%	0.22%	0.00%	0.00%	0.00%	0.00%	0.10%	0.00%	0.08%	0.09%	0.00%	0.00%	0.00%	0.00%					
20	3.Политическая партия «Демократическая партия России»	10	0	0	0	0	1	3	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	1	1					
