Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																									
Дата голосования: 07.12.2003 0:00:00																																																									
																																																									
Наименование Избирательной комиссии:    Новоаннинская																																																									
																																																									
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																									
																																																									
		Сумма	УИК №1203	УИК №1204	УИК №1205	УИК №1206	УИК №1207	УИК №1208	УИК №1209	УИК №1210	УИК №1211	УИК №1212	УИК №1213	УИК №1214	УИК №1215	УИК №1216	УИК №1217	УИК №1218	УИК №1219	УИК №1220	УИК №1221	УИК №1222	УИК №1223	УИК №1224	УИК №1225	УИК №1226	УИК №1227	УИК №1228	УИК №1229	УИК №1230	УИК №1231	УИК №1232	УИК №1233	УИК №1234	УИК №1235	УИК №1236	УИК №1237	УИК №1238	УИК №1239	УИК №1240	УИК №1241	УИК №1242	УИК №1243	УИК №1244	УИК №1245	УИК №1246	УИК №1247	УИК №1248	УИК №1249	УИК №1250	УИК №1251	УИК №1252					
1	"Число избирателей, внесенных в списки"	30914	1576	1461	1223	1221	1371	1396	1685	1729	1053	2348	798	82	137	522	205	129	100	431	235	349	808	230	814	152	211	272	498	311	601	249	54	1773	297	78	153	296	544	888	103	198	469	707	165	981	234	270	1263	51	75	118					
2	"Число бюллетеней, полученных участковыми комиссиями"	30170	1500	1300	1100	1100	1200	1300	1500	1600	1000	2200	800	80	150	500	210	130	105	440	260	350	820	230	800	155	210	280	550	400	600	250	65	1700	330	90	160	470	540	860	150	205	500	750	220	1000	235	270	1230	60	90	125					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	15642	727	678	536	495	672	656	840	803	462	1059	488	67	99	313	134	91	75	231	130	200	351	95	487	135	178	137	284	193	326	154	41	768	163	54	96	288	188	438	57	130	228	415	135	496	145	148	573	42	57	84					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1341	40	32	28	10	20	29	49	53	35	41	20	0	6	16	4	8	0	8	5	15	107	70	29	9	0	11	35	19	13	33	5	30	35	3	0	8	152	56	46	5	43	36	30	53	26	22	31	3	3	9					
6	Число погашенных бюллетеней	13187	733	590	536	595	508	615	611	744	503	1100	292	13	45	171	72	31	30	201	125	135	362	65	284	11	32	132	231	188	261	63	19	902	132	33	64	174	200	366	47	70	229	299	55	451	64	100	626	15	30	32					
7	Число бюллетеней в переносных ящиках для голосования	1341	40	32	28	10	20	29	49	53	35	41	20	0	6	16	4	8	0	8	5	15	107	70	29	9	0	11	35	19	13	33	5	30	35	3	0	8	152	56	46	5	43	36	30	53	26	22	31	3	3	9					
8	Число бюллетеней в стационарных ящиках для голосования	15632	727	677	536	493	672	656	840	803	460	1059	488	67	99	313	134	91	75	231	130	200	350	95	487	135	178	137	284	193	326	154	41	768	163	54	96	288	188	438	57	130	228	415	135	493	145	148	573	42	57	83					
9	Число недействительных бюллетеней	396	32	19	26	11	8	11	16	9	19	15	6	2	5	16	0	3	1	8	9	2	7	0	5	0	0	8	3	20	9	0	0	21	0	1	4	6	6	12	2	1	22	18	4	11	8	4	0	0	1	5					
10	Число действительных бюллетеней	16577	735	690	538	492	684	674	873	847	476	1085	502	65	100	313	138	96	74	231	126	213	450	165	511	144	178	140	316	192	330	187	46	777	198	56	92	290	334	482	101	134	249	433	161	535	163	166	604	45	59	87					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	463	20	20	20	20	19	20	20	19	20	20	15	3	3	3	3	3	3	15	3	3	15	3	15	3	3	3	16	3	15	3	3	15	3	3	3	3	15	15	3	3	3	15	3	15	3	3	15	3	3	3					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	46	5	3	1	0	1	3	11	5	0	2	1	0	2	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	1	0	0	2	0	0	0	2	0	2	0	0	0	1	0	1	0	0	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	35	0	1	0	0	0	2	2	3	1	1	4	1	1	0	0	4	1	1	0	0	1	0	0	0	0	0	0	1	2	0	0	1	0	0	0	1	2	0	0	1	0	0	0	1	0	0	3	0	0	0					
14	Число погашенных открепительных удостоверений	417	15	17	19	20	18	17	9	14	20	18	14	3	1	3	3	3	3	14	3	2	15	3	15	3	3	2	16	3	14	3	3	13	3	3	3	1	15	13	3	3	3	14	3	14	3	3	15	3	3	3					
15	Число открепительных удостоверений выданных ТИК	35	0	0	1	2	3	2	0	2	1	2	3	0	0	0	1	0	0	1	0	0	2	0	0	0	0	0	1	1	1	0	0	5	0	0	2	1	1	0	1	0	0	1	0	0	1	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																									
18	"1. ""ЕДИНЕНИЕ"""	176	11	10	3	5	10	2	5	2	6	5	7	1	1	2	1	3	0	1	2	4	5	3	2	5	1	4	4	0	2	1	5	7	2	0	6	4	2	2	2	1	2	11	7	4	0	6	4	3	0	0					
		1.03%	1.43%	1.41%	0.53%	0.99%	1.44%	0.29%	0.56%	0.23%	1.21%	0.45%	1.37%	1.49%	0.95%	0.60%	0.72%	3.03%	0.0%	0.41%	1.48%	1.86%	1.09%	1.81%	0.38%	3.47%	0.56%	2.70%	1.25%	0.0%	0.58%	0.53%	10.86%	0.87%	1.01%	0.0%	6.25%	1.35%	0.58%	0.40%	1.94%	0.74%	0.73%	2.43%	4.24%	0.73%	0.0%	3.52%	0.66%	6.66%	0.0%	0.0%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	515	24	18	8	31	19	29	25	33	20	19	22	3	2	5	4	1	0	20	2	18	9	2	17	4	4	8	9	0	4	1	2	32	0	2	1	4	10	10	5	0	11	26	0	13	9	7	15	1	4	2					
		3.03%	3.12%	2.53%	1.41%	6.16%	2.74%	4.23%	2.81%	3.85%	4.04%	1.72%	4.33%	4.47%	1.90%	1.51%	2.89%	1.01%	0.0%	8.36%	1.48%	8.37%	1.96%	1.21%	3.29%	2.77%	2.24%	5.40%	2.82%	0.0%	1.17%	0.53%	4.34%	4.01%	0.0%	3.50%	1.04%	1.35%	2.94%	2.02%	4.85%	0.0%	4.05%	5.76%	0.0%	2.38%	5.26%	4.11%	2.48%	2.22%	6.66%	2.17%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	317	23	12	18	3	12	20	21	14	11	22	13	0	1	5	1	4	0	4	3	7	4	4	5	3	2	3	5	8	4	3	0	9	4	4	1	3	3	5	0	4	7	10	0	11	2	0	16	0	0	3					
		1.86%	2.99%	1.69%	3.19%	0.59%	1.73%	2.91%	2.36%	1.63%	2.22%	2.0%	2.55%	0.0%	0.95%	1.51%	0.72%	4.04%	0.0%	1.67%	2.22%	3.25%	0.87%	2.42%	0.96%	2.08%	1.12%	2.02%	1.56%	3.77%	1.17%	1.60%	0.0%	1.12%	2.02%	7.01%	1.04%	1.01%	0.88%	1.01%	0.0%	2.96%	2.58%	2.21%	0.0%	2.01%	1.16%	0.0%	2.64%	0.0%	0.0%	3.26%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	265	15	13	14	19	10	13	13	19	4	24	5	0	3	3	0	0	0	1	2	1	7	1	7	2	5	1	2	0	2	4	0	12	5	3	1	1	12	7	1	0	1	2	2	11	2	1	10	0	1	3					
		1.56%	1.95%	1.83%	2.48%	3.77%	1.44%	1.89%	1.46%	2.21%	0.80%	2.18%	0.98%	0.0%	2.85%	0.91%	0.0%	0.0%	0.0%	0.41%	1.48%	0.46%	1.53%	0.60%	1.35%	1.38%	2.80%	0.67%	0.62%	0.0%	0.58%	2.13%	0.0%	1.50%	2.52%	5.26%	1.04%	0.33%	3.52%	1.41%	0.97%	0.0%	0.36%	0.44%	1.21%	2.01%	1.16%	0.58%	1.65%	0.0%	1.66%	3.26%					
22	"5. ""За Русь Святую"""	83	6	2	2	6	5	0	3	1	6	2	16	1	1	2	0	0	0	0	0	0	2	1	3	1	1	0	1	0	1	0	0	4	2	0	2	6	0	2	0	0	1	0	0	0	0	0	2	0	0	1					
