Выборы Президента Российской Федерации																																		
																																		
Наименование Избирательной комиссии:    Старополтавская																																		
																																		
Итоги голосования 																																		
																																		
		Сумма	УИК №1517	УИК №1518	УИК №1519	УИК №1520	УИК №1521	УИК №1522	УИК №1523	УИК №1524	УИК №1525	УИК №1526	УИК №1527	УИК №1528	УИК №1529	УИК №1530	УИК №1531	УИК №1532	УИК №1533	УИК №1534	УИК №1535	УИК №1536	УИК №1537	УИК №1538	УИК №1539	УИК №1540	УИК №1541	УИК №1542	УИК №1543					
1	"Число избирателей, внесенных в список"	16732	404	789	514	104	1940	89	64	175	104	1327	252	445	381	532	566	615	482	784	276	456	376	164	827	3026	712	886	442					
2	Число полученных избирательных бюллетеней	15784	365	715	469	106	1768	95	66	181	106	1295	250	430	359	490	540	570	470	710	247	427	394	161	790	2820	675	845	440					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	10076	260	568	305	73	1071	72	50	100	71	704	185	248	239	297	386	389	375	511	212	317	217	106	449	1621	415	553	282					
5	"Число избирательных бюллетеней, выданных вне помещения"	1647	55	34	47	5	134	5	2	19	0	124	17	83	23	107	80	43	43	116	20	47	89	24	145	146	68	91	80					
6	Число погашенных избирательных бюллетеней	4061	50	113	117	28	563	18	14	62	35	467	48	99	97	86	74	138	52	83	15	63	88	31	196	1053	192	201	78					
7	Число избирательных бюллетеней в переносных ящиках	1647	55	34	47	5	134	5	2	19	0	124	17	83	23	107	80	43	43	116	20	47	89	24	145	146	68	91	80					
8	Число бюллетеней в стационарных ящиках для голосования	10076	260	568	305	73	1071	72	50	100	71	704	185	248	239	297	386	389	375	511	212	317	217	106	449	1621	415	553	282					
9	Число недействительных избирательных бюллетеней	187	9	7	8	0	37	0	0	1	1	20	0	10	1	4	4	11	8	15	3	4	2	0	10	17	4	8	3					
10	Число действительных избирательных бюллетеней	11536	306	595	344	78	1168	77	52	118	70	808	202	321	261	400	462	421	410	612	229	360	304	130	584	1750	479	636	359					
