Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																															
Дата голосования: 02.12.2007																															
																															
Наименование Избирательной комиссии:    Клявлинская																															
																															
Сводная таблица результатов выборов																															
																															
		Сумма	УИК №308	УИК №309	УИК №310	УИК №311	УИК №312	УИК №313	УИК №314	УИК №315	УИК №316	УИК №317	УИК №318	УИК №319	УИК №320	УИК №321	УИК №322	УИК №323	УИК №324	УИК №325	УИК №326	УИК №327	УИК №328	УИК №329	УИК №330	УИК №331					
1	"Число избирателей, внесенных в списки избирателей"	11962	727	424	1400	1059	1351	1277	491	261	241	241	482	280	263	300	108	543	577	352	355	257	245	382	162	184					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	12000	710	415	1360	1200	1325	1220	485	265	245	230	485	295	255	305	110	535	590	350	360	260	250	390	175	185					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	8005	507	263	775	1025	881	929	322	164	167	147	263	192	141	233	78	329	315	176	225	206	210	202	127	128					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1934	84	79	239	34	37	73	57	59	41	32	192	62	88	33	23	140	192	139	113	39	27	104	15	32					
6	Число погашенных избирательных бюллетеней	2061	119	73	346	141	407	218	106	42	37	51	30	41	26	39	9	66	83	35	22	15	13	84	33	25					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1934	84	79	239	34	37	73	57	59	41	32	192	62	88	33	23	140	192	139	113	39	27	104	15	32					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	8005	507	263	775	1025	881	929	322	164	167	147	263	192	141	233	78	329	315	176	225	206	210	202	127	128					
9	Число недействительных избирательных бюллетеней	172	12	15	6	58	15	5	4	1	2	2	1	1	2	14	1	4	2	0	13	1	0	5	3	5					
10	Число действительных избирательных бюллетеней	9767	579	327	1008	1001	903	997	375	222	206	177	454	253	227	252	100	465	505	315	325	244	237	301	139	155					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	238	5	5	5	11	15	10	3	30	10	10	5	25	1	12	5	3	5	5	5	12	3	20	18	15					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	184	3	1	5	11	15	10	3	11	4	0	4	24	0	12	5	0	5	5	5	12	2	17	15	15					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	79	3	2	3	6	6	11	3	5	3	10	1	1	1	1	1	3	2	0	4	3	1	4	4	1					
14	Число погашенных неиспользованных открепительных удостоверений	54	2	4	0	0	0	0	0	19	6	10	1	1	1	0	0	3	0	0	0	0	1	3	3	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																															
18	1.Политическая партия «Аграрная партия России»	174	18	9	8	12	24	11	10	7	8	3	2	7	4	10	4	13	1	4	3	5	4	3	1	3					
		1.75%	3.05%	2.63%	0.79%	1.13%	2.61%	1.10%	2.64%	3.14%	3.85%	1.68%	0.44%	2.76%	1.75%	3.76%	3.96%	2.77%	0.20%	1.27%	0.89%	2.04%	1.69%	0.98%	0.70%	1.88%					
19	2.Всероссийская политическая партия «Гражданская Сила»	25	2	0	4	2	4	6	2	0	0	0	0	0	0	0	1	1	1	1	0	0	0	1	0	0					
		0.25%	0.34%	0.00%	0.39%	0.19%	0.44%	0.60%	0.53%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.99%	0.21%	0.20%	0.32%	0.00%	0.00%	0.00%	0.33%	0.00%	0.00%					
20	3.Политическая партия «Демократическая партия России»	5	2	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0					
		0.05%	0.34%	0.00%	0.00%	0.00%	0.11%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.39%	0.00%	0.00%	0.00%	0.00%	0.20%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	841	23	22	105	91	125	109	25	14	15	34	25	10	23	35	5	35	47	25	15	9	2	30	10	7					
		8.46%	3.89%	6.43%	10.36%	8.59%	13.62%	10.88%	6.60%	6.28%	7.21%	18.99%	5.49%	3.94%	10.04%	13.16%	4.95%	7.46%	9.27%	7.94%	4.44%	3.67%	0.84%	9.80%	7.04%	4.38%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	73	10	3	9	10	2	4	4	0	0	0	0	0	4	1	0	18	1	0	0	0	0	2	4	1					
		0.73%	1.69%	0.88%	0.89%	0.94%	0.22%	0.40%	1.06%	0.00%	0.00%	0.00%	0.00%	0.00%	1.75%	0.38%	0.00%	3.84%	0.20%	0.00%	0.00%	0.00%	0.00%	0.65%	2.82%	0.63%					
23	6.Политическая партия «Партия социальной справедливости»	13	0	0	1	0	4	2	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1	1	1	0					
		0.13%	0.00%	0.00%	0.10%	0.00%	0.44%	0.20%	0.00%	0.00%	0.00%	1.12%	0.00%	0.00%	0.00%	0.38%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.42%	0.33%	0.70%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	479	19	19	60	55	67	51	20	11	11	3	23	10	9	3	4	20	20	11	15	6	10	27	2	3					
		4.82%	3.21%	5.56%	5.92%	5.19%	7.30%	5.09%	5.28%	4.93%	5.29%	1.68%	5.05%	3.94%	3.93%	1.13%	3.96%	4.26%	3.94%	3.49%	4.44%	2.45%	4.22%	8.82%	1.41%	1.88%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	957	48	35	101	85	111	104	42	18	18	17	40	23	20	36	8	26	45	68	18	10	16	32	24	12					
		9.63%	8.12%	10.23%	9.96%	8.03%	12.09%	10.38%	11.08%	8.07%	8.65%	9.50%	8.79%	9.06%	8.73%	13.53%	7.92%	5.54%	8.88%	21.59%	5.33%	4.08%	6.75%	10.46%	16.90%	7.50%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	61	1	1	5	13	5	6	1	1	1	3	4	2	1	1	3	3	4	0	1	1	0	4	0	0					
		0.61%	0.17%	0.29%	0.49%	1.23%	0.54%	0.60%	0.26%	0.45%	0.48%	1.68%	0.88%	0.79%	0.44%	0.38%	2.97%	0.64%	0.79%	0.00%	0.30%	0.41%	0.00%	1.31%	0.00%	0.00%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	7117	456	238	714	729	559	702	271	171	153	113	360	198	166	162	75	347	385	204	273	211	203	201	97	129					
		71.61%	77.16%	69.59%	70.41%	68.84%	60.89%	70.06%	71.50%	76.68%	73.56%	63.13%	79.12%	77.95%	72.49%	60.90%	74.26%	73.99%	75.94%	64.76%	80.77%	86.12%	85.65%	65.69%	68.31%	80.63%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	22	0	0	1	4	1	2	0	0	0	2	0	2	0	3	0	2	0	2	0	2	1	0	0	0					
		0.22%	0.00%	0.00%	0.10%	0.38%	0.11%	0.20%	0.00%	0.00%	0.00%	1.12%	0.00%	0.79%	0.00%	1.13%	0.00%	0.43%	0.00%	0.63%	0.00%	0.82%	0.42%	0.00%	0.00%	0.00%					
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
