Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																	
Дата голосования: 07.12.2003 0:00:00																																	
																																	
Наименование Избирательной комиссии:    Собинская  																																	
																																	
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																	
																																	
		Сумма	УИК №208	УИК №209	УИК №210	УИК №211	УИК №212	УИК №213	УИК №214	УИК №215	УИК №216	УИК №217	УИК №218	УИК №219	УИК №220	УИК №221	УИК №222	УИК №223	УИК №224	УИК №225	УИК №226	УИК №227	УИК №228	УИК №229	УИК №230	УИК №231	УИК №232	УИК №233					
1	"Число избирателей, внесенных в списки"	18963	605	166	685	427	371	1107	607	1488	770	160	329	514	657	491	215	1397	2333	2875	443	701	230	622	180	786	350	454					
2	"Число бюллетеней, полученных участковыми комиссиями"	17692	542	310	620	382	337	1003	545	1326	683	139	294	463	590	444	195	1366	2099	2857	450	692	204	550	177	702	312	410					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	8673	186	19	312	140	90	493	135	592	348	81	77	306	270	169	103	703	1239	1439	151	390	103	327	103	463	195	239					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1352	113	124	22	93	95	44	158	20	41	0	42	32	73	55	18	41	17	45	67	44	23	89	25	15	34	22					
6	Число погашенных бюллетеней	7667	243	167	286	149	152	466	252	714	294	58	175	125	247	220	74	622	843	1373	232	258	78	134	49	224	83	149					
7	Число бюллетеней в переносных ящиках для голосования	1349	110	124	22	93	95	44	158	20	41	0	42	32	73	55	18	41	17	45	67	44	23	89	25	15	34	22					
8	Число бюллетеней в стационарных ящиках для голосования	8670	189	19	312	140	90	493	135	592	348	81	77	306	270	169	103	703	1238	1437	151	390	103	326	103	461	195	239					
9	Число недействительных бюллетеней	141	2	0	15	6	0	6	0	6	9	1	1	3	2	3	0	9	19	18	5	5	2	8	1	15	5	0					
10	Число действительных бюллетеней	9878	297	143	319	227	185	531	293	606	380	80	118	335	341	221	121	735	1236	1464	213	429	124	407	127	461	224	261					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	230	5	5	10	5	5	15	5	15	5	5	5	5	5	5	5	20	30	30	5	10	5	10	5	5	5	5					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	44	0	2	1	0	0	3	0	8	1	1	4	0	0	1	2	2	5	8	0	0	0	1	0	2	2	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	113	1	59	1	1	0	2	1	7	3	1	0	2	3	0	1	5	3	4	1	4	0	4	2	3	5	0					
14	Число погашенных открепительных удостоверений	186	5	3	9	5	5	12	5	7	4	4	1	5	5	4	3	18	25	22	5	10	5	9	5	3	3	4					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																	
18	"1. ""ЕДИНЕНИЕ"""	146	17	0	6	4	2	13	0	8	5	1	2	2	4	5	2	8	8	11	5	17	2	9	1	5	6	3					
		1.45%	5.68%	0.0%	1.79%	1.71%	1.08%	2.42%	0.0%	1.30%	1.28%	1.23%	1.68%	0.59%	1.16%	2.23%	1.65%	1.07%	0.63%	0.74%	2.29%	3.91%	1.58%	2.16%	0.78%	1.05%	2.62%	1.14%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	190	4	3	7	6	2	18	7	19	16	3	2	8	5	3	4	10	21	29	2	5	3	2	2	7	1	1					
		1.89%	1.33%	2.09%	2.09%	2.57%	1.08%	3.35%	2.38%	3.10%	4.11%	3.70%	1.68%	2.36%	1.45%	1.33%	3.30%	1.34%	1.67%	1.95%	0.91%	1.15%	2.38%	0.48%	1.56%	1.47%	0.43%	0.38%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	348	6	4	18	11	10	9	12	23	19	3	5	5	5	8	2	14	47	53	15	14	4	18	5	17	10	11					
		3.47%	2.00%	2.79%	5.38%	4.72%	5.40%	1.67%	4.09%	3.75%	4.88%	3.70%	4.20%	1.47%	1.45%	3.57%	1.65%	1.88%	3.74%	3.57%	6.88%	3.22%	3.17%	4.33%	3.90%	3.57%	4.36%	4.21%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	248	9	6	2	13	6	15	11	12	7	1	0	2	7	10	1	27	31	43	5	6	2	14	2	8	3	5					
		2.47%	3.01%	4.19%	0.59%	5.57%	3.24%	2.79%	3.75%	1.96%	1.79%	1.23%	0.0%	0.59%	2.04%	4.46%	0.82%	3.62%	2.47%	2.90%	2.29%	1.38%	1.58%	3.37%	1.56%	1.68%	1.31%	1.91%					
22	"5. ""За Русь Святую"""	81	0	2	2	6	0	3	0	7	5	0	2	7	1	1	2	3	9	3	1	18	2	3	0	3	0	1					
		0.80%	0.0%	1.39%	0.59%	2.57%	0.0%	0.55%	0.0%	1.14%	1.28%	0.0%	1.68%	2.07%	0.29%	0.44%	1.65%	0.40%	0.71%	0.20%	0.45%	4.14%	1.58%	0.72%	0.0%	0.63%	0.0%	0.38%					
23	"6. ""Объединенная Российская партия ""Русь"""	29	3	0	3	0	1	0	0	1	2	0	0	0	0	3	0	0	3	8	0	2	0	0	1	1	0	1					
