Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																				
Дата голосования: 02.12.2007																																				
																																				
Наименование Избирательной комиссии:    ТИК Юсьвинского МР																																				
																																				
Сводная таблица результатов выборов																																				
																																				
		Сумма	УИК №5401	УИК №5402	УИК №5403	УИК №5404	УИК №5405	УИК №5406	УИК №5407	УИК №5408	УИК №5409	УИК №5410	УИК №5411	УИК №5412	УИК №5413	УИК №5414	УИК №5415	УИК №5416	УИК №5417	УИК №5418	УИК №5419	УИК №5420	УИК №5421	УИК №5422	УИК №5423	УИК №5424	УИК №5425	УИК №5426	УИК №5427	УИК №5428	УИК №5429					
1	"Число избирателей, внесенных в списки избирателей"	16744	2294	654	871	171	233	470	521	606	213	358	561	371	167	607	223	775	378	285	338	357	737	713	1032	121	756	820	1327	609	176					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	16494	2286	647	863	170	226	520	523	613	207	370	552	370	162	593	216	775	378	287	336	303	747	690	994	113	741	772	1266	606	168					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	7538	1178	223	385	82	102	236	155	271	121	151	136	148	74	290	103	232	128	117	154	171	388	394	510	67	331	333	670	287	101					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1799	38	145	60	45	61	86	88	99	24	90	104	27	7	53	38	202	118	64	17	24	37	27	80	5	64	41	79	53	23					
6	Число погашенных избирательных бюллетеней	7157	1070	279	418	43	63	198	280	243	62	129	312	195	81	250	75	341	132	106	165	108	322	269	404	41	346	398	517	266	44					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1799	38	145	60	45	61	86	88	99	24	90	104	27	7	53	38	202	118	64	17	24	37	27	80	5	64	41	79	53	23					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	7535	1178	223	385	82	102	236	155	271	121	151	136	148	74	290	103	232	128	117	154	171	388	393	509	67	331	333	670	286	101					
9	Число недействительных избирательных бюллетеней	139	15	9	2	2	3	6	4	0	4	2	4	5	5	6	1	3	2	4	5	2	7	4	10	0	3	13	9	3	6					
10	Число действительных избирательных бюллетеней	9195	1201	359	443	125	160	316	239	370	141	239	236	170	76	337	140	431	244	177	166	193	418	416	579	72	392	361	740	336	118					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	335	40	10	15	5	5	10	13	15	10	10	15	7	3	11	4	15	7	5	6	6	15	13	17	3	15	15	25	15	5					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	72	22	3	6	1	0	2	2	1	0	2	2	4	0	4	0	5	0	0	1	0	1	2	5	0	1	0	2	6	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	56	7	3	1	2	5	0	0	2	2	1	2	2	2	3	0	2	0	3	1	1	2	4	5	0	2	1	2	0	1					
14	Число погашенных неиспользованных открепительных удостоверений	263	18	7	9	4	5	8	11	14	10	8	13	3	3	7	4	10	7	5	5	6	14	11	12	3	14	15	23	9	5					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																				
18	1.Политическая партия «Аграрная партия России»	396	42	13	45	3	3	15	26	26	2	18	8	6	7	14	5	28	5	17	1	11	16	18	17	1	6	4	26	5	8					
		4.24%	3.45%	3.53%	10.11%	2.36%	1.84%	4.66%	10.70%	7.03%	1.38%	7.47%	3.33%	3.43%	8.64%	4.08%	3.55%	6.45%	2.03%	9.39%	0.58%	5.64%	3.76%	4.29%	2.89%	1.39%	1.52%	1.07%	3.47%	1.47%	6.45%					
19	2.Всероссийская политическая партия «Гражданская Сила»	39	3	2	3	1	0	2	3	2	0	1	0	2	0	3	2	1	0	1	1	0	2	1	1	0	2	0	4	2	0					
		0.42%	0.25%	0.54%	0.67%	0.79%	0.00%	0.62%	1.23%	0.54%	0.00%	0.41%	0.00%	1.14%	0.00%	0.87%	1.42%	0.23%	0.00%	0.55%	0.58%	0.00%	0.47%	0.24%	0.17%	0.00%	0.51%	0.00%	0.53%	0.59%	0.00%					
20	3.Политическая партия «Демократическая партия России»	12	2	0	0	1	0	2	0	0	0	0	0	1	0	2	0	0	0	0	1	0	0	2	0	0	0	0	0	0	1					
		0.13%	0.16%	0.00%	0.00%	0.79%	0.00%	0.62%	0.00%	0.00%	0.00%	0.00%	0.00%	0.57%	0.00%	0.58%	0.00%	0.00%	0.00%	0.00%	0.58%	0.00%	0.00%	0.48%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.81%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	658	121	30	31	2	13	13	16	19	7	4	12	9	3	28	6	27	11	31	18	20	28	36	34	7	15	26	54	25	12					
		7.05%	9.95%	8.15%	6.97%	1.57%	7.98%	4.04%	6.58%	5.14%	4.83%	1.66%	5.00%	5.14%	3.70%	8.16%	4.26%	6.22%	4.47%	17.13%	10.53%	10.26%	6.59%	8.57%	5.77%	9.72%	3.80%	6.95%	7.21%	7.37%	9.68%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	129	21	2	5	4	1	6	2	7	0	2	2	2	2	3	2	4	0	1	4	5	10	12	8	2	1	0	2	10	9					
		1.38%	1.73%	0.54%	1.12%	3.15%	0.61%	1.86%	0.82%	1.89%	0.00%	0.83%	0.83%	1.14%	2.47%	0.87%	1.42%	0.92%	0.00%	0.55%	2.34%	2.56%	2.35%	2.86%	1.36%	2.78%	0.25%	0.00%	0.27%	2.95%	7.26%					
23	6.Политическая партия «Партия социальной справедливости»	11	1	1	0	0	0	1	1	1	0	0	0	1	0	0	1	1	0	1	0	1	0	0	0	0	0	0	0	1	0					
		0.12%	0.08%	0.27%	0.00%	0.00%	0.00%	0.31%	0.41%	0.27%	0.00%	0.00%	0.00%	0.57%	0.00%	0.00%	0.71%	0.23%	0.00%	0.55%	0.00%	0.51%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.29%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	983	161	29	59	22	38	31	16	43	12	18	14	20	8	21	18	46	11	30	20	21	55	46	52	8	42	46	69	23	4					
		10.53%	13.24%	7.88%	13.26%	17.32%	23.31%	9.63%	6.58%	11.62%	8.28%	7.47%	5.83%	11.43%	9.88%	6.12%	12.77%	10.60%	4.47%	16.57%	11.70%	10.77%	12.94%	10.95%	8.83%	11.11%	10.63%	12.30%	9.21%	6.78%	3.23%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	396	85	12	26	2	7	10	7	12	4	3	9	1	2	11	0	12	8	6	4	6	34	26	30	4	11	9	40	12	3					
		4.24%	6.99%	3.26%	5.84%	1.57%	4.29%	3.11%	2.88%	3.24%	2.76%	1.24%	3.75%	0.57%	2.47%	3.21%	0.00%	2.76%	3.25%	3.31%	2.34%	3.08%	8.00%	6.19%	5.09%	5.56%	2.78%	2.41%	5.34%	3.54%	2.42%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	54	10	2	5	0	1	1	2	2	2	3	1	1	1	3	1	2	1	0	0	0	3	3	1	0	1	2	5	1	0					
		0.58%	0.82%	0.54%	1.12%	0.00%	0.61%	0.31%	0.82%	0.54%	1.38%	1.24%	0.42%	0.57%	1.23%	0.87%	0.71%	0.46%	0.41%	0.00%	0.00%	0.00%	0.71%	0.71%	0.17%	0.00%	0.25%	0.53%	0.67%	0.29%	0.00%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	6491	750	268	269	90	95	235	166	257	114	189	190	127	52	250	105	309	208	90	117	129	268	270	435	50	314	273	534	257	80					
		69.54%	61.68%	72.83%	60.45%	70.87%	58.28%	72.98%	68.31%	69.46%	78.62%	78.42%	79.17%	72.57%	64.20%	72.89%	74.47%	71.20%	84.55%	49.72%	68.42%	66.15%	63.06%	64.29%	73.85%	69.44%	79.49%	72.99%	71.30%	75.81%	64.52%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	26	5	0	0	0	2	0	0	1	0	1	0	0	1	2	0	1	0	0	0	0	2	2	1	0	0	1	6	0	1					
		0.28%	0.41%	0.00%	0.00%	0.00%	1.23%	0.00%	0.00%	0.27%	0.00%	0.41%	0.00%	0.00%	1.23%	0.58%	0.00%	0.23%	0.00%	0.00%	0.00%	0.00%	0.47%	0.48%	0.17%	0.00%	0.00%	0.27%	0.80%	0.00%	0.81%					
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
