Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																										
Дата голосования: 04.12.2011																										
																										
Наименование Избирательной комиссии:    Репьевская																										
																										
Сводная таблица результатов выборов																										
																										
		Сумма	УИК №3301	УИК №3302	УИК №3303	УИК №3304	УИК №3305	УИК №3306	УИК №3307	УИК №3308	УИК №3309	УИК №3310	УИК №3311	УИК №3312	УИК №3313	УИК №3314	УИК №3315	УИК №3316	УИК №3317	УИК №3318	УИК №3319					
1	"Число избирателей, внесенных в список избирателей"	13698	2620	2567	825	183	682	311	239	159	603	641	1281	688	809	426	119	184	432	605	324					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	13720	2600	2600	800	180	700	310	240	150	600	650	1300	700	800	430	120	190	450	600	300					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	9120	1726	1741	545	73	478	258	144	89	385	289	929	530	619	286	77	81	287	421	162					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	2460	231	349	242	107	203	50	65	39	129	102	193	119	143	80	26	84	89	123	86					
6	Число погашенных избирательных бюллетеней	2140	643	510	13	0	19	2	31	22	86	259	178	51	38	64	17	25	74	56	52					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2460	231	349	242	107	203	50	65	39	129	102	193	119	143	80	26	84	89	123	86					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	9120	1726	1741	545	73	478	258	144	89	385	289	929	530	619	286	77	81	287	421	162					
9	Число недействительных избирательных бюллетеней	63	8	25	0	0	0	0	0	0	1	3	5	2	3	6	0	2	2	0	6					
10	Число действительных избирательных бюллетеней	11517	1949	2065	787	180	681	308	209	128	513	388	1117	647	759	360	103	163	374	544	242					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	294	62	60	14	5	7	5	5	5	24	10	20	12	15	10	5	5	10	15	5					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	252	62	60	11	0	5	3	5	5	24	10	20	12	15	0	0	5	9	4	2					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	78	11	6	10	2	3	1	1	5	4	3	8	6	1	6	2	2	2	3	2					
14	Число погашенных неиспользованных открепительных удостоверений	42	0	0	3	5	2	2	0	0	0	0	0	0	0	10	5	0	1	11	3					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	6	3	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																										
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	900	281	108	24	12	10	2	9	9	99	87	31	61	11	29	8	15	42	10	52					
		7.77%	14.36%	5.17%	3.05%	6.67%	1.47%	0.65%	4.31%	7.03%	19.26%	22.25%	2.76%	9.40%	1.44%	7.92%	7.77%	9.09%	11.17%	1.84%	20.97%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	566	228	71	2	5	4	2	1	2	37	31	57	15	3	20	18	19	30	2	19					
		4.89%	11.65%	3.40%	0.25%	2.78%	0.59%	0.65%	0.48%	1.56%	7.20%	7.93%	5.08%	2.31%	0.39%	5.46%	17.48%	11.52%	7.98%	0.37%	7.66%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	48	15	12	1	0	0	0	1	0	3	2	2	4	3	0	0	1	2	0	2					
		0.41%	0.77%	0.57%	0.13%	0.00%	0.00%	0.00%	0.48%	0.00%	0.58%	0.51%	0.18%	0.62%	0.39%	0.00%	0.00%	0.61%	0.53%	0.00%	0.81%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	1628	416	408	11	13	5	5	40	14	64	85	138	64	28	60	23	36	73	94	51					
		14.06%	21.26%	19.52%	1.40%	7.22%	0.73%	1.62%	19.14%	10.94%	12.45%	21.74%	12.30%	9.86%	3.67%	16.39%	22.33%	21.82%	19.41%	17.28%	20.56%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	73	25	17	1	0	0	0	1	0	5	4	6	7	1	0	2	2	1	0	1					
		0.63%	1.28%	0.81%	0.13%	0.00%	0.00%	0.00%	0.48%	0.00%	0.97%	1.02%	0.53%	1.08%	0.13%	0.00%	1.94%	1.21%	0.27%	0.00%	0.40%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	8274	978	1442	748	150	662	299	157	103	302	179	882	496	707	249	52	90	224	438	116					
		71.45%	49.97%	68.99%	95.04%	83.33%	97.21%	97.08%	75.12%	80.47%	58.75%	45.78%	78.61%	76.43%	92.78%	68.03%	50.49%	54.55%	59.57%	80.51%	46.77%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	28	6	7	0	0	0	0	0	0	3	0	1	0	6	2	0	0	2	0	1					
		0.24%	0.31%	0.33%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.58%	0.00%	0.09%	0.00%	0.79%	0.55%	0.00%	0.00%	0.53%	0.00%	0.40%					
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
