Выборы Президента Российской Федерации																																																
																																																
Наименование Избирательной комиссии:    Суровикинская																																																
																																																
Итоги голосования 																																																
																																																
		Сумма	УИК №1544	УИК №1545	УИК №1546	УИК №1547	УИК №1548	УИК №1549	УИК №1550	УИК №1551	УИК №1552	УИК №1553	УИК №1554	УИК №1555	УИК №1556	УИК №1557	УИК №1558	УИК №1559	УИК №1560	УИК №1561	УИК №1562	УИК №1563	УИК №1564	УИК №1565	УИК №1566	УИК №1567	УИК №1568	УИК №1569	УИК №1570	УИК №1571	УИК №1572	УИК №1573	УИК №1574	УИК №1575	УИК №1576	УИК №1577	УИК №1578	УИК №1579	УИК №1580	УИК №1581	УИК №1582	УИК №1583	УИК №1584					
1	"Число избирателей, внесенных в список"	27124	1270	300	418	99	406	473	81	416	176	335	110	548	705	91	195	576	126	127	309	112	368	98	66	123	413	88	198	308	1971	1939	1933	1830	1791	2017	2154	1889	1754	250	840	108	113					
2	Число полученных избирательных бюллетеней	23020	1100	300	400	100	400	440	95	450	190	370	130	470	650	95	190	530	110	120	300	120	400	100	70	120	380	90	190	340	1500	1500	1500	1500	1500	1500	1500	1500	1600	240	700	110	120					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	15163	595	194	322	79	351	313	62	289	127	226	90	360	471	63	122	449	91	95	217	94	280	79	54	93	323	64	162	209	1030	925	955	975	868	943	1001	874	978	120	431	84	105					
5	"Число избирательных бюллетеней, выданных вне помещения"	1485	163	11	14	9	15	42	5	48	11	15	11	40	31	9	12	17	12	0	18	9	32	0	0	3	36	12	4	15	92	127	68	71	72	93	112	54	96	31	64	9	2					
6	Число погашенных избирательных бюллетеней	6372	342	95	64	12	34	85	28	113	52	129	29	70	148	23	56	64	7	25	65	17	88	21	16	24	21	14	24	116	378	448	477	454	560	464	387	572	526	89	205	17	13					
7	Число избирательных бюллетеней в переносных ящиках	1485	163	11	14	9	15	42	5	48	11	15	11	40	31	9	12	17	12	0	18	9	32	0	0	3	36	12	4	15	92	127	68	71	72	93	112	54	96	31	64	9	2					
8	Число бюллетеней в стационарных ящиках для голосования	15161	595	194	322	79	351	313	62	289	127	225	90	360	471	63	122	449	91	95	217	94	280	79	54	93	323	64	162	209	1030	925	955	975	868	942	1001	874	978	120	431	84	105					
9	Число недействительных избирательных бюллетеней	131	4	1	5	1	2	6	1	1	1	0	0	1	4	3	4	9	0	0	3	5	4	0	1	3	2	1	2	1	16	4	3	5	5	6	6	4	9	1	3	3	1					
10	Число действительных избирательных бюллетеней	16515	754	204	331	87	364	349	66	336	137	240	101	399	498	69	130	457	103	95	232	98	308	79	53	93	357	75	164	223	1106	1048	1020	1041	935	1029	1107	924	1065	150	492	90	106					
11	Число полученных открепительных  удостоверений	321	12	5	7	5	10	8	4	10	5	10	5	10	10	5	5	18	5	5	20	5	8	5	3	3	5	3	5	7	11	10	10	10	10	10	10	10	12	5	10	5	5					
12	Число выданных открепительных удостоверений	113	4	0	0	0	2	4	0	5	0	2	0	3	4	1	0	15	1	0	20	2	5	0	0	0	0	0	0	3	4	6	6	6	3	5	7	1	3	1	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	58	1	1	1	0	4	1	0	0	2	0	0	1	2	0	0	0	0	0	1	1	0	0	0	1	1	0	2	1	0	9	5	4	6	3	9	0	0	1	1	0	0					
14	Число неиспользованных открепительных удостоверений	208	8	5	7	5	8	4	4	5	5	8	5	7	6	4	5	3	4	5	0	3	3	5	3	3	5	3	5	4	7	4	4	4	7	5	3	9	9	4	10	5	5					
15	"Число открепительных удостоверений, выданных в ТИК"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																
18	. Глазьев Сергей Юрьевич	467	12	2	6	3	5	0	1	2	1	0	1	6	11	0	1	14	0	0	5	2	7	1	3	1	6	0	0	5	34	52	49	29	21	37	44	49	38	4	14	1	0					
		2.81%	1.58%	0.98%	1.79%	3.41%	1.37%	0.00%	1.49%	0.59%	0.72%	0.00%	0.99%	1.50%	2.19%	0.00%	0.75%	3.00%	0.00%	0.00%	2.13%	1.94%	2.24%	1.27%	5.56%	1.04%	1.67%	0.00%	0.00%	2.23%	3.03%	4.94%	4.79%	2.77%	2.23%	3.57%	3.95%	5.28%	3.54%	2.65%	2.83%	1.08%	0.00%					
19	. Малышкин Олег Александрович	529	14	7	13	1	12	14	2	7	6	16	15	19	20	1	2	9	0	0	12	16	7	5	2	6	17	0	9	10	36	27	35	36	30	24	26	28	26	5	7	2	5					
		3.18%	1.85%	3.41%	3.87%	1.14%	3.28%	3.94%	2.99%	2.08%	4.35%	6.67%	14.85%	4.75%	3.98%	1.39%	1.49%	1.93%	0.00%	0.00%	5.11%	15.53%	2.24%	6.33%	3.70%	6.25%	4.74%	0.00%	5.42%	4.46%	3.21%	2.57%	3.42%	3.44%	3.19%	2.32%	2.34%	3.02%	2.42%	3.31%	1.41%	2.15%	4.67%					
20	. Миронов Сергей Михайлович	108	4	0	4	0	2	0	1	6	0	3	0	4	1	0	0	3	0	0	2	0	0	0	0	0	6	0	0	4	5	4	5	5	10	2	9	9	10	1	8	0	0					
		0.65%	0.53%	0.00%	1.19%	0.00%	0.55%	0.00%	1.49%	1.78%	0.00%	1.25%	0.00%	1.00%	0.20%	0.00%	0.00%	0.64%	0.00%	0.00%	0.85%	0.00%	0.00%	0.00%	0.00%	0.00%	1.67%	0.00%	0.00%	1.79%	0.45%	0.38%	0.49%	0.48%	1.06%	0.19%	0.81%	0.97%	0.93%	0.66%	1.62%	0.00%	0.00%					
21	. Путин Владимир Владимирович	10920	537	144	233	71	252	276	43	183	77	141	72	296	361	43	91	314	70	83	164	50	236	70	32	49	241	60	129	138	688	665	658	646	618	600	778	590	689	95	303	73	61					
		65.60%	70.84%	70.24%	69.35%	80.68%	68.85%	77.75%	64.18%	54.30%	55.80%	58.75%	71.29%	74.00%	71.91%	59.72%	67.91%	67.38%	67.96%	87.37%	69.79%	48.54%	75.64%	88.61%	59.26%	51.04%	67.13%	78.95%	77.71%	61.61%	61.32%	63.21%	64.32%	61.76%	65.74%	57.97%	69.90%	63.58%	64.15%	62.91%	61.21%	78.49%	57.01%					
22	. Хакамада Ирина Муцуовна	330	14	1	3	0	3	5	0	5	0	2	1	7	5	0	1	14	14	2	13	3	3	0	2	0	5	2	0	2	15	20	34	23	24	18	30	23	20	4	8	2	2					
		1.98%	1.85%	0.49%	0.89%	0.00%	0.82%	1.41%	0.00%	1.48%	0.00%	0.83%	0.99%	1.75%	1.00%	0.00%	0.75%	3.00%	13.59%	2.11%	5.53%	2.91%	0.96%	0.00%	3.70%	0.00%	1.39%	2.63%	0.00%	0.89%	1.34%	1.90%	3.32%	2.20%	2.55%	1.74%	2.70%	2.48%	1.86%	2.65%	1.62%	2.15%	1.87%					
23	. Харитонов Николай Михайлович	3872	165	49	69	12	89	52	15	131	52	77	11	66	97	25	34	96	19	8	34	25	51	3	13	37	72	12	23	56	302	245	220	274	213	330	192	200	270	38	146	12	37					
		23.26%	21.77%	23.90%	20.54%	13.64%	24.32%	14.65%	22.39%	38.87%	37.68%	32.08%	10.89%	16.50%	19.32%	34.72%	25.37%	20.60%	18.45%	8.42%	14.47%	24.27%	16.35%	3.80%	24.07%	38.54%	20.06%	15.79%	13.86%	25.00%	26.92%	23.29%	21.51%	26.20%	22.66%	31.88%	17.25%	21.55%	25.14%	25.17%	29.49%	12.90%	34.58%					
																																																
24	Против всех	289	8	1	3	0	1	2	4	2	1	1	1	1	3	0	1	7	0	2	2	2	4	0	1	0	10	1	3	8	26	35	19	28	19	18	28	25	12	3	6	0	1					
		1.74%	1.06%	0.49%	0.89%	0.00%	0.27%	0.56%	5.97%	0.59%	0.72%	0.42%	0.99%	0.25%	0.60%	0.00%	0.75%	1.50%	0.00%	2.11%	0.85%	1.94%	1.28%	0.00%	1.85%	0.00%	2.79%	1.32%	1.81%	3.57%	2.32%	3.33%	1.86%	2.68%	2.02%	1.74%	2.52%	2.69%	1.12%	1.99%	1.21%	0.00%	0.93%					
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
