Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																							
Дата голосования: 02.12.2007																							
																							
Наименование Избирательной комиссии:    Арбажская																							
																							
Сводная таблица результатов выборов																							
																							
		Сумма	УИК №1	УИК №2	УИК №3	УИК №4	УИК №5	УИК №6	УИК №7	УИК №8	УИК №9	УИК №10	УИК №11	УИК №12	УИК №13	УИК №14	УИК №15	УИК №16					
1	"Число избирателей, внесенных в списки избирателей"	6877	1774	1481	60	154	169	324	149	305	146	316	284	89	724	397	145	360					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	7063	1700	1500	70	157	187	330	160	320	152	340	330	100	780	390	197	350					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	4730	1132	1057	45	112	140	236	100	222	102	253	161	69	504	233	108	256					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	965	182	90	12	29	29	37	33	37	26	34	98	12	155	86	37	68					
6	Число погашенных избирательных бюллетеней	1368	386	353	13	16	18	57	27	61	24	53	71	19	121	71	52	26					
7	Число избирательных бюллетеней в переносных ящиках для голосования	965	182	90	12	29	29	37	33	37	26	34	98	12	155	86	37	68					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	4728	1131	1057	45	112	140	236	100	222	102	253	161	69	504	232	108	256					
9	Число недействительных избирательных бюллетеней	53	19	6	0	2	2	5	3	0	2	0	4	0	4	4	2	0					
10	Число действительных избирательных бюллетеней	5640	1294	1141	57	139	167	268	130	259	126	287	255	81	655	314	143	324					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	299	32	38	3	6	8	23	7	15	11	23	28	8	59	8	19	11					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	298	32	38	3	5	8	23	7	15	11	23	28	8	59	8	19	11					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	70	11	10	4	0	3	5	3	6	2	0	3	1	8	6	3	5					
14	Число погашенных неиспользованных открепительных удостоверений	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0					
