Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																
Дата голосования: 04.12.2011																																
																																
Наименование Избирательной комиссии:    Белохолуницкая																																
																																
Сводная таблица результатов выборов																																
																																
		Сумма	УИК №47	УИК №48	УИК №49	УИК №50	УИК №51	УИК №52	УИК №53	УИК №54	УИК №55	УИК №56	УИК №57	УИК №58	УИК №59	УИК №60	УИК №61	УИК №62	УИК №63	УИК №64	УИК №65	УИК №66	УИК №67	УИК №68	УИК №69	УИК №70	УИК №71					
1	"Число избирателей, внесенных в список избирателей"	17165	1298	736	1261	1677	411	1466	596	1550	780	408	458	401	288	224	327	307	158	112	290	691	1487	712	420	197	910					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	17730	1310	760	1300	1685	420	1490	600	1580	790	430	470	425	310	250	350	350	180	140	310	740	1540	700	430	210	960					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	8649	607	325	584	792	244	828	325	781	394	223	233	227	195	136	169	175	108	69	157	361	655	288	274	86	413					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1155	74	35	29	99	16	63	29	90	50	24	27	15	22	9	48	20	4	5	13	101	129	123	35	33	62					
6	Число погашенных избирательных бюллетеней	7926	629	400	687	794	160	599	246	709	346	183	210	183	93	105	133	155	68	66	140	278	756	289	121	91	485					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1155	74	35	29	99	16	63	29	90	50	24	27	15	22	9	48	20	4	5	13	101	129	123	35	33	62					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	8649	607	325	584	792	244	828	325	781	394	223	233	227	195	136	169	175	108	69	157	361	655	288	274	86	413					
9	Число недействительных избирательных бюллетеней	153	9	3	10	19	5	12	2	15	10	3	6	3	2	3	5	2	0	1	5	2	19	11	0	2	4					
10	Число действительных избирательных бюллетеней	9651	672	357	603	872	255	879	352	856	434	244	254	239	215	142	212	193	112	73	165	460	765	400	309	117	471					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	490	24	20	20	24	8	24	20	24	20	12	12	20	17	15	20	20	20	15	20	25	30	24	20	10	26					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	292	12	3	7	21	4	13	13	14	5	8	6	6	17	15	8	16	12	12	6	25	22	7	13	1	26					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	151	10	2	5	15	9	16	5	15	9	4	5	9	3	2	4	2	4	0	2	5	7	3	7	2	6					
14	Число погашенных неиспользованных открепительных удостоверений	198	12	17	13	3	4	11	7	10	15	4	6	14	0	0	12	4	8	3	14	0	8	17	7	9	0					
