Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																					
Дата голосования: 07.12.2003 0:00:00																																																					
																																																					
Наименование Избирательной комиссии:    Ленинская																																																					
																																																					
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																					
																																																					
		Сумма	УИК №769	УИК №770	УИК №771	УИК №772	УИК №773	УИК №774	УИК №775	УИК №776	УИК №777	УИК №778	УИК №779	УИК №780	УИК №781	УИК №782	УИК №783	УИК №784	УИК №785	УИК №786	УИК №787	УИК №788	УИК №789	УИК №790	УИК №791	УИК №792	УИК №793	УИК №794	УИК №795	УИК №796	УИК №797	УИК №798	УИК №799	УИК №800	УИК №801	УИК №802	УИК №803	УИК №804	УИК №805	УИК №806	УИК №807	УИК №808	УИК №809	УИК №810	УИК №811	УИК №812	УИК №813	УИК №814					
1	"Число избирателей, внесенных в списки"	79677	2258	1654	2003	2129	2107	1678	1268	1124	1192	2033	1851	1348	2863	1169	2165	2198	2358	1131	2375	1281	1436	1217	1647	1550	2085	2161	2352	2024	2254	2020	1672	2434	2083	2384	2233	2125	2253	2106	2319	2593	634	215	454	452	288	501					
2	"Число бюллетеней, полученных участковыми комиссиями"	78960	2200	1650	1950	2050	2100	1750	1200	1100	1200	1950	1850	1300	2850	1150	2250	2150	2300	1050	2450	1250	1400	1250	1550	1500	2050	2150	2500	1950	2150	1900	1650	2450	2100	2250	2150	2050	2300	2300	2350	2600	550	300	500	430	300	530					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	52532	1474	1093	1342	1468	1418	1135	878	894	952	1364	1345	852	1865	626	1263	1423	1433	691	1556	983	951	1090	1177	1323	1402	1211	1542	1309	1400	1225	958	1529	1354	1389	1368	1297	1545	1491	1528	1668	435	116	250	225	193	501					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	4413	409	79	72	83	119	174	53	74	75	46	85	72	81	89	63	28	232	90	231	38	116	44	136	3	175	193	70	86	35	51	53	62	75	125	76	38	65	89	63	77	3	99	204	189	93	0					
6	Число погашенных бюллетеней	22015	317	478	536	499	563	441	269	132	173	540	420	376	904	435	924	699	635	269	663	229	333	116	237	174	473	746	888	555	715	624	639	859	671	736	706	715	690	720	759	855	112	85	46	16	14	29					
7	Число бюллетеней в переносных ящиках для голосования	4372	409	79	72	83	119	174	53	74	75	46	85	72	81	89	63	28	232	90	231	38	116	44	136	3	175	193	70	86	34	51	53	62	75	125	76	38	65	89	63	77	3	99	204	149	93	0					
8	Число бюллетеней в стационарных ящиках для голосования	52523	1474	1093	1338	1468	1418	1135	869	894	952	1364	1345	852	1865	626	1263	1423	1439	691	1532	983	950	1090	1177	1318	1402	1211	1542	1308	1400	1221	958	1529	1354	1389	1370	1297	1545	1483	1527	1668	435	116	250	265	193	501					
9	Число недействительных бюллетеней	1437	13	36	28	7	15	174	8	4	13	48	6	7	40	13	30	23	52	8	26	14	12	5	11	22	9	54	20	32	145	133	31	54	9	45	108	24	39	23	32	29	6	1	3	13	0	12					
10	Число действительных бюллетеней	55458	1870	1136	1382	1544	1522	1135	914	964	1014	1362	1424	917	1906	702	1296	1428	1619	773	1737	1007	1054	1129	1302	1299	1568	1350	1592	1362	1289	1139	980	1537	1420	1469	1338	1311	1571	1549	1558	1716	432	214	451	401	286	489					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	1735	30	31	50	40	60	40	50	30	30	30	30	30	54	30	60	50	60	30	60	40	50	30	40	30	50	40	60	30	60	30	30	50	40	60	60	40	30	40	50	50	30	0	0	0	0	0					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	1398	28	29	43	36	7	40	40	18	29	29	30	24	54	6	46	38	50	12	57	33	40	21	40	30	37	40	60	26	37	25	29	41	40	51	34	38	27	34	44	50	5	0	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	1350	105	9	12	11	27	9	12	24	40	19	45	18	15	15	16	14	6	20	21	8	12	200	15	17	12	34	20	0	12	14	9	7	7	13	16	10	14	8	13	20	24	14	133	66	167	47					
14	Число погашенных открепительных удостоверений	337	2	2	7	4	53	0	10	12	1	1	0	6	0	24	14	12	10	18	3	7	10	9	0	0	13	0	0	4	23	5	1	9	0	9	26	2	3	6	6	0	25	0	0	0	0	0					
15	Число открепительных удостоверений выданных ТИК	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																					
