Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																								
Дата голосования: 07.12.2003 0:00:00																																								
																																								
Наименование Избирательной комиссии:    Киржачская																																								
																																								
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																								
																																								
		Сумма	УИК №70	УИК №71	УИК №72	УИК №73	УИК №74	УИК №75	УИК №76	УИК №77	УИК №78	УИК №79	УИК №80	УИК №81	УИК №82	УИК №83	УИК №84	УИК №85	УИК №86	УИК №87	УИК №88	УИК №89	УИК №90	УИК №91	УИК №92	УИК №93	УИК №94	УИК №95	УИК №96	УИК №97	УИК №98	УИК №99	УИК №100	УИК №101	УИК №102					
1	"Число избирателей, внесенных в списки"	36602	384	1200	1390	1117	1816	1415	1597	1331	521	1110	2558	1604	1622	2319	1842	2046	1860	737	357	949	465	405	524	730	396	622	779	757	354	863	1676	1034	222					
2	"Число бюллетеней, полученных участковыми комиссиями"	36385	375	1200	1370	1070	1800	1390	1570	1320	510	1070	2580	1620	1630	2350	1830	2050	1890	660	360	950	450	400	520	730	390	610	790	750	330	860	1690	1050	220					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	15361	146	474	566	469	847	747	709	503	243	501	1067	703	628	899	709	798	952	343	119	347	195	136	133	276	120	216	266	306	153	289	735	608	158					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1223	6	9	34	14	23	21	31	12	4	17	27	13	12	12	13	19	10	9	54	34	34	72	117	127	63	70	137	68	35	44	82	0	0					
6	Число погашенных бюллетеней	19801	223	717	770	587	930	622	830	805	263	552	1486	904	990	1439	1108	1233	928	308	187	569	221	192	270	327	207	324	387	376	142	527	873	442	62					
7	Число бюллетеней в переносных ящиках для голосования	1223	6	9	34	14	23	21	31	12	4	17	27	13	12	12	13	19	10	9	54	34	34	72	117	127	63	70	137	68	35	44	82	0	0					
8	Число бюллетеней в стационарных ящиках для голосования	15354	146	474	565	469	846	747	709	503	243	500	1067	701	628	899	709	798	950	343	119	347	195	136	133	276	120	216	266	306	153	289	735	608	158					
9	Число недействительных бюллетеней	246	2	4	4	5	13	20	11	4	4	5	16	11	13	11	15	11	10	10	2	11	1	4	3	1	2	4	4	3	5	7	14	14	2					
10	Число действительных бюллетеней	16331	150	479	595	478	856	748	729	511	243	512	1078	703	627	900	707	806	950	342	171	370	228	204	247	402	181	282	399	371	183	326	803	594	156					
