Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																		
Дата голосования: 04.12.2011																		
																		
Наименование Избирательной комиссии:    Байкитская																		
																		
Сводная таблица результатов выборов																		
																		
		Сумма	УИК №2246	УИК №2247	УИК №2248	УИК №2249	УИК №2250	УИК №2251	УИК №2252	УИК №2253	УИК №2254	УИК №2255	УИК №2256					
1	"Число избирателей, внесенных в список избирателей"	4011	1488	1173	263	138	80	84	224	299	120	93	49					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	3962	1432	1144	236	143	87	109	235	311	120	97	48					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	155	58	42	29	0	0	0	0	26	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	1819	629	440	102	105	58	69	99	174	58	54	31					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	93	34	33	5	0	0	0	9	7	5	0	0					
6	Число погашенных избирательных бюллетеней	1895	711	629	100	38	29	40	127	104	57	43	17					
7	Число избирательных бюллетеней в переносных ящиках для голосования	248	92	75	34	0	0	0	9	33	5	0	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	1819	629	440	102	105	58	69	99	174	58	54	31					
9	Число недействительных избирательных бюллетеней	33	12	6	2	0	2	2	2	3	1	3	0					
10	Число действительных избирательных бюллетеней	2034	709	509	134	105	56	67	106	204	62	51	31					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	189	29	35	7	15	10	23	15	15	15	15	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	57	8	11	3	2	0	21	2	10	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	61	22	17	10	0	0	0	1	6	3	1	1					
14	Число погашенных неиспользованных открепительных удостоверений	132	21	24	4	13	10	2	13	5	15	15	10					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	11	2	1	1	1	1	1	2	0	1	1	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0					
																		
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	374	177	103	29	14	0	3	11	21	7	9	0					
		18.09%	24.55%	20.00%	21.32%	13.33%	0.00%	4.35%	10.19%	10.14%	11.11%	16.67%	0.00%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	348	135	123	30	12	4	6	14	8	4	7	5					
		16.84%	18.72%	23.88%	22.06%	11.43%	6.90%	8.70%	12.96%	3.86%	6.35%	12.96%	16.13%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	18	14	1	0	0	1	0	0	1	0	1	0					
		0.87%	1.94%	0.19%	0.00%	0.00%	1.72%	0.00%	0.00%	0.48%	0.00%	1.85%	0.00%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	221	102	78	14	0	0	1	4	11	2	8	1					
		10.69%	14.15%	15.15%	10.29%	0.00%	0.00%	1.45%	3.70%	5.31%	3.17%	14.81%	3.23%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	40	24	9	6	0	0	0	1	0	0	0	0					
		1.94%	3.33%	1.75%	4.41%	0.00%	0.00%	0.00%	0.93%	0.00%	0.00%	0.00%	0.00%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	1018	250	193	54	77	51	57	76	160	49	26	25					
		49.25%	34.67%	37.48%	39.71%	73.33%	87.93%	82.61%	70.37%	77.29%	77.78%	48.15%	80.65%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	15	7	2	1	2	0	0	0	3	0	0	0					
		0.73%	0.97%	0.39%	0.74%	1.90%	0.00%	0.00%	0.00%	1.45%	0.00%	0.00%	0.00%					
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
