Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																															
Дата голосования: 18.09.2016																															
																															
Наименование Избирательной комиссии:    Даровская																															
																															
Сводная таблица итогов голосования по федеральному избирательному округу																															
																															
		Сумма	УИК №172	УИК №173	УИК №174	УИК №175	УИК №176	УИК №177	УИК №178	УИК №179	УИК №180	УИК №181	УИК №182	УИК №183	УИК №184	УИК №185	УИК №186	УИК №187	УИК №188	УИК №189	УИК №190	УИК №191									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	9297	88	76	193	293	323	213	1125	752	1055	1153	910	1180	161	429	505	168	68	232	181	192									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	8933	80	78	190	280	315	215	1070	730	1000	1100	870	1150	155	400	480	165	70	220	165	200									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	4256	40	48	110	191	160	120	480	283	447	505	391	495	88	254	194	96	40	119	106	89									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	764	23	12	12	21	52	22	77	41	63	38	63	47	43	50	85	22	6	49	18	20									
6	Число погашенных избирательных бюллетеней	3913	17	18	68	68	103	73	513	406	490	557	416	608	24	96	201	47	24	52	41	91									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	764	23	12	12	21	52	22	77	41	63	38	63	47	43	50	85	22	6	49	18	20									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	4253	40	48	110	191	160	120	480	283	444	505	391	495	88	254	194	96	40	119	106	89									
9	Число недействительных избирательных бюллетеней	161	1	4	3	3	6	4	11	14	15	15	14	15	1	7	3	5	2	27	3	8									
10	Число действительных избирательных бюллетеней	4856	62	56	119	209	206	138	546	310	492	528	440	527	130	297	276	113	44	141	121	101									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	374	4	3	8	11	13	13	45	30	42	46	36	47	6	16	20	6	3	9	6	10									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	124	0	3	8	3	10	13	13	2	5	7	3	5	6	13	8	6	0	9	0	10									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	56	1	1	2	2	3	2	6	2	6	4	6	3	2	5	2	1	1	3	3	1									
14	Число погашенных неиспользованных открепительных удостоверений	250	4	0	0	8	3	0	32	28	37	39	33	42	0	3	12	0	3	0	6	0									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	18	0	0	1	0	2	4	0	0	1	2	1	4	0	1	0	1	1	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																															
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	83	2	0	1	0	1	1	12	7	10	12	13	7	1	6	1	1	3	1	4	0									
		1.65%	3.17%	0.00%	0.82%	0.00%	0.47%	0.70%	2.15%	2.16%	1.97%	2.21%	2.86%	1.29%	0.76%	1.97%	0.36%	0.85%	6.52%	0.60%	3.23%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	158	6	4	3	9	3	9	16	12	17	8	13	12	2	14	6	9	1	4	6	4									
		3.15%	9.52%	6.67%	2.46%	4.25%	1.42%	6.34%	2.87%	3.70%	3.35%	1.47%	2.86%	2.21%	1.53%	4.61%	2.15%	7.63%	2.17%	2.38%	4.84%	3.67%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	121	1	1	4	5	3	2	16	11	15	13	8	16	3	8	5	0	2	2	1	5									
		2.41%	1.59%	1.67%	3.28%	2.36%	1.42%	1.41%	2.87%	3.40%	2.96%	2.39%	1.76%	2.95%	2.29%	2.63%	1.79%	0.00%	4.35%	1.19%	0.81%	4.59%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	1919	9	31	51	86	94	42	214	108	174	203	181	182	62	126	126	48	20	63	47	52									
		38.25%	14.29%	51.67%	41.80%	40.57%	44.34%	29.58%	38.42%	33.33%	34.32%	37.38%	39.87%	33.58%	47.33%	41.45%	45.16%	40.68%	43.48%	37.50%	37.90%	47.71%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	30	1	1	0	1	2	2	2	2	4	5	1	6	0	1	1	0	0	0	1	0									
		0.60%	1.59%	1.67%	0.00%	0.47%	0.94%	1.41%	0.36%	0.62%	0.79%	0.92%	0.22%	1.11%	0.00%	0.33%	0.36%	0.00%	0.00%	0.00%	0.81%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	4	0	0	0	0	0	1	2	0	0	0	0	0	1	0	0	0	0	0	0	0									
		0.08%	0.00%	0.00%	0.00%	0.00%	0.00%	0.70%	0.36%	0.00%	0.00%	0.00%	0.00%	0.00%	0.76%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1241	16	10	38	41	42	32	147	96	130	139	127	153	34	59	53	34	6	34	39	11									
		24.74%	25.40%	16.67%	31.15%	19.34%	19.81%	22.54%	26.39%	29.63%	25.64%	25.60%	27.97%	28.23%	25.95%	19.41%	18.99%	28.81%	13.04%	20.24%	31.45%	10.09%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	16	0	0	0	0	1	0	2	2	1	2	0	4	0	3	0	1	0	0	0	0									
		0.32%	0.00%	0.00%	0.00%	0.00%	0.47%	0.00%	0.36%	0.62%	0.20%	0.37%	0.00%	0.74%	0.00%	0.99%	0.00%	0.85%	0.00%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	38	0	0	0	4	1	0	3	5	6	7	0	9	1	1	0	0	0	0	0	1									
		0.76%	0.00%	0.00%	0.00%	1.89%	0.47%	0.00%	0.54%	1.54%	1.18%	1.29%	0.00%	1.66%	0.76%	0.33%	0.00%	0.00%	0.00%	0.00%	0.00%	0.92%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	6	1	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	1	1	0									
		0.12%	1.59%	0.00%	0.00%	0.00%	0.00%	0.00%	0.18%	0.00%	0.00%	0.18%	0.00%	0.18%	0.00%	0.00%	0.00%	0.00%	0.00%	0.60%	0.81%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	31	1	1	0	2	5	1	3	2	5	0	0	4	0	4	3	0	0	0	0	0									
		0.62%	1.59%	1.67%	0.00%	0.94%	2.36%	0.70%	0.54%	0.62%	0.99%	0.00%	0.00%	0.74%	0.00%	1.32%	1.08%	0.00%	0.00%	0.00%	0.00%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	861	17	4	14	35	38	39	108	42	81	108	70	89	20	45	64	11	8	33	13	22									
		17.16%	26.98%	6.67%	11.48%	16.51%	17.92%	27.46%	19.39%	12.96%	15.98%	19.89%	15.42%	16.42%	15.27%	14.80%	22.94%	9.32%	17.39%	19.64%	10.48%	20.18%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	21	1	1	1	2	1	2	2	0	1	2	1	3	1	1	2	0	0	0	0	0									
		0.42%	1.59%	1.67%	0.82%	0.94%	0.47%	1.41%	0.36%	0.00%	0.20%	0.37%	0.22%	0.55%	0.76%	0.33%	0.72%	0.00%	0.00%	0.00%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	327	7	3	7	24	15	7	18	23	48	28	26	41	5	29	15	9	4	3	9	6									
		6.52%	11.11%	5.00%	5.74%	11.32%	7.08%	4.93%	3.23%	7.10%	9.47%	5.16%	5.73%	7.56%	3.82%	9.54%	5.38%	7.63%	8.70%	1.79%	7.26%	5.50%									
																															
																															
																															
																															
																															
																															
