Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																			
Дата голосования: 04.12.2011																																			
																																			
Наименование Избирательной комиссии:    Сызранская																																			
																																			
Сводная таблица результатов выборов																																			
																																			
		Сумма	УИК №1422	УИК №1423	УИК №1424	УИК №1425	УИК №1426	УИК №1427	УИК №1428	УИК №1429	УИК №1430	УИК №1431	УИК №1432	УИК №1433	УИК №1434	УИК №1435	УИК №1436	УИК №1437	УИК №1438	УИК №1439	УИК №1440	УИК №1441	УИК №1442	УИК №1443	УИК №1444	УИК №1445	УИК №1446	УИК №1447	УИК №1448	УИК №1449					
1	"Число избирателей, внесенных в список избирателей"	20027	2461	845	80	2651	178	122	611	267	987	357	508	2032	844	674	78	104	443	220	179	766	963	1575	137	757	1359	200	224	405					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	20144	2400	904	80	2680	170	110	610	260	1000	370	520	2050	850	670	70	100	450	230	170	750	1000	1600	140	750	1370	200	230	410					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	10161	1234	514	56	1336	109	68	339	118	409	219	294	917	351	314	47	69	167	82	101	368	572	810	46	449	780	108	113	171					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1548	109	70	9	45	4	10	37	68	116	36	31	93	77	19	9	5	82	57	19	66	136	137	34	68	90	48	25	48					
6	Число погашенных избирательных бюллетеней	8435	1057	320	15	1299	57	32	234	74	475	115	195	1040	422	337	14	26	201	91	50	316	292	653	60	233	500	44	92	191					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1548	109	70	9	45	4	10	37	68	116	36	31	93	77	19	9	5	82	57	19	66	136	137	34	68	90	48	25	48					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	10071	1234	514	56	1336	109	68	339	118	409	219	294	917	351	314	47	69	167	82	101	368	572	810	46	449	690	108	113	171					
9	Число недействительных избирательных бюллетеней	166	19	11	1	28	1	0	5	1	1	0	2	17	8	3	0	3	4	0	0	17	4	7	0	13	10	3	4	4					
10	Число действительных избирательных бюллетеней	11453	1324	573	64	1353	112	78	371	185	524	255	323	993	420	330	56	71	245	139	120	417	704	940	80	504	770	153	134	215					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	489	30	30	5	54	6	10	15	10	20	15	10	39	20	10	5	5	10	10	10	15	40	30	10	20	30	10	10	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	388	30	30	5	51	6	1	7	5	15	11	10	37	10	7	3	2	10	4	4	3	35	30	5	12	30	8	10	7					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	157	5	8	2	12	5	7	5	4	7	1	2	11	4	4	2	7	5	5	3	13	12	7	2	8	5	3	4	4					
14	Число погашенных неиспользованных открепительных удостоверений	101	0	0	0	3	0	9	8	5	5	4	0	2	10	3	2	3	0	6	6	12	5	0	5	8	0	2	0	3					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	11	1	2	0	2	0	0	1	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																			
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1340	175	43	7	166	12	21	56	28	49	18	47	157	52	27	5	10	22	11	13	50	89	95	10	51	60	24	13	29					
		11.53%	13.03%	7.36%	10.77%	12.02%	10.62%	26.92%	14.89%	15.05%	9.33%	7.06%	14.46%	15.54%	12.15%	8.11%	8.93%	13.51%	8.84%	7.91%	10.83%	11.52%	12.57%	10.03%	12.50%	9.86%	7.69%	15.38%	9.42%	13.24%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	2105	261	181	10	246	24	12	88	10	88	52	36	118	54	80	8	19	43	25	25	70	122	168	13	109	144	27	16	56					
		18.12%	19.43%	30.99%	15.38%	17.81%	21.24%	15.38%	23.40%	5.38%	16.76%	20.39%	11.08%	11.68%	12.62%	24.02%	14.29%	25.68%	17.27%	17.99%	20.83%	16.13%	17.23%	17.74%	16.25%	21.08%	18.46%	17.31%	11.59%	25.57%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	114	11	6	1	20	0	0	2	1	2	1	4	13	2	3	0	1	1	3	2	4	8	16	0	4	6	3	0	0					
		0.98%	0.82%	1.03%	1.54%	1.45%	0.00%	0.00%	0.53%	0.54%	0.38%	0.39%	1.23%	1.29%	0.47%	0.90%	0.00%	1.35%	0.40%	2.16%	1.67%	0.92%	1.13%	1.69%	0.00%	0.77%	0.77%	1.92%	0.00%	0.00%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	2405	272	123	18	420	7	18	47	35	87	34	69	242	148	83	11	24	59	30	23	80	142	126	19	64	156	20	22	26					
		20.70%	20.25%	21.06%	27.69%	30.41%	6.19%	23.08%	12.50%	18.82%	16.57%	13.33%	21.23%	23.96%	34.58%	24.92%	19.64%	32.43%	23.69%	21.58%	19.17%	18.43%	20.06%	13.31%	23.75%	12.38%	20.00%	12.82%	15.94%	11.87%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	244	27	8	1	37	1	0	1	0	2	2	4	16	8	6	0	2	4	1	1	11	13	8	0	4	5	79	1	2					
		2.10%	2.01%	1.37%	1.54%	2.68%	0.88%	0.00%	0.27%	0.00%	0.38%	0.78%	1.23%	1.58%	1.87%	1.80%	0.00%	2.70%	1.61%	0.72%	0.83%	2.53%	1.84%	0.84%	0.00%	0.77%	0.64%	50.64%	0.72%	0.91%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	5190	573	210	27	456	67	26	176	111	293	148	160	442	153	131	32	15	116	68	55	199	324	526	38	270	392	0	81	101					
		44.67%	42.67%	35.96%	41.54%	33.02%	59.29%	33.33%	46.81%	59.68%	55.81%	58.04%	49.23%	43.76%	35.75%	39.34%	57.14%	20.27%	46.59%	48.92%	45.83%	45.85%	45.76%	55.54%	47.50%	52.22%	50.26%	0.00%	58.70%	46.12%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	55	5	2	0	8	1	1	1	0	3	0	3	5	3	0	0	0	0	1	1	3	6	1	0	2	7	0	1	1					
		0.47%	0.37%	0.34%	0.00%	0.58%	0.88%	1.28%	0.27%	0.00%	0.57%	0.00%	0.92%	0.50%	0.70%	0.00%	0.00%	0.00%	0.00%	0.72%	0.83%	0.69%	0.85%	0.11%	0.00%	0.39%	0.90%	0.00%	0.72%	0.46%					
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
