Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																									
Дата голосования: 02.12.2007																																									
																																									
Наименование Избирательной комиссии:    Ермекеевская																																									
																																									
Сводная таблица результатов выборов																																									
																																									
		Сумма	УИК №1901	УИК №1902	УИК №1903	УИК №1904	УИК №1905	УИК №1906	УИК №1907	УИК №1908	УИК №1909	УИК №1910	УИК №1911	УИК №1912	УИК №1913	УИК №1914	УИК №1915	УИК №1916	УИК №1917	УИК №1918	УИК №1919	УИК №1920	УИК №1921	УИК №1922	УИК №1923	УИК №1924	УИК №1925	УИК №1926	УИК №1927	УИК №1928	УИК №1929	УИК №1930	УИК №1931	УИК №1932	УИК №1933	УИК №1934					
1	"Число избирателей, внесенных в списки избирателей"	11743	360	176	80	373	122	549	310	1401	1373	115	378	238	309	59	47	246	252	57	226	175	178	137	216	587	226	603	251	121	255	432	262	698	555	376					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	11767	361	177	80	374	123	556	311	1385	1350	119	379	241	310	59	49	247	256	58	226	180	178	137	216	586	226	606	254	123	256	439	272	698	555	380					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	10995	320	160	80	347	122	530	308	1230	1301	112	358	238	286	59	47	241	235	47	213	154	176	135	206	511	216	576	241	119	238	393	240	692	534	330					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	607	38	16	0	23	0	13	0	119	29	3	20	0	21	0	0	5	14	10	13	21	0	2	8	65	9	24	10	2	17	38	22	0	19	46					
6	Число погашенных избирательных бюллетеней	165	3	1	0	4	1	13	3	36	20	4	1	3	3	0	2	1	7	1	0	5	2	0	2	10	1	6	3	2	1	8	10	6	2	4					
7	Число избирательных бюллетеней в переносных ящиках для голосования	607	38	16	0	23	0	13	0	119	29	3	20	0	21	0	0	5	14	10	13	21	0	2	8	65	9	24	10	2	17	38	22	0	19	46					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	10995	320	160	80	347	122	530	308	1230	1301	112	358	238	286	59	47	241	235	47	213	154	176	135	206	511	216	576	241	119	238	393	240	692	534	330					
9	Число недействительных избирательных бюллетеней	38	0	0	2	1	4	0	0	5	0	0	5	0	0	0	0	2	0	0	1	0	0	3	0	8	1	2	0	0	0	2	0	2	0	0					
10	Число действительных избирательных бюллетеней	11564	358	176	78	369	118	543	308	1344	1330	115	373	238	307	59	47	244	249	57	225	175	176	134	214	568	224	598	251	121	255	429	262	690	553	376					
