Выборы Президента Российской Федерации																																																																																																				
Дата голосования: 04.03.2012																																																																																																				
																																																																																																				
Наименование Избирательной комиссии:    Белорецкая																																																																																																				
																																																																																																				
Сводная таблица итогов голосования																																																																																																				
																																																																																																				
	Число участковых избирательных комиссий	89																																																																																																		
	Число участковых избирательных комиссий, приступивших к передаче сведений	89																																																																																																		
																																																																																																				
		Сумма	УИК №1275	УИК №1276	УИК №1277	УИК №1278	УИК №1279	УИК №1280	УИК №1281	УИК №1282	УИК №1283	УИК №1284	УИК №1285	УИК №1286	УИК №1287	УИК №1288	УИК №1289	УИК №1290	УИК №1291	УИК №1292	УИК №1293	УИК №1294	УИК №1295	УИК №1296	УИК №1297	УИК №1298	УИК №1299	УИК №1300	УИК №1301	УИК №1302	УИК №1303	УИК №1304	УИК №1305	УИК №1306	УИК №1307	УИК №1308	УИК №1309	УИК №1310	УИК №1311	УИК №1312	УИК №1313	УИК №1314	УИК №1315	УИК №1316	УИК №1317	УИК №1318	УИК №1319	УИК №1320	УИК №1321	УИК №1322	УИК №1323	УИК №1324	УИК №1325	УИК №1326	УИК №1327	УИК №1328	УИК №1329	УИК №1330	УИК №1331	УИК №1332	УИК №1333	УИК №1334	УИК №1335	УИК №1336	УИК №1337	УИК №1338	УИК №1339	УИК №1340	УИК №1341	УИК №1342	УИК №1343	УИК №1344	УИК №1345	УИК №1346	УИК №1347	УИК №1348	УИК №1349	УИК №1350	УИК №1351	УИК №1352	УИК №1353	УИК №1354	УИК №1355	УИК №1356	УИК №1357	УИК №1358	УИК №1359	УИК №1360	УИК №1361	УИК №1362	УИК №1363									
1	Число избирателей, включенных в список избирателей	76835	2488	2373	1767	1317	1580	2513	928	2127	2278	2299	1605	2478	1697	1166	1996	1257	1535	1025	948	1148	610	1410	356	2336	2777	462	1923	888	2081	1094	1297	1026	182	415	269	355	243	544	519	136	146	146	112	795	897	193	1577	381	405	603	338	525	479	467	324	461	620	167	423	232	156	419	367	830	1869	185	85	87	274	255	201	1087	625	249	789	731	691	643	725	578	610	371	525	350	390	476	243	185	100									
2	Число избирательных бюллетеней, полученных участковой избирательной комиссией	80440	2500	2400	1860	1370	1560	2600	960	2160	2310	2400	1760	2510	1700	1200	2110	1300	1600	1060	1000	1260	650	1460	360	2460	2930	500	1860	960	1960	1110	1360	1200	200	360	270	370	260	600	600	170	150	150	150	800	910	220	1660	410	410	620	350	600	550	500	400	520	700	200	500	250	200	410	400	830	1860	190	100	100	280	300	200	1400	660	250	800	760	660	700	760	660	660	400	560	370	460	560	280	200	120									
3	Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	Число избирательных бюллетеней, выданных в помещении для голосования в день голосования	47692	1622	1634	970	743	1172	1604	460	1143	1178	1633	1197	1311	891	697	1098	756	907	451	546	535	413	743	205	1466	1983	225	1047	410	788	649	810	675	156	272	199	280	200	411	455	132	137	144	93	475	651	159	905	227	317	577	322	384	348	348	230	242	431	112	298	191	103	194	304	498	845	154	71	61	201	186	153	812	416	211	394	354	363	313	520	446	476	230	308	304	328	337	204	162	86									
5	Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования	9888	208	167	170	296	45	278	67	186	275	184	180	202	128	110	235	115	368	176	150	375	158	236	53	157	235	53	334	136	82	188	351	36	16	72	20	14	16	76	30	4	9	2	2	250	135	15	133	67	80	17	15	100	97	35	72	160	92	30	88	28	53	179	24	203	111	10	10	15	49	64	19	275	61	11	131	140	129	139	50	132	133	59	132	25	18	68	25	6	8									
6	Число погашенных избирательных бюллетеней	22860	670	599	720	331	343	718	433	831	857	583	383	997	681	393	777	429	325	433	304	350	79	481	102	837	712	222	479	414	1090	273	199	489	28	16	51	76	44	113	115	34	4	4	55	75	124	46	622	116	13	26	13	116	105	117	98	118	177	58	114	31	44	37	72	129	904	26	19	24	30	50	28	313	183	28	275	266	168	248	190	82	51	111	120	41	114	155	51	32	26									
7	Число избирательных бюллетеней в переносных ящиках для голосования	9888	208	167	170	296	45	278	67	186	275	184	180	202	128	110	235	115	368	176	150	375	158	236	53	157	235	53	334	136	82	188	351	36	16	72	20	14	16	76	30	4	9	2	2	250	135	15	133	67	80	17	15	100	97	35	72	160	92	30	88	28	53	179	24	203	111	10	10	15	49	64	19	275	61	11	131	140	129	139	50	132	133	59	132	25	18	68	25	6	8									
8	Число бюллетеней в стационарных ящиках для голосования	47689	1622	1634	970	743	1172	1604	460	1143	1178	1633	1197	1311	891	696	1098	756	907	451	546	535	413	743	205	1466	1983	225	1047	410	788	649	810	675	156	272	199	280	200	411	455	132	137	144	93	475	651	159	905	225	317	577	322	384	348	348	230	242	431	112	298	191	103	194	304	498	845	154	71	61	201	186	153	812	416	211	394	354	363	313	520	446	476	230	308	304	328	337	204	162	86									
9	Число недействительных избирательных бюллетеней	514	17	12	6	13	5	37	3	15	22	23	0	30	2	4	15	1	12	1	8	16	10	8	0	15	11	2	12	7	11	3	3	0	1	1	0	1	0	6	4	21	1	3	0	5	4	2	12	4	0	0	0	8	3	3	4	0	14	1	3	1	0	0	0	4	14	3	0	3	1	1	3	15	4	1	2	4	0	1	3	2	4	0	8	4	2	1	8	0	0									
10	Число действительных избирательных бюллетеней	57063	1813	1789	1134	1026	1212	1845	524	1314	1431	1794	1377	1483	1017	802	1318	870	1263	626	688	894	561	971	258	1608	2207	276	1369	539	859	834	1158	711	171	343	219	293	216	481	481	115	145	143	95	720	782	172	1026	288	397	594	337	476	442	380	298	402	509	141	383	218	156	373	328	697	942	161	81	73	249	249	169	1072	473	221	523	490	492	451	567	576	605	289	432	325	344	404	221	168	94									
11	Число полученных открепительных  удостоверений	895	25	25	27	13	15	26	5	27	23	26	18	25	26	13	13	6	12	7	10	12	7	8	4	15	12	5	8	6	12	13	13	6	6	5	7	2	1	0	8	3	1	2	2	1	2	12	25	1	2	4	2	5	29	14	6	9	10	20	11	7	22	35	11	4	7	5	2	1	1	8	7	11	10	4	11	7	2	3	8	9	7	10	8	10	11	3	9	8	1									
12	Число открепительных удостоверений, выданных избирателям на избирательном участке	886	25	25	27	13	15	26	5	27	23	26	18	25	26	13	13	3	12	7	10	12	7	8	4	15	12	5	8	6	12	13	13	6	6	5	7	2	0	0	8	3	1	0	2	1	1	12	25	1	2	3	2	5	29	14	6	9	10	20	11	7	22	35	11	4	7	5	2	0	1	8	7	11	10	4	11	7	2	3	8	9	7	10	8	10	11	3	9	8	1									
13	Число избирателей, проголосовавших по открепительным удостоверениям	857	15	48	10	20	2	33	9	12	13	18	8	6	2	14	13	5	12	5	14	4	8	30	4	10	11	2	7	3	14	8	7	90	0	101	3	3	2	4	64	2	3	3	2	5	4	2	6	2	3	7	3	5	8	8	5	4	11	7	6	9	3	6	10	4	4	0	5	0	1	3	3	10	5	3	13	14	0	3	5	2	1	9	2	3	2	2	5	0	0									
14	Число неиспользованных открепительных удостоверений	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
