Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																											
Дата голосования: 07.12.2003 0:00:00																																											
																																											
Наименование Избирательной комиссии:    Мегино-Кангаласская																																											
																																											
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																											
																																											
		Сумма	УИК №249	УИК №250	УИК №251	УИК №252	УИК №253	УИК №254	УИК №255	УИК №256	УИК №257	УИК №258	УИК №259	УИК №260	УИК №261	УИК №262	УИК №263	УИК №264	УИК №265	УИК №266	УИК №267	УИК №268	УИК №269	УИК №270	УИК №271	УИК №272	УИК №273	УИК №274	УИК №275	УИК №276	УИК №277	УИК №278	УИК №279	УИК №280	УИК №281	УИК №282	УИК №283	УИК №284					
1	"Число избирателей, внесенных в списки"	18225	1522	1417	1461	927	980	1192	44	634	273	785	497	351	175	473	263	83	735	233	334	299	376	527	255	201	443	64	606	405	315	252	613	333	181	494	260	222					
2	"Число бюллетеней, полученных участковыми комиссиями"	17970	1400	1250	1350	960	900	1050	45	620	260	840	500	360	190	460	280	90	740	250	360	320	420	560	270	200	440	80	600	460	320	250	610	340	190	490	255	260					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	12865	1052	975	910	491	402	729	43	485	233	465	354	264	164	375	185	77	453	186	285	257	302	359	221	138	336	55	480	368	288	208	472	288	165	384	214	202					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1414	61	86	149	60	48	127	0	31	25	104	19	21	11	41	26	6	53	8	10	19	31	57	14	30	69	0	37	37	15	24	64	29	16	41	26	19					
6	Число погашенных бюллетеней	3691	287	189	291	409	450	194	2	104	2	271	127	75	15	44	69	7	234	56	65	44	87	144	35	32	35	25	83	55	17	18	74	23	9	65	15	39					
7	Число бюллетеней в переносных ящиках для голосования	1414	61	86	149	60	48	127	0	31	25	104	19	21	11	41	26	6	53	8	10	19	31	57	14	30	69	0	37	37	15	24	64	29	16	41	26	19					
8	Число бюллетеней в стационарных ящиках для голосования	12863	1052	975	910	491	400	729	43	485	233	465	354	264	164	375	185	77	453	186	285	257	302	359	221	138	336	55	480	368	288	208	472	288	165	384	214	202					
9	Число недействительных бюллетеней	234	9	14	18	7	4	10	0	15	7	8	5	3	6	10	2	5	8	1	12	6	2	0	7	1	16	0	14	1	3	4	7	10	3	7	2	7					
10	Число действительных бюллетеней	14043	1104	1047	1041	544	444	846	43	501	251	561	368	282	169	406	209	78	498	193	283	270	331	416	228	167	389	55	503	404	300	228	529	307	178	418	238	214					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	575	30	30	30	15	15	30	5	10	10	25	25	10	10	20	20	5	20	20	20	20	20	15	10	10	10	5	15	15	15	10	20	10	10	20	10	10					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	280	10	3	18	3	4	30	0	7	6	10	9	4	5	11	12	3	7	3	12	13	20	14	6	0	6	0	6	6	13	0	15	6	0	10	2	6					
