Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																		
Дата голосования: 04.12.2011																																		
																																		
Наименование Избирательной комиссии:    Железногорская																																		
																																		
Сводная таблица результатов выборов																																		
																																		
		Сумма	УИК №409	УИК №410	УИК №411	УИК №412	УИК №413	УИК №414	УИК №415	УИК №416	УИК №417	УИК №418	УИК №419	УИК №420	УИК №421	УИК №422	УИК №423	УИК №424	УИК №425	УИК №426	УИК №427	УИК №428	УИК №429	УИК №430	УИК №431	УИК №432	УИК №433	УИК №434	УИК №435					
1	"Число избирателей, внесенных в список избирателей"	14163	1591	125	141	348	729	227	238	276	585	114	383	513	1286	1253	312	907	486	710	401	492	106	280	1846	185	150	191	288					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	12630	1420	110	120	300	660	200	210	250	520	100	350	450	1150	1120	290	800	440	650	360	440	90	200	1680	160	130	170	260					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	5918	793	30	62	170	248	98	91	113	190	59	152	156	441	474	112	555	165	339	130	171	47	122	872	89	61	65	113					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1357	31	35	15	70	84	66	34	21	92	12	65	109	71	93	71	58	63	29	71	61	16	53	14	15	26	55	27					
6	Число погашенных избирательных бюллетеней	5355	596	45	43	60	328	36	85	116	238	29	133	185	638	553	107	187	212	282	159	208	27	25	794	56	43	50	120					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1357	31	35	15	70	84	66	34	21	92	12	65	109	71	93	71	58	63	29	71	61	16	53	14	15	26	55	27					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	5917	793	30	62	170	248	98	91	112	190	59	152	156	441	474	112	555	165	339	130	171	47	122	872	89	61	65	113					
9	Число недействительных избирательных бюллетеней	95	10	0	2	3	5	4	0	1	5	1	0	2	5	8	3	11	1	4	6	3	0	1	17	1	0	1	1					
10	Число действительных избирательных бюллетеней	7179	814	65	75	237	327	160	125	132	277	70	217	263	507	559	180	602	227	364	195	229	63	174	869	103	87	119	139					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	146	18	3	3	7	6	3	3	3	4	3	3	3	10	10	6	6	4	5	4	5	2	3	20	3	3	3	3					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	71	5	0	0	5	4	1	0	3	4	2	3	1	5	3	6	4	0	4	2	1	1	0	14	3	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	216	13	3	5	5	3	8	4	7	9	1	10	9	12	16	2	12	4	3	5	8	5	51	6	5	6	2	2					
14	Число погашенных неиспользованных открепительных удостоверений	75	13	3	3	2	2	2	3	0	0	1	0	2	5	7	0	2	4	1	2	4	1	3	6	0	3	3	3					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																		
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	755	86	11	7	22	66	15	10	16	23	6	12	31	58	67	10	57	32	42	22	24	5	13	76	11	12	10	11					
		10.38%	10.44%	16.92%	9.09%	9.17%	19.88%	9.15%	8.00%	12.03%	8.16%	8.45%	5.53%	11.70%	11.33%	11.82%	5.46%	9.30%	14.04%	11.41%	10.95%	10.34%	7.94%	7.43%	8.58%	10.58%	13.79%	8.33%	7.86%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	919	135	7	11	19	45	12	20	12	34	5	27	16	66	56	18	110	40	43	32	16	2	4	141	10	7	6	25					
		12.63%	16.38%	10.77%	14.29%	7.92%	13.55%	7.32%	16.00%	9.02%	12.06%	7.04%	12.44%	6.04%	12.89%	9.88%	9.84%	17.94%	17.54%	11.68%	15.92%	6.90%	3.17%	2.29%	15.91%	9.62%	8.05%	5.00%	17.86%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	66	9	0	1	1	5	0	0	2	3	0	1	0	6	3	4	6	0	2	3	3	0	0	15	1	0	1	0					
		0.91%	1.09%	0.00%	1.30%	0.42%	1.51%	0.00%	0.00%	1.50%	1.06%	0.00%	0.46%	0.00%	1.17%	0.53%	2.19%	0.98%	0.00%	0.54%	1.49%	1.29%	0.00%	0.00%	1.69%	0.96%	0.00%	0.83%	0.00%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	1449	188	8	10	29	61	26	15	21	77	14	22	50	83	122	28	116	44	58	37	41	4	77	246	16	6	21	29					
		19.92%	22.82%	12.31%	12.99%	12.08%	18.37%	15.85%	12.00%	15.79%	27.30%	19.72%	10.14%	18.87%	16.21%	21.52%	15.30%	18.92%	19.30%	15.76%	18.41%	17.67%	6.35%	44.00%	27.77%	15.38%	6.90%	17.50%	20.71%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	73	10	0	1	1	4	0	4	0	5	1	4	3	5	15	1	5	3	3	1	2	0	0	3	1	1	0	0					
		1.00%	1.21%	0.00%	1.30%	0.42%	1.20%	0.00%	3.20%	0.00%	1.77%	1.41%	1.84%	1.13%	0.98%	2.65%	0.55%	0.82%	1.32%	0.82%	0.50%	0.86%	0.00%	0.00%	0.34%	0.96%	1.15%	0.00%	0.00%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	3891	382	39	45	164	144	107	74	81	132	44	151	163	289	292	118	307	106	216	100	143	52	80	384	63	61	81	73					
		53.49%	46.36%	60.00%	58.44%	68.33%	43.37%	65.24%	59.20%	60.90%	46.81%	61.97%	69.59%	61.51%	56.45%	51.50%	64.48%	50.08%	46.49%	58.70%	49.75%	61.64%	82.54%	45.71%	43.34%	60.58%	70.11%	67.50%	52.14%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	26	4	0	0	1	2	0	2	0	3	0	0	0	0	4	1	1	2	0	0	0	0	0	4	1	0	0	1					
		0.36%	0.49%	0.00%	0.00%	0.42%	0.60%	0.00%	1.60%	0.00%	1.06%	0.00%	0.00%	0.00%	0.00%	0.71%	0.55%	0.16%	0.88%	0.00%	0.00%	0.00%	0.00%	0.00%	0.45%	0.96%	0.00%	0.00%	0.71%					
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
