Выборы Президента Российской Федерации																																																	
Дата голосования: 02.03.2008																																																	
																																																	
Наименование Избирательной комиссии:    Жирновская																																																	
																																																	
Сводная таблица результатов выборов																																																	
																																																	
	Число участковых избирательных комиссий	42																																															
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	42																																															
																																																	
		Сумма	УИК №762	УИК №763	УИК №764	УИК №765	УИК №766	УИК №767	УИК №768	УИК №769	УИК №770	УИК №771	УИК №772	УИК №773	УИК №774	УИК №775	УИК №776	УИК №777	УИК №778	УИК №779	УИК №780	УИК №781	УИК №782	УИК №783	УИК №784	УИК №785	УИК №786	УИК №787	УИК №788	УИК №789	УИК №790	УИК №791	УИК №792	УИК №793	УИК №794	УИК №795	УИК №796	УИК №797	УИК №798	УИК №799	УИК №800	УИК №801	УИК №802	УИК №803					
1	"Число избирателей, включенных в списки избирателей"	31622	951	895	2129	1958	2219	1900	606	1300	385	1217	1776	1744	827	123	1056	1271	1410	2067	380	205	78	360	307	488	168	550	106	345	1504	184	39	838	266	67	152	87	165	181	806	273	162	77					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	35650	1200	1100	2100	2300	2500	2100	690	1400	400	1300	1800	2000	950	150	1200	1400	1680	2200	400	200	80	400	400	600	180	590	110	420	1980	230	70	940	320	80	170	90	210	230	930	280	180	90					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в помещениях для голосования в день голосования"	20777	692	654	1260	1244	1426	1089	365	811	385	795	1351	1079	441	109	699	614	806	1062	215	172	60	279	199	385	136	495	106	219	950	137	39	680	188	60	146	75	127	150	610	257	148	62					
5	"Число избирательных бюллетеней, выданных вне помещений для голосования в день голосования"	3198	33	152	243	137	95	191	49	63	0	39	67	132	177	10	56	322	164	263	89	19	17	25	69	69	16	0	0	91	242	29	0	77	65	5	4	12	18	21	120	0	7	10					
6	Число погашенных избирательных бюллетеней	11675	475	294	597	919	979	820	276	526	15	466	382	789	332	31	445	464	710	875	96	9	3	96	132	146	28	95	4	110	788	64	31	183	67	15	20	3	65	59	200	23	25	18					
7	Число избирательных бюллетеней в переносных ящиках для голосования	3198	33	152	243	137	95	191	49	63	0	39	67	132	177	10	56	322	164	263	89	19	17	25	69	69	16	0	0	91	242	29	0	77	65	5	4	12	18	21	120	0	7	10					
8	Число бюллетеней в стационарных ящиках для голосования	20776	692	654	1260	1244	1426	1089	364	811	385	795	1351	1079	441	109	699	614	806	1062	215	172	60	279	199	385	136	495	106	219	950	137	39	680	188	60	146	75	127	150	610	257	148	62					
9	Число недействительных избирательных бюллетеней	156	12	8	15	8	12	9	2	8	2	3	0	10	5	2	4	6	7	15	1	1	0	0	2	4	1	5	0	2	3	1	0	4	0	0	0	0	0	2	0	1	1	0					
10	Число действительных избирательных бюллетеней	23818	713	798	1488	1373	1509	1271	411	866	383	831	1418	1201	613	117	751	930	963	1310	303	190	77	304	266	450	151	490	106	308	1189	165	39	753	253	65	150	87	145	169	730	256	154	72					
11	Число полученных открепительных  удостоверений	444	15	20	28	30	50	28	10	20	0	10	10	10	10	0	18	10	16	10	2	12	0	17	10	9	5	10	3	6	9	4	1	10	8	0	2	0	1	3	32	0	0	5					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	425	15	20	28	26	50	28	7	20	0	9	8	10	10	0	18	10	16	10	2	12	0	17	10	9	2	10	0	6	9	2	1	10	8	0	1	0	1	3	32	0	0	5					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	177	6	11	23	7	18	10	6	6	0	1	6	3	3	1	4	5	9	5	0	0	5	1	1	0	0	15	3	3	4	0	1	0	0	0	2	10	3	1	1	3	0	0					
14	Число неиспользованных открепительных удостоверений	19	0	0	0	4	0	0	3	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	3	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям ТИК"	106	4	9	6	6	17	9	3	2	0	0	1	1	3	0	0	3	3	14	1	0	0	0	1	9	0	0	0	0	1	0	0	11	0	0	0	0	0	0	1	0	1	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	"Число открепительных удостоверений, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																	
18	Богданов Андрей Владимирович	201	10	14	20	6	13	14	3	6	6	6	12	7	8	0	5	9	8	5	2	2	0	2	1	3	0	5	1	2	9	1	1	9	2	2	3	0	0	1	1	0	2	0					
		0.84%	1.38%	1.74%	1.33%	0.43%	0.85%	1.09%	0.73%	0.69%	1.56%	0.72%	0.85%	0.58%	1.29%	0.00%	0.66%	0.96%	0.82%	0.38%	0.66%	1.05%	0.00%	0.66%	0.37%	0.66%	0.00%	1.01%	0.94%	0.65%	0.76%	0.60%	2.56%	1.19%	0.79%	3.08%	2.00%	0.00%	0.00%	0.58%	0.14%	0.00%	1.29%	0.00%					
19	Жириновский Владимир Вольфович	2641	94	84	157	139	168	140	45	109	26	83	149	150	62	11	80	91	119	149	55	26	11	62	36	35	19	47	9	27	135	15	3	79	37	6	5	5	18	28	81	28	9	9					
		11.02%	12.97%	10.42%	10.45%	10.07%	11.05%	10.94%	10.90%	12.47%	6.75%	9.95%	10.51%	12.39%	10.03%	9.24%	10.60%	9.72%	12.27%	11.25%	18.09%	13.61%	14.29%	20.39%	13.43%	7.71%	12.50%	9.49%	8.49%	8.71%	11.33%	9.04%	7.69%	10.44%	14.62%	9.23%	3.33%	5.75%	12.41%	16.37%	11.10%	10.89%	5.81%	12.50%					
20	Зюганов Геннадий Андреевич	6170	227	185	383	382	331	318	130	205	94	247	411	281	191	37	176	244	260	354	70	55	26	89	114	165	79	119	10	47	214	34	6	198	32	4	45	38	31	45	205	45	27	16					
		25.74%	31.31%	22.95%	25.48%	27.66%	21.76%	24.84%	31.48%	23.46%	24.42%	29.62%	28.98%	23.20%	30.91%	31.09%	23.31%	26.07%	26.80%	26.72%	23.03%	28.80%	33.77%	29.28%	42.54%	36.34%	51.97%	24.04%	9.43%	15.16%	17.95%	20.48%	15.38%	26.16%	12.65%	6.15%	30.00%	43.68%	21.38%	26.32%	28.08%	17.51%	17.42%	22.22%					
21	Медведев Дмитрий Анатольевич	14806	382	515	928	846	997	799	233	546	257	495	846	763	352	69	490	586	576	802	176	107	40	151	115	247	53	319	86	232	831	115	29	467	182	53	97	44	96	95	443	183	116	47					
