Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																											
Дата голосования: 02.12.2007																											
																											
Наименование Избирательной комиссии:    Тунгокоченская																											
																											
Сводная таблица результатов выборов																											
																											
		Сумма	УИК №241	УИК №242	УИК №243	УИК №244	УИК №245	УИК №246	УИК №247	УИК №248	УИК №249	УИК №250	УИК №251	УИК №252	УИК №253	УИК №254	УИК №255	УИК №256	УИК №257	УИК №258	УИК №259	УИК №260					
1	"Число избирателей, внесенных в списки избирателей"	10632	2087	603	714	874	1286	1112	650	66	47	62	552	185	66	180	371	629	157	699	218	74					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	10504	2060	610	710	850	1240	1110	650	70	44	65	540	175	60	180	390	620	160	685	215	70					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	6041	1111	268	316	457	721	619	374	38	36	40	416	131	42	108	224	371	92	458	157	62					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	489	170	38	38	28	21	46	29	4	0	3	0	0	0	11	24	64	0	13	0	0					
6	Число погашенных избирательных бюллетеней	3974	779	304	356	365	498	445	247	28	8	22	124	44	18	61	142	185	68	214	58	8					
7	Число избирательных бюллетеней в переносных ящиках для голосования	489	170	38	38	28	21	46	29	4	0	3	0	0	0	11	24	64	0	13	0	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	6027	1111	268	316	457	708	619	374	38	36	40	416	131	42	108	224	370	92	458	157	62					
9	Число недействительных избирательных бюллетеней	67	9	2	4	1	8	9	12	0	0	0	3	0	0	1	1	2	1	9	5	0					
10	Число действительных избирательных бюллетеней	6449	1272	304	350	484	721	656	391	42	36	43	413	131	42	118	247	432	91	462	152	62					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	294	79	15	15	15	15	15	15	5	5	5	15	5	5	15	15	16	5	15	15	4					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	83	30	1	1	3	3	1	3	0	0	0	3	5	0	6	13	7	0	7	0	0					
