Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																													
Дата голосования: 04.12.2011																																													
																																													
Наименование Избирательной комиссии:    Ордынская 																																													
																																													
Сводная таблица результатов выборов																																													
																																													
		Сумма	УИК №860	УИК №861	УИК №862	УИК №863	УИК №864	УИК №865	УИК №866	УИК №867	УИК №868	УИК №869	УИК №870	УИК №871	УИК №872	УИК №873	УИК №874	УИК №875	УИК №876	УИК №877	УИК №878	УИК №879	УИК №880	УИК №881	УИК №882	УИК №883	УИК №884	УИК №885	УИК №886	УИК №887	УИК №888	УИК №889	УИК №890	УИК №891	УИК №892	УИК №893	УИК №894	УИК №895	УИК №896	УИК №897					
1	"Число избирателей, внесенных в список избирателей"	30716	2526	2538	1618	1986	1726	1029	1621	1194	302	890	732	186	563	117	489	147	1204	1087	1139	60	39	1469	98	981	605	657	437	1172	357	280	572	231	622	220	938	334	463	87					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	31770	2500	2580	1600	2000	1760	1050	1660	1220	315	920	760	210	600	120	530	158	1260	1110	1190	80	42	1520	115	1030	660	690	450	1230	570	280	630	230	630	230	960	320	480	80					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	17731	1352	1421	859	1119	979	520	1156	703	188	611	451	142	294	66	316	94	685	664	641	35	27	795	63	566	348	365	256	683	296	167	294	148	321	135	475	173	270	53					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1729	127	55	61	59	54	47	54	66	12	49	27	7	30	5	24	10	50	68	66	4	7	124	11	80	43	58	21	85	61	43	84	14	41	20	67	28	63	4					
6	Число погашенных избирательных бюллетеней	12310	1021	1104	680	822	727	483	450	451	115	260	282	61	276	49	190	54	525	378	483	41	8	601	41	384	269	267	173	462	213	70	252	68	268	75	418	119	147	23					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1729	127	55	61	59	54	47	54	66	12	49	27	7	30	5	24	10	50	68	66	4	7	124	11	80	43	58	21	85	61	43	84	14	41	20	67	28	63	4					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	17727	1350	1421	859	1119	978	520	1156	703	188	611	451	142	294	66	316	94	685	663	641	35	27	795	63	566	348	365	256	683	296	167	294	148	321	135	475	173	270	53					
9	Число недействительных избирательных бюллетеней	333	29	13	15	25	13	11	11	6	2	15	17	2	4	1	12	3	11	21	9	0	0	16	2	19	12	7	4	9	1	2	10	5	4	1	6	2	13	0					
10	Число действительных избирательных бюллетеней	19123	1448	1463	905	1153	1019	556	1199	763	198	645	461	147	320	70	328	101	724	710	698	39	34	903	72	627	379	416	273	759	356	208	368	157	358	154	536	199	320	57					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	1059	43	35	25	53	32	20	33	40	20	30	16	20	40	2	25	10	40	30	30	19	6	78	10	50	50	40	11	27	30	30	39	12	25	15	20	15	30	8					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	1055	43	34	25	52	32	20	33	38	20	30	16	20	40	2	25	10	40	30	30	19	6	78	10	50	50	40	11	27	30	30	39	12	25	15	20	15	30	8					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	358	51	23	18	36	14	8	20	15	7	3	8	1	6	2	2	2	11	9	2	6	5	29	4	5	4	4	5	6	10	13	2	2	3	4	11	4	0	3					
14	Число погашенных неиспользованных открепительных удостоверений	4	0	1	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
