Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																													
Дата голосования: 02.12.2007																																													
																																													
Наименование Избирательной комиссии:    Гагаринская																																													
																																													
Сводная таблица результатов выборов																																													
																																													
		Сумма	УИК №63	УИК №64	УИК №65	УИК №66	УИК №67	УИК №68	УИК №69	УИК №70	УИК №71	УИК №72	УИК №73	УИК №74	УИК №75	УИК №76	УИК №77	УИК №78	УИК №79	УИК №80	УИК №81	УИК №82	УИК №83	УИК №84	УИК №85	УИК №86	УИК №87	УИК №88	УИК №89	УИК №90	УИК №91	УИК №92	УИК №93	УИК №94	УИК №95	УИК №96	УИК №97	УИК №98	УИК №99	УИК №100					
1	"Число избирателей, внесенных в списки избирателей"	37962	2073	2266	2320	2200	2143	1672	2056	2216	2227	2266	690	1874	449	385	276	1169	425	462	597	447	2081	162	323	1512	314	354	207	272	312	771	175	729	251	298	219	661	275	833					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	37433	2026	2255	2302	2189	2007	1637	2032	2180	2182	2222	696	1841	448	377	271	1168	410	466	595	445	2099	157	312	1502	309	355	204	269	310	775	170	735	240	278	218	650	260	841					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	17934	974	1208	1197	1139	1035	740	1048	1203	989	1241	339	942	207	143	135	442	134	194	217	156	1123	74	100	511	90	163	58	152	141	323	66	335	127	157	119	249	131	332					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	2216	48	23	29	16	43	39	32	25	64	40	6	19	42	38	46	97	104	79	156	98	46	24	101	166	80	68	72	63	93	117	58	36	17	13	17	62	49	90					
6	Число погашенных избирательных бюллетеней	17283	1004	1024	1076	1034	929	858	952	952	1129	941	351	880	199	196	90	629	172	193	222	191	930	59	111	825	139	124	74	54	76	335	46	364	96	108	82	339	80	419					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2216	48	23	29	16	43	39	32	25	64	40	6	19	42	38	46	97	104	79	156	98	46	24	101	166	80	68	72	63	93	117	58	36	17	13	17	62	49	90					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	17918	973	1205	1195	1139	1035	739	1048	1203	985	1236	339	942	207	143	135	442	134	194	217	156	1123	74	100	511	90	163	58	152	141	323	66	335	127	157	119	249	131	332					
9	Число недействительных избирательных бюллетеней	291	13	23	16	13	21	10	15	24	15	16	4	19	6	6	0	4	3	3	10	3	16	0	1	8	2	3	0	0	6	1	2	6	2	0	0	12	6	2					
10	Число действительных избирательных бюллетеней	19843	1008	1205	1208	1142	1057	768	1065	1204	1034	1260	341	942	243	175	181	535	235	270	363	251	1153	98	200	669	168	228	130	215	228	439	122	365	142	170	136	299	174	420					
