Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																													
Дата голосования: 02.12.2007																																													
																																													
Наименование Избирательной комиссии:    Магарамкентская																																													
																																													
Сводная таблица результатов выборов																																													
																																													
		Сумма	УИК №944	УИК №945	УИК №946	УИК №947	УИК №948	УИК №949	УИК №950	УИК №951	УИК №952	УИК №953	УИК №954	УИК №955	УИК №956	УИК №957	УИК №958	УИК №959	УИК №960	УИК №961	УИК №962	УИК №963	УИК №964	УИК №965	УИК №966	УИК №967	УИК №968	УИК №969	УИК №970	УИК №971	УИК №972	УИК №973	УИК №974	УИК №975	УИК №976	УИК №977	УИК №978	УИК №979	УИК №980	УИК №981					
1	"Число избирателей, внесенных в списки избирателей"	35397	317	1028	774	660	373	1263	1551	1431	1404	1276	237	1778	961	979	1138	1432	1100	1045	977	700	1408	263	250	575	912	241	1050	1268	1456	536	817	791	912	968	1030	1012	1164	320					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	35796	326	1030	774	667	373	1289	1569	1460	1425	1300	229	1778	980	985	1138	1432	1100	1049	977	700	1501	263	250	575	912	241	1055	1290	1470	536	819	800	920	970	1070	1046	1171	326					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	34789	247	1028	768	660	371	1255	1551	1381	1302	1276	219	1778	961	905	1138	1432	1100	980	943	680	1390	263	249	574	898	220	1042	1268	1456	526	810	791	904	961	1012	1012	1130	308					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	72	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	10	0	0	0	0	0	0	0	0					
6	Число погашенных избирательных бюллетеней	935	22	2	6	7	2	34	18	79	123	24	10	0	19	80	0	0	0	69	34	20	111	0	1	1	14	16	13	22	14	0	9	9	16	9	58	34	41	18					
7	Число избирательных бюллетеней в переносных ящиках для голосования	72	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	10	0	0	0	0	0	0	0	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	34789	247	1028	768	660	371	1255	1551	1381	1302	1276	219	1778	961	905	1138	1432	1100	980	943	680	1390	263	249	574	898	220	1042	1268	1456	526	810	791	904	961	1012	1012	1130	308					
9	Число недействительных избирательных бюллетеней	16	0	0	0	0	0	0	0	2	0	0	3	0	0	0	0	0	0	0	0	0	6	1	0	0	0	1	1	0	0	0	0	0	0	0	2	0	0	0					
10	Число действительных избирательных бюллетеней	34845	304	1028	768	660	371	1255	1551	1379	1302	1276	216	1778	961	905	1138	1432	1100	980	943	680	1384	262	249	574	898	224	1041	1268	1456	536	810	791	904	961	1010	1012	1130	308					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	690	10	20	20	20	10	20	20	20	20	20	10	20	20	20	20	20	20	20	20	20	20	10	10	20	20	10	20	20	20	20	20	20	20	20	20	20	20	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	27	0	2	0	0	1	1	1	1	0	0	0	2	1	0	0	2	1	1	4	5	0	0	0	0	1	0	0	1	0	0	0	0	0	1	2	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0					
14	Число погашенных неиспользованных открепительных удостоверений	663	10	18	20	20	9	19	19	19	20	20	10	18	19	20	20	18	19	19	16	15	20	10	10	20	19	10	20	19	20	20	20	20	20	19	18	20	20	10					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																													
18	1.Политическая партия «Аграрная партия России»	60	0	8	0	0	2	0	10	2	0	1	0	5	8	4	0	0	0	0	0	0	10	0	0	0	0	0	2	0	0	0	0	5	0	0	1	0	0	2					
		0.17%	0.00%	0.78%	0.00%	0.00%	0.54%	0.00%	0.64%	0.14%	0.00%	0.08%	0.00%	0.28%	0.83%	0.44%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.72%	0.00%	0.00%	0.00%	0.00%	0.00%	0.19%	0.00%	0.00%	0.00%	0.00%	0.63%	0.00%	0.00%	0.10%	0.00%	0.00%	0.65%					
19	2.Всероссийская политическая партия «Гражданская Сила»	9	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1					
		0.03%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.07%	0.00%	0.08%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.51%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.10%	0.00%	0.00%	0.32%					
20	3.Политическая партия «Демократическая партия России»	3	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1					
		0.01%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.07%	0.00%	0.00%	0.00%	0.00%	0.10%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.32%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	3334	11	109	125	64	40	121	41	192	396	106	47	207	112	121	160	32	8	108	71	37	120	44	11	12	89	43	144	156	100	61	28	59	88	67	0	55	125	24					
		9.56%	3.62%	10.60%	16.28%	9.70%	10.78%	9.64%	2.64%	13.90%	30.41%	8.31%	21.46%	11.64%	11.65%	13.37%	14.06%	2.23%	0.73%	11.02%	7.53%	5.44%	8.63%	16.73%	4.42%	2.09%	9.91%	19.11%	13.82%	12.30%	6.87%	11.38%	3.46%	7.46%	9.73%	6.97%	0.00%	5.43%	11.06%	7.79%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0					
		0.09%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	3.16%	0.00%	0.00%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.01%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.11%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.14%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	27	7	0	0	0	0	0	0	11	0	0	0	0	2	0	0	0	0	0	0	0	1	1	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	2					
		0.08%	2.30%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.80%	0.00%	0.00%	0.00%	0.00%	0.21%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.07%	0.38%	0.00%	0.00%	0.00%	0.89%	0.10%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.65%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	2264	3	75	122	0	33	44	59	36	139	24	5	41	21	24	254	0	0	19	70	30	54	0	0	22	67	34	269	44	89	38	62	75	47	49	37	53	276	49					
		6.49%	0.99%	7.30%	15.89%	0.00%	8.89%	3.51%	3.80%	2.61%	10.68%	1.88%	2.28%	2.31%	2.19%	2.65%	22.32%	0.00%	0.00%	1.94%	7.42%	4.41%	3.88%	0.00%	0.00%	3.83%	7.46%	15.11%	25.82%	3.47%	6.11%	7.09%	7.65%	9.48%	5.20%	5.10%	3.66%	5.24%	24.42%	15.91%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	266	2	4	4	7	0	5	12	12	0	2	1	0	4	8	0	0	0	4	3	12	107	13	43	0	0	2	1	0	3	0	2	0	0	3	2	8	0	2					
		0.76%	0.66%	0.39%	0.52%	1.06%	0.00%	0.40%	0.77%	0.87%	0.00%	0.16%	0.46%	0.00%	0.42%	0.88%	0.00%	0.00%	0.00%	0.41%	0.32%	1.76%	7.70%	4.94%	17.27%	0.00%	0.00%	0.89%	0.10%	0.00%	0.21%	0.00%	0.25%	0.00%	0.00%	0.31%	0.20%	0.79%	0.00%	0.65%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	28839	280	830	517	589	296	1085	1429	1123	767	1142	163	1525	813	747	724	1400	1092	844	799	601	1089	203	195	540	742	143	624	1068	1264	437	718	652	769	842	937	896	729	225					
		82.73%	92.11%	80.74%	67.32%	89.24%	79.78%	86.45%	92.13%	81.32%	58.91%	89.50%	74.43%	85.77%	84.60%	82.54%	63.62%	97.77%	99.27%	86.12%	84.73%	88.38%	78.35%	77.19%	78.31%	94.08%	82.63%	63.56%	59.88%	84.23%	86.81%	81.53%	88.64%	82.43%	85.07%	87.62%	92.59%	88.54%	64.51%	73.05%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	8	1	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2					
		0.02%	0.33%	0.19%	0.00%	0.00%	0.00%	0.00%	0.00%	0.07%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.07%	0.38%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.65%					
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
