Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																														
Дата голосования: 04.12.2011																																														
																																														
Наименование Избирательной комиссии:    Магарамкентская																																														
																																														
Сводная таблица результатов выборов																																														
																																														
		Сумма	УИК №952	УИК №953	УИК №954	УИК №955	УИК №956	УИК №957	УИК №958	УИК №959	УИК №960	УИК №961	УИК №962	УИК №963	УИК №964	УИК №965	УИК №966	УИК №967	УИК №968	УИК №969	УИК №970	УИК №971	УИК №972	УИК №973	УИК №974	УИК №975	УИК №976	УИК №977	УИК №978	УИК №979	УИК №980	УИК №981	УИК №982	УИК №983	УИК №984	УИК №985	УИК №986	УИК №987	УИК №988	УИК №989	УИК №990					
1	"Число избирателей, внесенных в список избирателей"	41425	299	103	1312	750	660	478	1620	1650	1619	1612	1642	290	1621	1120	1250	1398	1490	1533	1287	1201	1105	1750	305	260	734	1120	315	1106	1320	1485	720	860	1125	1100	1200	1103	1171	1406	305					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	38000	230	70	1200	700	600	450	1500	1600	1459	1500	1500	230	1500	870	1200	1300	1400	1400	1200	1100	741	1700	250	250	700	1100	300	1100	1300	1450	700	850	850	1000	1100	850	1150	1300	300					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	37721	225	66	1190	689	593	446	1494	1590	1447	1489	1488	228	1492	861	1196	1293	1389	1390	1191	1095	732	1690	248	242	697	1098	293	1091	1292	1441	694	843	840	995	1093	842	1146	1294	298					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
6	Число погашенных избирательных бюллетеней	279	5	4	10	11	7	4	6	10	12	11	12	2	8	9	4	7	11	10	9	5	9	10	2	8	3	2	7	9	8	9	6	7	10	5	7	8	4	6	2					
7	Число избирательных бюллетеней в переносных ящиках для голосования	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	37721	225	66	1190	689	593	446	1494	1590	1447	1489	1488	228	1492	861	1196	1293	1389	1390	1191	1095	732	1690	248	242	697	1098	293	1091	1292	1441	694	843	840	995	1093	842	1146	1294	298					
9	Число недействительных избирательных бюллетеней	28	0	0	0	0	0	0	0	0	5	12	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
10	Число действительных избирательных бюллетеней	37693	225	66	1190	689	593	446	1494	1590	1442	1477	1477	228	1492	861	1196	1293	1389	1390	1191	1095	732	1690	248	242	697	1098	293	1091	1292	1441	694	843	840	995	1093	842	1146	1294	298					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	217	5	5	7	7	5	7	7	7	7	5	5	5	7	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	7	7	5	5	5	5	7	5	5	7	5					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	8	0	0	0	0	0	0	0	0	1	1	3	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
14	Число погашенных неиспользованных открепительных удостоверений	209	5	5	7	7	5	7	7	7	6	4	2	5	7	5	4	5	4	5	5	5	5	5	5	5	5	5	5	5	7	7	5	5	5	5	6	5	5	7	5					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	2	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
